index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
89,421028,2022-04-07,00:00,2022,1886,Coupe du Maroc,10.080,1/16,11217,16479,RSB Berkane,Mouloudia Oujda,RSB Berkane - Mouloudia Oujda,,,,,35.0,26.0,9.0,480.0,327.0,-31.9,32.0,14.0,18.0,59.2,21.0,19.8,2.05,1.1,0.9499999999999997
90,421029,2022-04-07,00:00,2022,1886,Coupe du Maroc,10.080,1/16,13911,5634,Kasba Tadla,Raja Casablanca,Kasba Tadla - Raja Casablanca,,,,,26.0,49.0,-23.0,331.0,924.0,-64.2,0.0,0.0,0.0,0.0,24.4,75.6,,,
79,403292,2022-04-07,00:00,2022,2088,Éliminatoires Mondial féminin,10.667,Ronda de Clasificación,150672,115192,Belice Fem,Aruba Fem,Belice Fem - Aruba Fem,,,,,,,,,,,,,,,,,,,
41,309554,2022-04-07,00:00,2022,2369,Liga de Expansión MX - Clausura,27.794,Journée 16,59697,56784,Mineros de Zacatecas,Cimarrones de Sonora,Mineros de Zacatecas - Cimarrones de Sonora,,,,,55.0,45.0,10.0,1175.0,764.0,-35.0,15.0,22.0,-7.0,58.1,21.6,20.3,1.97,1.07,0.8999999999999999
11,438679,2022-04-07,00:00,2022,204,Copa Libertadores,52.083,Grupo C,6563,2597,Talleres Córdoba,U. Católica,Talleres Córdoba - U. Católica,,,,,59.0,75.0,-16.0,1337.0,2186.0,-38.8,-15.0,21.0,-36.0,19.4,22.6,58.0,0.96,1.84,-0.8800000000000001
138,444633,2022-04-07,00:00,2022,1729,Acreano,6.027,2ª Fase,62863,149790,Galvez EC,Senador Guimard,Galvez EC - Senador Guimard,,,,,50.0,46.0,4.0,941.0,802.0,-14.8,-9.0,-13.0,4.0,50.4,27.2,22.4,1.41,0.84,0.57
10,438630,2022-04-07,00:00,2022,204,Copa Libertadores,52.083,Grupo C,5639,16078,América Mineiro,Independiente del Valle,América Mineiro - Independiente del Valle,,,,,60.0,48.0,12.0,1367.0,884.0,-35.3,-19.0,23.0,-42.0,41.7,26.4,31.9,1.39,1.18,0.20999999999999996
9,438618,2022-04-07,00:00,2022,204,Copa Libertadores,52.083,Grupo C,5544,1770,RB Bragantino,Nacional,RB Bragantino - Nacional,,,,,51.0,70.0,-19.0,987.0,1918.0,-48.5,18.0,-16.0,34.0,37.2,27.0,35.8,1.27,1.24,0.030000000000000027
19,439884,2022-04-07,00:15,2022,304,Copa Sudamericana,43.403,Grupo G,5896,11325,Unión Santa Fe,Junior,Unión Santa Fe - Junior,,,,,70.0,73.0,-3.0,1884.0,2074.0,-9.2,11.0,-34.0,45.0,54.6,27.1,18.2,1.43,0.7,0.73
17,439872,2022-04-07,00:15,2022,304,Copa Sudamericana,43.403,Grupo G,119649,15169,General Caballero JLM,La Guaira,General Caballero JLM - La Guaira,,,,,24.0,45.0,-21.0,303.0,786.0,-61.5,35.0,-11.0,46.0,50.1,24.4,25.5,1.66,1.11,0.5499999999999998
18,439883,2022-04-07,00:15,2022,304,Copa Sudamericana,43.403,Grupo G,1158,1879,Fluminense,Oriente Petrolero,Fluminense - Oriente Petrolero,,,,,74.0,53.0,21.0,2126.0,1058.0,-50.2,-7.0,-3.0,-4.0,68.7,19.1,12.2,2.11,0.75,1.3599999999999999
