index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
8,415131,2022-03-17,00:15,2022,2029,Tour préliminaire Copa Libertadores,56.819,Finale,1010,9140,Estudiantes La Plata,Everton Viña del Mar,Estudiantes La Plata - Everton Viña del Mar,,,,,84.0,59.0,25.0,2713.0,1351.0,-50.2,2.0,-28.0,30.0,82.4,12.4,5.2,2.64,0.52,2.12
18,318383,2022-03-17,01:05,2022,42,Ouverture - Colombie,45.500,Temporada Regular,5940,906,Atlético Bucaramanga,Deportivo Cali,Atlético Bucaramanga - Deportivo Cali,,,,,67.0,71.0,-4.0,1751.0,1932.0,-9.4,8.0,12.0,-4.0,41.2,26.8,32.0,1.35,1.16,0.19000000000000017
20,407130,2022-03-17,02:00,2022,706,CONCACAF Champions,25.962,1/4 de finale,6385,705,CF Montréal,Cruz Azul,CF Montréal - Cruz Azul,,,,,64.0,71.0,-7.0,1609.0,1953.0,-17.6,22.0,2.0,20.0,45.9,25.7,28.4,1.5,1.12,0.3799999999999999
9,415129,2022-03-17,02:30,2022,2029,Tour préliminaire Copa Libertadores,56.819,Finale,1852,1158,Olimpia,Fluminense,Olimpia - Fluminense,,,,,48.0,75.0,-27.0,893.0,2147.0,-58.4,-9.0,-32.0,23.0,28.7,29.9,41.4,0.91,1.16,-0.2499999999999999
19,318381,2022-03-17,03:10,2022,42,Ouverture - Colombie,45.500,Temporada Regular,5944,2255,Deportivo Pasto,Santa Fe,Deportivo Pasto - Santa Fe,,,,,66.0,77.0,-11.0,1711.0,2292.0,-25.3,-35.0,-14.0,-21.0,26.7,31.8,41.5,0.79,1.07,-0.28
21,407128,2022-03-17,04:15,2022,706,CONCACAF Champions,25.962,1/4 de finale,2035,3994,Pumas UNAM,New England Revolution,Pumas UNAM - New England Revolution,,,,,71.0,69.0,2.0,1955.0,1875.0,-4.1,-6.0,87.0,-93.0,33.5,23.2,43.3,1.5,1.73,-0.22999999999999998
13,408361,2022-03-17,19:45,2022,2492,Conference League,88.000,1/8 de finale,406,1144,AZ Alkmaar,FK Bodo Glimt,AZ Alkmaar - FK Bodo Glimt,,,,,81.0,53.0,28.0,2534.0,1062.0,-58.1,7.0,58.0,-51.0,76.5,13.7,9.8,2.9,0.98,1.92
12,408357,2022-03-17,19:45,2022,2492,Conference League,88.000,1/8 de finale,1078,2023,Kobenhavn,PSV,Kobenhavn - PSV,,,,,69.0,88.0,-19.0,1872.0,3048.0,-38.6,21.0,14.0,7.0,24.8,21.5,53.7,1.32,2.02,-0.7
11,408351,2022-03-17,19:45,2022,2492,Conference League,88.000,1/8 de finale,3863,1538,Stade Rennais,Leicester,Stade Rennais - Leicester,,,,,77.0,79.0,-2.0,2266.0,2402.0,-5.7,31.0,22.0,9.0,50.4,23.1,26.5,1.8,1.25,0.55
0,408297,2022-03-17,19:45,2022,117,Europa League,95.000,1/8 de finale,6017,1241,Crvena Zvezda,Rangers FC,Crvena Zvezda - Rangers FC,,,,,47.0,62.0,-15.0,839.0,1508.0,-44.4,43.0,41.0,2.0,35.5,22.1,42.3,1.68,1.84,-0.16000000000000014
