index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
25,305433,2022-02-20,01:00,2022,141,Liga MX - Clôture ,48.971,Journée 6,4346,137142,Querétaro,Mazatlán,Querétaro - Mazatlán,,,,,68.0,60.0,8.0,1814.0,1407.0,-22.4,-25.0,-3.0,-22.0,48.5,27.3,24.1,1.39,0.89,0.4999999999999999
37,318351,2022-02-20,01:10,2022,42,Ouverture - Colombie,43.500,Temporada Regular,11716,1693,Jaguares FC,Millonarios,Jaguares FC - Millonarios,,,,,60.0,73.0,-13.0,1411.0,2057.0,-31.4,14.0,26.0,-12.0,28.4,23.3,48.3,1.3,1.76,-0.45999999999999996
55,354260,2022-02-20,01:30,2022,1780,Liga Única,5.125,Journée 3,9947,682,Antofagasta,La Serena,Antofagasta - La Serena,,,,,66.0,52.0,14.0,1685.0,1046.0,-37.9,-27.0,18.0,-45.0,44.9,26.8,28.3,1.4,1.05,0.34999999999999987
26,305430,2022-02-20,03:00,2022,141,Liga MX - Clôture ,48.971,Journée 6,4348,9133,Tigres UANL,Atl. San Luis,Tigres UANL - Atl. San Luis,,,,,78.0,54.0,24.0,2370.0,1106.0,-53.3,-13.0,23.0,-36.0,70.9,17.9,11.2,2.23,0.76,1.47
38,318357,2022-02-20,03:15,2022,42,Ouverture - Colombie,43.500,Temporada Regular,4372,5938,At. Nacional,Unión Magdalena,At. Nacional - Unión Magdalena,,,,,81.0,53.0,28.0,2545.0,1067.0,-58.1,-7.0,-11.0,4.0,80.1,13.7,6.1,2.52,0.55,1.97
27,305432,2022-02-20,05:00,2022,141,Liga MX - Clôture ,48.971,Journée 6,10271,1262,León,Chivas Guadalajara,León - Chivas Guadalajara,,,,,73.0,73.0,0.0,2051.0,2048.0,-0.1,-4.0,-9.0,5.0,47.5,27.6,24.8,1.36,0.9,0.4600000000000001
92,356467,2022-02-20,07:00,2022,59,K-League,14.106,Journée 1,3991,10069,Gangwon FC,Seongnam FC,Gangwon FC - Seongnam FC,,,,,38.0,45.0,-7.0,535.0,785.0,-31.8,-6.0,-18.0,12.0,41.9,29.6,28.5,1.18,0.92,0.2599999999999999
91,356466,2022-02-20,07:00,2022,59,K-League,14.106,Journée 1,1410,1983,Jeju United,Pohang Steelers,Jeju United - Pohang Steelers,,,,,41.0,46.0,-5.0,622.0,819.0,-24.1,5.0,-10.0,15.0,45.9,27.3,26.8,1.37,0.98,0.3900000000000001
94,282425,2022-02-20,07:05,2022,54,A-League,11.442,Journée 15,1953,4087,Perth Glory,Brisbane Roar,Perth Glory - Brisbane Roar,,,,,34.0,38.0,-4.0,462.0,530.0,-12.8,32.0,10.0,22.0,54.3,22.6,23.1,1.87,1.14,0.7300000000000002
93,356468,2022-02-20,09:30,2022,59,K-League,14.106,Journée 1,2579,6443,Ulsan Hyundai,Gimcheon Sangmu FC,Ulsan Hyundai - Gimcheon Sangmu FC,,,,,44.0,35.0,9.0,752.0,475.0,-36.8,14.0,89.0,-75.0,40.2,22.6,37.2,1.74,1.67,0.07000000000000006
