index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
44,282430,2022-04-25,06:05,2022,54,A-League,12.500,Journée 16,4087,1671,Brisbane Roar,Melbourne Victory,Brisbane Roar - Melbourne Victory,1-1,1,1,1,37.0,42.0,-5.0,523.0,661.0,-20.9,1.0,34.0,-33.0,33.9,25.3,40.7,1.31,1.46,-0.1499999999999999,,
15,96460,2022-04-25,12:30,2022,89,Serie B,37.105,Journée 36,290,275,Ascoli,Cittadella,Ascoli - Cittadella,0-0,0,0,1,53.0,50.0,3.0,1077.0,969.0,-10.0,-10.0,-19.0,9.0,51.6,27.4,21.0,1.4,0.78,0.6199999999999999,lwlww,lldwl
30,417908,2022-04-25,14:30,2022,20,Liga 1,28.750,Ronda Descenso,4625,112187,Botosani,U Craiova 1948,Botosani - U Craiova 1948,2-1,2,1,0,56.0,41.0,15.0,1196.0,639.0,-46.6,-27.0,20.0,-47.0,40.6,28.1,31.3,1.25,1.06,0.18999999999999995,wllww,wdwwl
16,96459,2022-04-25,15:00,2022,89,Serie B,37.105,Journée 36,2621,2146,US Alessandria,Reggina,US Alessandria - Reggina,0-0,0,0,1,48.0,35.0,13.0,881.0,465.0,-47.2,-7.0,-19.0,12.0,58.5,25.0,16.5,1.59,0.71,0.8800000000000001,ldlww,wdllw
17,96464,2022-04-25,15:00,2022,89,Serie B,37.105,Journée 36,1056,2625,Crotone,Cremonese,Crotone - Cremonese,3-1,3,1,0,65.0,47.0,18.0,1644.0,840.0,-48.9,19.0,17.0,2.0,67.0,17.8,15.1,2.41,1.07,1.34,lddld,wdwlw
18,96465,2022-04-25,15:00,2022,89,Serie B,37.105,Journée 36,1174,47,Frosinone,AC Monza,Frosinone - AC Monza,4-1,4,1,0,56.0,33.0,23.0,1181.0,436.0,-63.1,13.0,32.0,-19.0,58.4,20.5,21.1,2.14,1.22,0.9200000000000002,llwdw,lwwdl
19,96466,2022-04-25,15:00,2022,89,Serie B,37.105,Journée 36,1531,1973,Lecce,Pisa SC,Lecce - Pisa SC,2-0,2,0,0,49.0,51.0,-2.0,928.0,987.0,-6.0,29.0,16.0,13.0,52.4,23.3,24.4,1.79,1.14,0.6500000000000001,dwwwl,wlddw
20,149062,2022-04-25,15:00,2022,89,Serie B,37.105,Journée 36,10755,6878,Nuova Cosenza,Pordenone,Nuova Cosenza - Pordenone,3-1,3,1,0,44.0,39.0,5.0,736.0,561.0,-23.8,-27.0,-14.0,-13.0,44.2,30.5,25.3,1.16,0.8,0.3599999999999999,dlwlw,lwlll
34,454641,2022-04-25,16:30,2022,205,A PFG,23.100,Ronda Descenso,90510,6470,Tsarsko Selo,Botev Vratsa,Tsarsko Selo - Botev Vratsa,1-1,1,1,1,39.0,42.0,-3.0,565.0,654.0,-13.6,-4.0,-8.0,4.0,42.2,28.7,29.1,1.24,0.97,0.27,dlwwd,llwld
31,417868,2022-04-25,17:00,2022,20,Liga 1,28.750,Ronda Descenso,17047,17031,FC Arges,Universitatea Craiova,FC Arges - Universitatea Craiova,0-4,0,4,2,41.0,56.0,-15.0,617.0,1191.0,-48.2,-13.0,54.0,-67.0,18.4,21.4,60.2,0.99,1.97,-0.98,lllwl,lwwww
37,383697,2022-04-25,17:00,2022,31,Veikkausliiga,19.864,Journée 4,1071,12598,FC Honka,SJK,FC Honka - SJK,5-1,5,1,0,36.0,51.0,-15.0,491.0,987.0,-50.3,20.0,22.0,-2.0,36.5,24.3,39.2,1.47,1.53,-0.06000000000000005,,
23,96463,2022-04-25,18:00,2022,89,Serie B,37.105,Journée 36,822,2691,Como,Vicenza ,Como - Vicenza ,0-1,0,1,1,42.0,56.0,-14.0,649.0,1182.0,-45.1,-7.0,-17.0,10.0,37.9,29.3,32.9,1.14,1.04,0.09999999999999987,wwlll,wldll
38,430453,2022-04-25,18:00,2022,185,Premier League Bosnie,18.068,Journée 27,17005,59654,Velež Mostar,Posušje,Velež Mostar - Posušje,4-1,4,1,1,35.0,29.0,6.0,466.0,375.0,-19.5,1.0,-29.0,30.0,56.3,26.3,17.4,1.49,0.7,0.79,lwwdw,lwddl
22,96462,2022-04-25,18:00,2022,89,Serie B,37.105,Journée 36,544,2376,Brescia,SPAL,Brescia - SPAL,0-0,0,0,1,58.0,53.0,5.0,1277.0,1079.0,-15.5,-4.0,-27.0,23.0,58.1,25.5,16.4,1.55,0.69,0.8600000000000001,dwdwd,lddld
11,6676,2022-04-25,18:00,2022,27,Premier League Russie,43.800,Journée 26,5633,2794,FK Krasnodar,Zenit,FK Krasnodar - Zenit,0-2,0,2,1,73.0,82.0,-9.0,2044.0,2593.0,-21.2,-26.0,8.0,-34.0,23.4,27.8,48.8,0.85,1.37,-0.5200000000000001,wdlwl,dwdww
21,96461,2022-04-25,18:00,2022,89,Serie B,37.105,Journée 36,465,2482,Benevento,Ternana Calcio,Benevento - Ternana Calcio,1-1,1,1,1,52.0,54.0,-2.0,1044.0,1104.0,-5.4,27.0,52.0,-25.0,42.4,22.7,34.9,1.78,1.6,0.17999999999999994,wwlww,wlwdl
5,35393,2022-04-25,19:00,2022,19,Liga NOS,49.118,Journée 31,2386,1095,Sporting Braga,Porto,Sporting Braga - Porto,0-0,0,0,1,83.0,89.0,-6.0,2645.0,3095.0,-14.5,-8.0,23.0,-31.0,30.7,25.7,43.6,1.2,1.47,-0.27,lwwwd,wwwww
25,336284,2022-04-25,19:00,2022,22,Allsvenskan,34.375,Temporada Regular,1357,1221,Elfsborg,GIF Sundsvall,Elfsborg - GIF Sundsvall,0-0,0,0,1,73.0,61.0,12.0,2039.0,1433.0,-29.7,11.0,6.0,5.0,63.0,20.4,16.6,2.07,0.96,1.1099999999999999,ldwl,lllw
26,336285,2022-04-25,19:00,2022,22,Allsvenskan,34.375,Temporada Regular,12818,12823,Varnamo,Degerfors,Varnamo - Degerfors,1-0,1,0,1,44.0,50.0,-6.0,750.0,945.0,-20.6,0.0,63.0,-63.0,28.0,23.1,48.9,1.31,1.8,-0.49,ldld,llll
27,336286,2022-04-25,19:00,2022,22,Allsvenskan,34.375,Temporada Regular,12790,1289,IK Sirius,Hammarby IF,IK Sirius - Hammarby IF,0-0,0,0,1,55.0,63.0,-8.0,1156.0,1530.0,-24.4,18.0,45.0,-27.0,35.4,23.8,40.8,1.48,1.61,-0.13000000000000012,wdwl,wwww
33,8090,2022-04-25,19:00,2022,128,Ekstraklasa,24.412,Journée 30,2757,13364,Wisla Kraków,Wisła Płock,Wisla Kraków - Wisła Płock,0-2,0,2,1,57.0,44.0,13.0,1238.0,733.0,-40.8,-3.0,32.0,-35.0,46.6,24.0,29.4,1.68,1.28,0.3999999999999999,dldwd,wlwwl
35,454642,2022-04-25,19:00,2022,205,A PFG,23.100,Ronda Descenso,17420,5869,Pirin Blagoevgrad,Lokomotiv Sofia,Pirin Blagoevgrad - Lokomotiv Sofia,0-0,0,0,1,55.0,59.0,-4.0,1161.0,1346.0,-13.7,34.0,-19.0,53.0,57.7,23.5,18.9,1.74,0.88,0.86,wlllw,lwlwl
36,431539,2022-04-25,19:00,2022,13,Championnat du Danemark,22.500,Ronda Campeonato,553,9799,Brøndby IF,Midtjylland,Brøndby IF - Midtjylland,0-0,0,0,1,57.0,58.0,-1.0,1254.0,1299.0,-3.5,-22.0,4.0,-26.0,37.2,29.4,33.4,1.12,1.04,0.08000000000000007,lllll,wwlww
28,336288,2022-04-25,19:10,2022,22,Allsvenskan,34.375,Temporada Regular,1625,1358,Malmö,IFK Göteborg,Malmö - IFK Göteborg,0-0,0,0,1,76.0,70.0,6.0,2205.0,1924.0,-12.7,6.0,24.0,-18.0,53.1,23.0,23.8,1.81,1.14,0.6700000000000002,wdwd,wwwd
43,432917,2022-04-25,19:30,2022,97,Liga A1,13.500,Ronda Campeonato,3703,3707,Maccabi Tel Aviv,Hapoel Tel Aviv,Maccabi Tel Aviv - Hapoel Tel Aviv,,,,,49.0,44.0,5.0,899.0,745.0,-17.1,-4.0,26.0,-30.0,45.5,25.3,29.2,1.53,1.18,0.3500000000000001,wdddl,dlwdw
14,50131,2022-04-25,19:30,2022,37,Süper Lig,40.382,Journée 34,2343,5468,Sivasspor,Alanyaspor,Sivasspor - Alanyaspor,,,,,61.0,54.0,7.0,1432.0,1132.0,-20.9,-8.0,25.0,-33.0,44.1,25.1,30.8,1.54,1.24,0.30000000000000004,wwdld,lwwll
13,50128,2022-04-25,19:30,2022,37,Süper Lig,40.382,Journée 34,10065,10062,Beşiktaş,Kasimpasa,Beşiktaş - Kasimpasa,,,,,82.0,69.0,13.0,2567.0,1830.0,-28.7,-30.0,13.0,-43.0,45.9,26.7,27.4,1.42,1.04,0.3799999999999999,lddwd,wwwlw
32,417867,2022-04-25,20:00,2022,20,Liga 1,28.750,Ronda Descenso,119352,9964,Farul Constanța,FCSB,Farul Constanța - FCSB,,,,,52.0,70.0,-18.0,1018.0,1880.0,-45.9,6.0,-4.0,10.0,32.3,26.6,41.1,1.18,1.37,-0.19000000000000017,ldlwl,wwlww
10,13384,2022-04-25,20:30,2022,25,Championship,46.467,Journée 44,9184,507,Preston North End,Blackburn Rovers,Preston North End - Blackburn Rovers,,,,,58.0,60.0,-2.0,1298.0,1395.0,-7.0,-6.0,-28.0,22.0,50.7,28.9,20.4,1.3,0.71,0.5900000000000001,lwwdl,lddll
24,96467,2022-04-25,20:30,2022,89,Serie B,37.105,Journée 36,1954,1927,Perugia,Parma,Perugia - Parma,,,,,54.0,40.0,14.0,1123.0,586.0,-47.8,-24.0,4.0,-28.0,45.2,27.8,26.9,1.33,0.96,0.3700000000000001,ldddw,dwwll
29,17112,2022-04-25,20:45,2022,92,Ligue 2,32.602,Journée 35,2524,2826,Toulouse,Niort,Toulouse - Niort,,,,,75.0,50.0,25.0,2178.0,953.0,-56.2,46.0,-1.0,47.0,89.1,7.3,3.5,3.69,0.71,2.98,wwwwd,wddwd
1,49362,2022-04-25,20:45,2022,7,Serie A,73.421,Journée 34,2634,1430,Sassuolo,Juventus,Sassuolo - Juventus,,,,,74.0,95.0,-21.0,2110.0,3599.0,-41.4,-1.0,-10.0,9.0,19.6,22.8,57.6,0.96,1.82,-0.8600000000000001,dwlwl,wwlwd
12,21359,2022-04-25,21:00,2022,2,Segunda División,42.708,Journée 37,183,2125,Almería,Real Sporting,Almería - Real Sporting,,,,,60.0,68.0,-8.0,1378.0,1809.0,-23.8,18.0,-16.0,34.0,48.3,26.4,25.3,1.46,0.98,0.48,wldwd,dwddl
0,5681,2022-04-25,21:00,2022,10,Premier League,91.283,Journée 34,860,1533,Crystal Palace,Leeds United,Crystal Palace - Leeds United,,,,,74.0,59.0,15.0,2110.0,1325.0,-37.2,32.0,13.0,19.0,74.2,14.6,11.2,2.82,1.04,1.7799999999999998,wdwll,lwwdw
6,35392,2022-04-25,21:30,2022,19,Liga NOS,49.118,Journée 31,513,4098,Boavista,Sporting CP,Boavista - Sporting CP,,,,,62.0,88.0,-26.0,1507.0,2978.0,-49.4,3.0,35.0,-32.0,10.5,14.6,74.9,0.97,2.76,-1.7899999999999998,dlwwl,wwwwl
9,318440,2022-04-25,23:00,2022,42,Ouverture - Colombie,48.500,Temporada Regular,4374,11324,Cortuluá,La Equidad,Cortuluá - La Equidad,,,,,62.0,66.0,-4.0,1504.0,1675.0,-10.2,-19.0,-9.0,-10.0,36.7,30.8,32.5,1.04,0.96,0.08000000000000007,dllll,wddlw
