index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
35,384496,2022-04-24,00:00,2022,24,Brasileirão,45.592,Journée 3,11584,836,Palmeiras,Corinthians,Palmeiras - Corinthians,,,,,80.0,83.0,-3.0,2454.0,2656.0,-7.6,11.0,-36.0,47.0,59.0,25.3,15.7,1.56,0.66,0.9
103,456721,2022-04-24,00:00,2022,65,Botola Maroc Télécom ,14.864,Journée 22,13917,6433,Youssoufia Berrechid,Hassania Agadir,Youssoufia Berrechid - Hassania Agadir,,,,,20.0,39.0,-19.0,268.0,582.0,-54.0,-37.0,-49.0,12.0,37.6,38.6,23.8,0.79,0.57,0.22000000000000008
34,384494,2022-04-24,00:00,2022,24,Brasileirão,45.592,Journée 3,1158,1379,Fluminense,Internacional,Fluminense - Internacional,,,,,78.0,78.0,0.0,2348.0,2369.0,-0.9,-5.0,-61.0,56.0,61.7,27.9,10.5,1.36,0.39,0.9700000000000001
102,456720,2022-04-24,00:00,2022,65,Botola Maroc Télécom ,14.864,Journée 22,86010,6432,SCC Mohammédia,Olympic Safi,SCC Mohammédia - Olympic Safi,,,,,24.0,38.0,-14.0,304.0,549.0,-44.6,-1.0,-31.0,30.0,47.0,29.9,23.0,1.22,0.76,0.45999999999999996
19,305519,2022-04-24,00:00,2022,141,Liga MX - Clôture ,55.588,Journée 16,10279,10275,Pachuca,Monterrey,Pachuca - Monterrey,,,,,74.0,74.0,0.0,2142.0,2099.0,-2.0,-3.0,16.0,-19.0,46.1,25.6,28.2,1.51,1.12,0.3899999999999999
29,318447,2022-04-24,01:05,2022,42,Ouverture - Colombie,48.500,Temporada Regular,4372,1868,At. Nacional,Once Caldas,At. Nacional - Once Caldas,,,,,80.0,69.0,11.0,2496.0,1831.0,-26.6,-6.0,-31.0,25.0,64.9,22.3,12.8,1.78,0.64,1.1400000000000001
53,308117,2022-04-24,01:30,2022,69,MLS,35.948,Journée 11,888,3994,DC United,New England Revolution,DC United - New England Revolution,,,,,70.0,70.0,0.0,1884.0,1886.0,-0.1,24.0,76.0,-52.0,41.0,22.0,37.0,1.83,1.73,0.10000000000000009
20,305520,2022-04-24,02:00,2022,141,Liga MX - Clôture ,55.588,Journée 16,4348,10276,Tigres UANL,América,Tigres UANL - América,,,,,77.0,76.0,1.0,2312.0,2244.0,-2.9,3.0,-17.0,20.0,55.7,25.4,18.9,1.56,0.79,0.77
36,384493,2022-04-24,02:00,2022,24,Brasileirão,45.592,Journée 3,3881,837,Atl. Mineiro,Coritiba,Atl. Mineiro - Coritiba,,,,,83.0,81.0,2.0,2644.0,2551.0,-3.5,22.0,-7.0,29.0,63.0,21.1,15.9,1.97,0.87,1.1
104,351144,2022-04-24,02:00,2022,43,Serie A Équateur,13.800,Fase 1,17853,16078,Delfín,Independiente del Valle,Delfín - Independiente del Valle,,,,,32.0,48.0,-16.0,413.0,884.0,-53.3,-12.0,18.0,-30.0,28.1,25.8,46.1,1.11,1.49,-0.3799999999999999
54,308118,2022-04-24,02:30,2022,69,MLS,35.948,Journée 11,137675,5609,Austin FC,Vancouver Whitecaps,Austin FC - Vancouver Whitecaps,,,,,65.0,71.0,-6.0,1658.0,1941.0,-14.6,55.0,23.0,32.0,50.5,22.0,27.4,1.95,1.39,0.56
55,308119,2022-04-24,02:30,2022,69,MLS,35.948,Journée 11,1440,819,Sporting Kansas City,Columbus Crew,Sporting Kansas City - Columbus Crew,,,,,73.0,70.0,3.0,2054.0,1929.0,-6.1,15.0,-23.0,38.0,64.4,21.7,13.9,1.86,0.72,1.1400000000000001
56,308120,2022-04-24,03:00,2022,69,MLS,35.948,Journée 11,818,137770,Colorado Rapids,Charlotte FC,Colorado Rapids - Charlotte FC,,,,,70.0,58.0,12.0,1894.0,1315.0,-30.6,28.0,-24.0,52.0,78.2,14.4,7.4,2.51,0.64,1.8699999999999997
30,318446,2022-04-24,03:10,2022,42,Ouverture - Colombie,48.500,Temporada Regular,5938,11325,Unión Magdalena,Junior,Unión Magdalena - Junior,,,,,48.0,73.0,-25.0,859.0,2078.0,-58.7,23.0,-32.0,55.0,40.7,27.4,32.0,1.3,1.12,0.17999999999999994
57,308121,2022-04-24,04:00,2022,69,MLS,35.948,Journée 11,5610,2119,Portland Timbers,Real Salt Lake,Portland Timbers - Real Salt Lake,,,,,70.0,73.0,-3.0,1900.0,2071.0,-8.3,26.0,1.0,25.0,54.4,23.4,22.2,1.77,1.04,0.73
21,305521,2022-04-24,04:00,2022,141,Liga MX - Clôture ,55.588,Journée 16,1262,2035,Chivas Guadalajara,Pumas UNAM,Chivas Guadalajara - Pumas UNAM,,,,,71.0,70.0,1.0,1960.0,1918.0,-2.1,-21.0,2.0,-23.0,41.7,28.7,29.6,1.23,0.99,0.24
58,308123,2022-04-24,04:00,2022,69,MLS,35.948,Journée 11,11886,3992,San Jose Earthquakes,Seattle Sounders,San Jose Earthquakes - Seattle Sounders,,,,,69.0,75.0,-6.0,1846.0,2159.0,-14.5,12.0,3.0,9.0,42.5,26.3,31.1,1.41,1.16,0.25
59,308122,2022-04-24,04:30,2022,69,MLS,35.948,Journée 11,1589,109669,LA Galaxy,Nashville SC,LA Galaxy - Nashville SC,,,,,77.0,51.0,26.0,2305.0,978.0,-57.6,-4.0,39.0,-43.0,69.6,17.0,13.4,2.48,1.0,1.48
109,282488,2022-04-24,05:05,2022,54,A-League,12.500,Journée 25,2744,15211,Wellington Phoenix,Western Sydney Wanderers,Wellington Phoenix - Western Sydney Wanderers,,,,,27.0,41.0,-14.0,342.0,641.0,-46.6,22.0,17.0,5.0,42.9,24.9,32.2,1.53,1.3,0.22999999999999998
110,252292,2022-04-24,09:05,2022,54,A-League,12.500,Journée 25,70,1953,Adelaide United,Perth Glory,Adelaide United - Perth Glory,,,,,37.0,32.0,5.0,510.0,417.0,-18.2,12.0,25.0,-13.0,47.3,24.3,28.5,1.65,1.23,0.41999999999999993
25,2595,2022-04-24,12:15,2022,9,Eredivisie,48.824,Journée 30,2754,2728,Willem II,Vitesse,Willem II - Vitesse,,,,,62.0,77.0,-15.0,1491.0,2287.0,-34.8,-19.0,24.0,-43.0,19.0,22.6,58.4,0.94,1.84,-0.9000000000000001
