index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
4,402169,2022-03-04,02:30,2022,2029,Tour préliminaire Copa Libertadores,56.819,Finale,4372,1852,At. Nacional,Olimpia,At. Nacional - Olimpia,,,,,81.0,47.0,34.0,2536.0,850.0,-66.5,-10.0,49.0,-59.0,72.9,16.1,11.0,2.51,0.88,1.63
26,282436,2022-03-04,10:45,2022,54,A-League,11.635,Journée 17,1671,137995,Melbourne Victory,Macarthur FC,Melbourne Victory - Macarthur FC,,,,,42.0,51.0,-9.0,669.0,974.0,-31.3,15.0,-14.0,29.0,47.4,26.1,26.5,1.48,1.03,0.44999999999999996
16,189597,2022-03-04,17:30,2022,205,A PFG,25.442,Journée 22,90510,102466,Tsarsko Selo,CSKA 1948 Sofia,Tsarsko Selo - CSKA 1948 Sofia,,,,,37.0,31.0,6.0,528.0,395.0,-25.2,17.0,-8.0,25.0,55.1,24.4,20.5,1.66,0.91,0.7499999999999999
19,8043,2022-03-04,19:00,2022,128,Ekstraklasa,23.529,Journée 24,13432,5816,Stal Mielec,Jagiellonia Bialystok,Stal Mielec - Jagiellonia Bialystok,,,,,28.0,51.0,-23.0,351.0,984.0,-64.3,25.0,-6.0,31.0,42.8,25.6,31.6,1.48,1.23,0.25
17,1299,2022-03-04,19:00,2022,13,Championnat du Danemark,24.545,Temporada Regular,9799,2689,Midtjylland,Viborg FF,Midtjylland - Viborg FF,,,,,62.0,45.0,17.0,1514.0,783.0,-48.3,32.0,119.0,-87.0,49.1,18.9,32.0,2.51,2.04,0.46999999999999975
10,50073,2022-03-04,19:00,2022,37,Süper Lig,39.079,Journée 28,12925,68,Yeni Malatyaspor,Adana Demirspor,Yeni Malatyaspor - Adana Demirspor,,,,,44.0,50.0,-6.0,731.0,970.0,-24.6,-3.0,78.0,-81.0,23.1,21.6,55.3,1.22,2.0,-0.78
14,16462,2022-03-04,19:30,2022,93,2. Liga,32.555,Journée 25,2914,4800,Holstein Kiel,Paderborn,Holstein Kiel - Paderborn,,,,,44.0,42.0,2.0,721.0,677.0,-6.1,11.0,107.0,-96.0,30.0,21.3,48.7,1.58,2.04,-0.45999999999999996
13,16456,2022-03-04,19:30,2022,93,2. Liga,32.555,Journée 25,5664,4094,Darmstadt 98,Heidenheim,Darmstadt 98 - Heidenheim,,,,,61.0,53.0,8.0,1434.0,1058.0,-26.2,66.0,9.0,57.0,75.7,14.2,10.1,2.82,0.97,1.8499999999999999
15,63370,2022-03-04,20:30,2022,20,Liga 1,31.042,Journée 30,57428,112187,Sepsi,U Craiova 1948,Sepsi - U Craiova 1948,,,,,38.0,29.0,9.0,533.0,361.0,-32.3,-5.0,25.0,-30.0,45.3,25.6,29.1,1.5,1.15,0.3500000000000001
6,2549,2022-03-04,21:00,2022,9,Eredivisie,47.353,Journée 25,2728,2378,Vitesse,Sparta Rotterdam,Vitesse - Sparta Rotterdam,,,,,76.0,66.0,10.0,2257.0,1712.0,-24.1,-15.0,4.0,-19.0,55.2,24.4,20.3,1.65,0.9,0.7499999999999999
