index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
52,308103,2022-04-17,00:00,2022,69,MLS,35.771,Journée 9,1335,5610,Houston Dynamo,Portland Timbers,Houston Dynamo - Portland Timbers,,,,,69.0,69.0,0.0,1876.0,1870.0,-0.3,-6.0,25.0,-31.0,40.8,26.2,33.1,1.39,1.23,0.15999999999999992
105,456712,2022-04-17,00:00,2022,65,Botola Maroc Télécom ,14.864,Journée 21,6433,1184,Hassania Agadir,FUS Rabat,Hassania Agadir - FUS Rabat,,,,,39.0,45.0,-6.0,582.0,777.0,-25.1,-32.0,-3.0,-29.0,29.8,31.1,39.2,0.89,1.07,-0.18000000000000005
28,384486,2022-04-17,00:00,2022,24,Brasileirão,45.592,Journée 2,836,3880,Corinthians,Avaí,Corinthians - Avaí,,,,,83.0,65.0,18.0,2656.0,1623.0,-38.9,-5.0,-44.0,39.0,77.2,16.6,6.2,2.14,0.43,1.7100000000000002
27,384483,2022-04-17,00:00,2022,24,Brasileirão,45.592,Journée 2,5639,1429,América Mineiro,EC Juventude,América Mineiro - EC Juventude,,,,,62.0,51.0,11.0,1487.0,1000.0,-32.8,-20.0,16.0,-36.0,42.6,26.8,30.6,1.37,1.12,0.25
51,308102,2022-04-17,00:00,2022,69,MLS,35.771,Journée 9,89624,84193,Atlanta United,Cincinnati,Atlanta United - Cincinnati,,,,,65.0,48.0,17.0,1645.0,876.0,-46.7,0.0,30.0,-30.0,55.3,22.0,22.8,1.95,1.18,0.77
17,305503,2022-04-17,00:00,2022,141,Liga MX - Clôture ,54.265,Journée 14,10271,2027,León,Puebla,León - Puebla,,,,,71.0,67.0,4.0,1978.0,1764.0,-10.8,-19.0,17.0,-36.0,42.5,27.9,29.6,1.29,1.03,0.26
106,456713,2022-04-17,00:00,2022,65,Botola Maroc Télécom ,14.864,Journée 21,6426,86015,Maghreb Fes,Rapide Oued Zem,Maghreb Fes - Rapide Oued Zem,,,,,36.0,21.0,15.0,488.0,280.0,-42.6,8.0,-43.0,51.0,64.2,23.8,11.9,1.64,0.54,1.0999999999999999
107,351127,2022-04-17,00:30,2022,43,Serie A Équateur,13.600,Fase 1,5894,11703,Guayaquil City,Aucas,Guayaquil City - Aucas,,,,,37.0,35.0,2.0,505.0,471.0,-6.7,-14.0,33.0,-47.0,33.9,27.1,39.0,1.18,1.29,-0.1100000000000001
53,308104,2022-04-17,01:00,2022,69,MLS,35.771,Journée 9,2144,1057,New York RB,FC Dallas,New York RB - FC Dallas,,,,,74.0,76.0,-2.0,2124.0,2223.0,-4.5,-33.0,7.0,-40.0,31.9,30.5,37.6,0.96,1.07,-0.1100000000000001
23,318432,2022-04-17,01:10,2022,42,Ouverture - Colombie,48.000,Temporada Regular,11324,11716,La Equidad,Jaguares FC,La Equidad - Jaguares FC,,,,,66.0,60.0,6.0,1682.0,1377.0,-18.1,-35.0,-24.0,-11.0,44.4,32.3,23.2,1.08,0.69,0.3900000000000001
