index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
91,318212,2022-04-21,00:00,2022,44,División Profesional,12.375,Journée 11,119649,5928,General Caballero JLM,12 de Octubre,General Caballero JLM - 12 de Octubre,,,,,24.0,15.0,9.0,307.0,209.0,-31.9,33.0,34.0,-1.0,51.2,22.4,26.4,1.89,1.31,0.5799999999999998
165,415061,2022-04-21,00:00,2022,1728,Paranaense 2,5.078,Journée 3,90247,63736,Toledo Colonia Work (PR),AA Iguaçu,Toledo Colonia Work (PR) - AA Iguaçu,,,,,,,,,,,,,,,,,,,
47,460580,2022-04-21,00:00,2022,2369,Liga de Expansión MX - Clausura,23.906,1/8 de finale,59697,59339,Mineros de Zacatecas,Tlaxcala FC,Mineros de Zacatecas - Tlaxcala FC,,,,,55.0,41.0,14.0,1174.0,622.0,-47.0,11.0,-6.0,17.0,62.4,21.7,16.0,1.9,0.84,1.06
24,453830,2022-04-21,00:00,2022,610,Coupe des États-Unis,37.188,1/32,17813,101219,Rochester New York,Motown,Rochester New York - Motown,,,,,43.0,27.0,16.0,684.0,332.0,-51.5,-29.0,43.0,-72.0,31.4,26.1,42.5,1.19,1.42,-0.22999999999999998
59,376682,2022-04-21,00:00,2022,1970,Tournoi de Transition Primera B Chili,17.713,Journée 10,688,4393,CD Melipilla,Santiago Wanderers,CD Melipilla - Santiago Wanderers,,,,,55.0,65.0,-10.0,1142.0,1668.0,-31.5,4.0,-35.0,39.0,47.9,28.6,23.5,1.3,0.82,0.4800000000000001
17,440570,2022-04-21,00:00,2022,590,Coupe du Brésil,39.375,1/32,60743,374,Tocantinópolis,Athletico Paranaense,Tocantinópolis - Athletico Paranaense,,,,,28.0,77.0,-49.0,359.0,2262.0,-84.1,69.0,-33.0,102.0,31.4,24.7,43.9,1.29,1.58,-0.29000000000000004
16,440560,2022-04-21,00:00,2022,590,Coupe du Brésil,39.375,1/32,1245,5544,Goiás EC,RB Bragantino,Goiás EC - RB Bragantino,,,,,69.0,53.0,16.0,1866.0,1085.0,-41.9,6.0,15.0,-9.0,62.5,19.9,17.6,2.16,1.06,1.1
15,440556,2022-04-21,00:00,2022,590,Coupe du Brésil,39.375,1/32,1163,2729,Fortaleza EC,Vitória,Fortaleza EC - Vitória,,,,,51.0,44.0,7.0,1000.0,750.0,-25.0,27.0,-41.0,68.0,70.7,19.4,9.9,1.99,0.58,1.4100000000000001
14,440554,2022-04-21,00:00,2022,590,Coupe du Brésil,39.375,1/32,3881,17019,Atl. Mineiro,Brasiliense,Atl. Mineiro - Brasiliense,,,,,83.0,29.0,54.0,2648.0,375.0,-85.8,24.0,28.0,-4.0,77.2,12.1,10.7,3.47,1.34,2.13
10,328065,2022-04-21,00:00,2022,2420,Copa Liga Profesional Argentina,43.071,Fase de Zonas,6563,593,Talleres Córdoba,River Plate,Talleres Córdoba - River Plate,,,,,59.0,82.0,-23.0,1323.0,2588.0,-48.9,-6.0,3.0,-9.0,22.1,24.0,53.9,1.0,1.7,-0.7
