index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
17,456324,2022-04-27,14:00,2022,386,Super Liga,11.071,Ronda Campeonato,3658,80053,Partizan Beograd,Bačka Topola,Partizan Beograd - Bačka Topola,,,,,44.0,18.0,26.0,750.0,250.0,-66.7,13.0,38.0,-25.0,55.1,21.3,23.6,2.05,1.28,0.7699999999999998,wwddw,wlwwl
18,456325,2022-04-27,16:05,2022,386,Super Liga,11.071,Ronda Campeonato,13455,13493,FK Vozdovac,Napredak Krusevac,FK Vozdovac - Napredak Krusevac,,,,,33.0,37.0,-4.0,432.0,523.0,-17.4,24.0,-27.0,51.0,56.9,25.0,18.1,1.6,0.77,0.8300000000000001,wwldw,llwll
1,48958,2022-04-27,18:00,2022,7,Serie A,73.421,Journée 20,1142,2573,Fiorentina,Udinese,Fiorentina - Udinese,,,,,86.0,75.0,11.0,2871.0,2172.0,-24.3,79.0,56.0,23.0,77.8,11.6,10.6,3.63,1.43,2.2,dwwwl,wwwld
19,456322,2022-04-27,18:30,2022,386,Super Liga,11.071,Ronda Campeonato,6017,13474,Crvena Zvezda,FK Cukaricki,Crvena Zvezda - FK Cukaricki,,,,,44.0,40.0,4.0,750.0,606.0,-19.2,51.0,17.0,34.0,64.5,18.6,16.9,2.35,1.13,1.2200000000000002,wwwdw,wddll
13,417781,2022-04-27,18:30,2022,11,Bundesliga,25.300,Ronda Campeonato,9777,397,Wolfsberger AC,Austria Wien,Wolfsberger AC - Austria Wien,,,,,56.0,72.0,-16.0,1196.0,1991.0,-39.9,12.0,19.0,-7.0,28.4,23.3,48.3,1.3,1.76,-0.45999999999999996,llllw,ddlll
14,417782,2022-04-27,18:30,2022,11,Bundesliga,25.300,Ronda Campeonato,2432,3698,Sturm Graz,Salzburg,Sturm Graz - Salzburg,,,,,66.0,74.0,-8.0,1694.0,2110.0,-19.7,21.0,13.0,8.0,43.5,25.1,31.3,1.52,1.25,0.27,wwwwd,wwwww
15,417783,2022-04-27,18:30,2022,11,Bundesliga,25.300,Ronda Campeonato,9774,12416,Rapid Wien,SK Austria Klagenfurt,Rapid Wien - SK Austria Klagenfurt,,,,,73.0,44.0,29.0,2038.0,733.0,-64.0,10.0,83.0,-73.0,70.5,15.8,13.7,2.74,1.17,1.5700000000000003,dlwld,ldlwl
2,48956,2022-04-27,20:15,2022,7,Serie A,73.421,Journée 20,339,2508,Atalanta,Torino,Atalanta - Torino,,,,,75.0,77.0,-2.0,2179.0,2293.0,-5.0,13.0,-23.0,36.0,57.6,24.7,17.7,1.62,0.77,0.8500000000000001,wlllw,lwddw
3,48957,2022-04-27,20:15,2022,7,Serie A,73.421,Journée 20,522,1381,Bologna,Inter,Bologna - Inter,,,,,72.0,84.0,-12.0,2035.0,2747.0,-25.9,29.0,11.0,18.0,36.2,24.1,39.6,1.48,1.55,-0.07000000000000006,ldwdd,dwwww
12,13322,2022-04-27,20:45,2022,25,Championship,46.467,Journée 39,1689,636,Middlesbrough,Cardiff City,Middlesbrough - Cardiff City,,,,,71.0,58.0,13.0,1955.0,1269.0,-35.1,-6.0,25.0,-31.0,52.0,23.3,24.7,1.78,1.16,0.6200000000000001,lldld,lwlll
0,456928,2022-04-27,21:00,2022,107,Ligue des Champions,95.000,Demi-finales,3845,2716,Liverpool,Villarreal,Liverpool - Villarreal,,,,,90.0,86.0,4.0,3159.0,2844.0,-10.0,19.0,45.0,-26.0,56.0,20.6,23.5,2.16,1.35,0.81,,
