index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
0,312016,2022-03-26,01:30,2020,120,Qualif. Coupe du Monde Amé. sud,75.000,Journée 17,3770,3772,Argentine,Venezuela,Argentine - Venezuela,,,,,90.0,67.0,23.0,3209.0,1727.0,-46.2,-24.0,-41.0,17.0,77.6,16.9,5.5,,,
12,282456,2022-03-26,08:05,2022,54,A-League,11.923,Journée 20,4087,121852,Brisbane Roar,Western United FC,Brisbane Roar - Western United FC,,,,,37.0,38.0,-1.0,523.0,540.0,-3.1,3.0,-9.0,12.0,48.2,26.9,24.8,1.42,0.94,0.48
11,282455,2022-03-26,08:05,2022,54,A-League,11.923,Journée 20,2744,1953,Wellington Phoenix,Perth Glory,Wellington Phoenix - Perth Glory,,,,,29.0,36.0,-7.0,366.0,486.0,-24.7,30.0,9.0,21.0,52.7,23.0,24.3,1.81,1.16,0.6500000000000001
14,282458,2022-03-26,10:45,2022,54,A-League,11.923,Journée 20,719,70,Central Coast Mariners,Adelaide United,Central Coast Mariners - Adelaide United,,,,,31.0,40.0,-9.0,402.0,596.0,-32.6,10.0,19.0,-9.0,37.8,25.7,36.5,1.37,1.34,0.030000000000000027
13,282457,2022-03-26,10:45,2022,54,A-League,11.923,Journée 20,137995,18574,Macarthur FC,Melbourne City,Macarthur FC - Melbourne City,,,,,50.0,37.0,13.0,969.0,508.0,-47.6,7.0,63.0,-56.0,46.8,22.2,31.0,1.9,1.51,0.3899999999999999
8,44059,2022-03-26,14:30,2022,32,Premier League,12.424,Journée 33,11785,4037,Warrenpoint Town,Linfield,Warrenpoint Town - Linfield,,,,,20.0,45.0,-25.0,262.0,773.0,-66.1,18.0,52.0,-34.0,29.4,22.2,48.4,1.45,1.91,-0.45999999999999996
3,21516,2022-03-26,15:00,2022,2,Segunda División,41.667,Journée 33,1352,2121,UD Ibiza,R. Sociedad B,UD Ibiza - R. Sociedad B,,,,,26.0,42.0,-16.0,324.0,673.0,-51.9,9.0,20.0,-11.0,35.5,25.6,38.8,1.33,1.4,-0.06999999999999984
18,290637,2022-03-26,16:00,2022,311,Ligue 1 algérienne,11.618,Journée 23,16532,11503,Olympique Médéa,Tlemcen,Olympique Médéa - Tlemcen,,,,,22.0,19.0,3.0,290.0,259.0,-10.7,-17.0,-63.0,46.0,57.0,31.5,11.5,1.18,0.37,0.8099999999999999
17,290636,2022-03-26,16:00,2022,311,Ligue 1 algérienne,11.618,Journée 23,121828,11511,RC Arbaâ,MC Oran,RC Arbaâ - MC Oran,,,,,19.0,36.0,-17.0,254.0,496.0,-48.8,1.0,-29.0,30.0,47.2,29.5,23.3,1.24,0.78,0.45999999999999996
16,290632,2022-03-26,16:00,2022,311,Ligue 1 algérienne,11.618,Journée 23,11510,18071,CS Constantine,RC Relizane,CS Constantine - RC Relizane,,,,,36.0,26.0,10.0,499.0,323.0,-35.3,18.0,-6.0,24.0,61.1,22.0,16.9,1.88,0.87,1.0099999999999998
15,290631,2022-03-26,16:00,2022,311,Ligue 1 algérienne,11.618,Journée 23,11508,99732,ES Setif,NC Magra,ES Setif - NC Magra,,,,,45.0,14.0,31.0,759.0,205.0,-73.0,9.0,-34.0,43.0,68.4,20.6,11.0,1.91,0.61,1.2999999999999998
