index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
3,305471,2022-03-14,01:00,2022,141,Liga MX - Clôture ,50.956,Journée 10,9133,2027,Atl. San Luis,Puebla,Atl. San Luis - Puebla,,,,,53.0,67.0,-14.0,1075.0,1770.0,-39.3,-30.0,47.0,-77.0,15.3,21.4,63.3,0.82,1.92,-1.1
10,308053,2022-03-14,01:00,2022,69,MLS,34.708,Journée 5,2144,17861,New York RB,Minnesota United,New York RB - Minnesota United,,,,,75.0,54.0,21.0,2176.0,1097.0,-49.6,-33.0,25.0,-58.0,50.5,25.6,23.9,1.54,0.98,0.56
11,354283,2022-03-14,01:30,2022,1780,Liga Única,5.250,Journée 6,390,9953,Audax Italiano,Palestino,Audax Italiano - Palestino,,,,,71.0,75.0,-4.0,1978.0,2179.0,-9.2,-20.0,30.0,-50.0,28.0,27.5,44.5,1.0,1.35,-0.3500000000000001
26,351093,2022-03-14,02:00,2022,43,Serie A Équateur,12.800,Fase 1,62698,980,Gualaceo,CS Emelec,Gualaceo - CS Emelec,,,,,29.0,49.0,-20.0,369.0,900.0,-59.0,-5.0,47.0,-52.0,23.8,22.8,53.4,1.16,1.84,-0.6800000000000002
4,305463,2022-03-14,03:00,2022,141,Liga MX - Clôture ,50.956,Journée 10,10274,5994,Santos Laguna,Tijuana,Santos Laguna - Tijuana,,,,,70.0,69.0,1.0,1924.0,1862.0,-3.2,-6.0,-31.0,25.0,56.4,26.7,16.9,1.46,0.66,0.7999999999999999
18,332563,2022-03-14,13:00,2022,301,Umaglesi Liga Géorgie,15.417,Journée 4,17558,11154,Samgurali,Sioni,Samgurali - Sioni,,,,,40.0,31.0,9.0,609.0,406.0,-33.3,-21.0,72.0,-93.0,27.9,24.4,47.7,1.2,1.64,-0.43999999999999995
27,12823,2022-03-14,15:00,2022,386,Super Liga,12.250,Journée 27,13472,17390,Novi Pazar,Mladost Lučani,Novi Pazar - Mladost Lučani,,,,,22.0,35.0,-13.0,291.0,478.0,-39.1,-10.0,22.0,-32.0,30.7,26.7,42.6,1.13,1.38,-0.25
7,50081,2022-03-14,15:00,2022,37,Süper Lig,39.296,Journée 29,1394,226,İstanbul Başakşehir,Antalyaspor,İstanbul Başakşehir - Antalyaspor,,,,,73.0,65.0,8.0,2038.0,1635.0,-19.8,-14.0,-36.0,22.0,61.3,24.9,13.8,1.57,0.6,0.9700000000000001
28,12822,2022-03-14,16:55,2022,386,Super Liga,12.250,Journée 27,17389,6017,Metalac GM,Crvena Zvezda,Metalac GM - Crvena Zvezda,,,,,31.0,47.0,-16.0,409.0,841.0,-51.4,4.0,109.0,-105.0,15.1,16.7,68.3,1.19,2.64,-1.4500000000000002
13,189603,2022-03-14,17:30,2022,205,A PFG,25.644,Journée 23,17420,4565,Pirin Blagoevgrad,Slavia Sofia,Pirin Blagoevgrad - Slavia Sofia,,,,,50.0,50.0,0.0,944.0,964.0,-2.1,80.0,42.0,38.0,62.5,17.8,19.7,2.59,1.43,1.16
19,332566,2022-03-14,18:00,2022,301,Umaglesi Liga Géorgie,15.417,Journée 4,11151,9259,Dinamo Tbilisi,Dila Gori,Dinamo Tbilisi - Dila Gori,,,,,54.0,46.0,8.0,1100.0,796.0,-27.6,7.0,15.0,-8.0,52.4,23.3,24.3,1.78,1.14,0.6400000000000001
14,417885,2022-03-14,18:00,2022,20,Liga 1,25.625,Ronda Descenso,4625,1206,Botosani,Gaz Metan,Botosani - Gaz Metan,,,,,55.0,52.0,3.0,1167.0,1033.0,-11.5,-30.0,-33.0,3.0,47.6,32.1,20.3,1.12,0.62,0.5000000000000001
