index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
43,318332,2022-02-12,01:05,2022,42,Ouverture - Colombie,43.000,Temporada Regular,5940,5944,Atlético Bucaramanga,Deportivo Pasto,Atlético Bucaramanga - Deportivo Pasto,0-1,0,1,2,67.0,66.0,1.0,1770.0,1712.0,-3.3,15.0,-10.0,25.0,58.9,23.0,18.1,1.78,0.87,0.91
72,379172,2022-02-12,01:15,2022,46,Primera Division,31.250,Journée 2,11246,1133,Montevideo City Torque,Fénix,Montevideo City Torque - Fénix,1-2,1,2,2,41.0,57.0,-16.0,625.0,1264.0,-50.6,16.0,12.0,4.0,37.6,24.8,37.6,1.45,1.45,0.0
59,354253,2022-02-12,01:30,2022,1780,Liga Única,5.083,Journée 2,9140,9139,Everton Viña del Mar,Coquimbo Unido,Everton Viña del Mar - Coquimbo Unido,2-0,2,0,0,54.0,53.0,1.0,1127.0,1069.0,-5.1,-36.0,12.0,-48.0,30.9,30.2,38.9,0.95,1.11,-0.16000000000000014
24,305418,2022-02-12,03:00,2022,141,Liga MX - Clôture ,47.647,Journée 5,137142,5994,Mazatlán,Tijuana,Mazatlán - Tijuana,2-0,2,0,0,60.0,70.0,-10.0,1411.0,1914.0,-26.3,15.0,-22.0,37.0,44.1,27.8,28.1,1.32,1.0,0.32000000000000006
44,318337,2022-02-12,03:10,2022,42,Ouverture - Colombie,43.000,Temporada Regular,4372,5933,At. Nacional,Alianza Petrolera,At. Nacional - Alianza Petrolera,0-0,0,0,1,81.0,62.0,19.0,2536.0,1473.0,-41.9,12.0,-3.0,15.0,76.7,14.7,8.6,2.58,0.75,1.83
25,305419,2022-02-12,05:00,2022,141,Liga MX - Clôture ,47.647,Journée 5,2027,731,Puebla,Atlas Guadalajara,Puebla - Atlas Guadalajara,1-1,1,1,1,68.0,66.0,2.0,1807.0,1716.0,-5.0,-11.0,39.0,-50.0,39.9,25.8,34.3,1.41,1.29,0.11999999999999988
100,282419,2022-02-12,07:50,2022,54,A-League,10.769,Journée 14,2744,70,Wellington Phoenix,Adelaide United,Wellington Phoenix - Adelaide United,1-1,1,1,1,28.0,40.0,-12.0,350.0,608.0,-42.4,33.0,37.0,-4.0,41.1,23.5,35.3,1.65,1.51,0.1399999999999999
101,282420,2022-02-12,10:45,2022,54,A-League,10.769,Journée 14,2455,121852,Sydney,Western United FC,Sydney - Western United FC,1-1,1,1,1,40.0,37.0,3.0,594.0,528.0,-11.1,-11.0,8.0,-19.0,41.1,28.1,30.8,1.26,1.05,0.20999999999999996
102,282421,2022-02-12,10:45,2022,54,A-League,10.769,Journée 14,1671,1795,Melbourne Victory,Newcastle Jets,Melbourne Victory - Newcastle Jets,1-2,1,2,2,42.0,18.0,24.0,661.0,248.0,-62.5,22.0,47.0,-25.0,54.8,20.8,24.4,2.12,1.36,0.76
83,63344,2022-02-12,14:00,2022,20,Liga 1,30.208,Journée 26,119352,8981,Farul Constanța,Voluntari,Farul Constanța - Voluntari,,,,,45.0,53.0,-8.0,761.0,1076.0,-29.3,-4.0,9.0,-13.0,35.2,26.7,38.2,1.25,1.31,-0.06000000000000005
