index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
9,384508,2022-05-02,00:00,2022,24,Brasileirão,46.184,Journée 4,1379,3880,Internacional,Avaí,Internacional - Avaí,,,,,79.0,65.0,14.0,2379.0,1631.0,-31.4,-8.0,-43.0,35.0,69.9,20.5,9.5,1.87,0.52,1.35,lww,wlw
29,351151,2022-05-02,02:00,2022,43,Serie A Équateur,14.200,Fase 1,16078,1555,Independiente del Valle,Liga de Quito,Independiente del Valle - Liga de Quito,,,,,48.0,48.0,0.0,890.0,877.0,-1.5,17.0,18.0,-1.0,48.1,24.8,27.2,1.61,1.15,0.4600000000000002,wdlww,lwwlw
5,305534,2022-05-02,03:00,2022,141,Liga MX - Clôture ,56.250,Journée 17,10271,10277,León,Toluca,León - Toluca,,,,,71.0,74.0,-3.0,1952.0,2136.0,-8.6,-28.0,-15.0,-13.0,37.6,31.9,30.5,1.01,0.88,0.13,dllld,ddlll
7,318455,2022-05-02,03:15,2022,42,Ouverture - Colombie,49.000,Temporada Regular,11325,11320,Junior,Envigado,Junior - Envigado,,,,,73.0,67.0,6.0,2052.0,1740.0,-15.2,13.0,-19.0,32.0,65.5,21.0,13.6,1.93,0.74,1.19,lwdww,dlwdw
15,308141,2022-05-02,04:00,2022,69,MLS,35.594,Journée 13,99747,17861,Los Angeles FC,Minnesota United,Los Angeles FC - Minnesota United,,,,,65.0,57.0,8.0,1670.0,1259.0,-24.6,53.0,6.0,47.0,73.6,15.1,11.2,2.71,0.99,1.72,dwwwl,dwwll
25,398733,2022-05-02,12:00,2022,186,Premier League Belarus,19.950,Journée 6,5855,5856,Vitebsk,Dnepr Mogilev,Vitebsk - Dnepr Mogilev,,,,,48.0,49.0,-1.0,883.0,916.0,-3.6,5.0,25.0,-20.0,41.0,25.3,33.7,1.47,1.31,0.15999999999999992,lddld,dllll
26,398738,2022-05-02,14:00,2022,186,Premier League Belarus,19.950,Journée 6,5857,63389,Neman Grodno,Energetik-BGU,Neman Grodno - Energetik-BGU,,,,,50.0,36.0,14.0,954.0,484.0,-49.3,25.0,77.0,-52.0,51.9,20.1,28.0,2.27,1.64,0.6300000000000001,wdwdd,wwdwl
31,456355,2022-05-02,15:00,2022,386,Super Liga,11.429,Ronda de Descenso,17392,18035,Radnik Surdulica,FK Spartak Subotica,Radnik Surdulica - FK Spartak Subotica,,,,,31.0,36.0,-5.0,399.0,497.0,-19.7,-43.0,8.0,-51.0,23.6,31.2,45.3,0.73,1.14,-0.4099999999999999,lwddd,lwldw
27,398731,2022-05-02,16:00,2022,186,Premier League Belarus,19.950,Journée 6,5775,5852,Shakhtyor Soligorsk,Gomel,Shakhtyor Soligorsk - Gomel,,,,,61.0,51.0,10.0,1423.0,982.0,-31.0,-13.0,63.0,-76.0,39.4,23.9,36.7,1.58,1.51,0.07000000000000006,dwdld,wlwwl
20,417914,2022-05-02,16:30,2022,20,Liga 1,29.375,Ronda Descenso,1697,4625,Mioveni,Botosani,Mioveni - Botosani,,,,,55.0,56.0,-1.0,1136.0,1192.0,-4.7,-32.0,-17.0,-15.0,35.9,32.6,31.5,0.95,0.87,0.07999999999999996,wdwww,wllww
22,454643,2022-05-02,16:30,2022,205,A PFG,23.100,Ronda Descenso,6470,17420,Botev Vratsa,Pirin Blagoevgrad,Botev Vratsa - Pirin Blagoevgrad,,,,,42.0,55.0,-13.0,654.0,1161.0,-43.7,-32.0,13.0,-45.0,22.1,27.1,50.8,0.83,1.42,-0.59,llwld,wlllw
32,456356,2022-05-02,17:05,2022,386,Super Liga,11.429,Ronda de Descenso,17391,17389,Proleter Novi Sad,Metalac GM,Proleter Novi Sad - Metalac GM,,,,,30.0,34.0,-4.0,385.0,452.0,-14.8,-27.0,7.0,-34.0,33.1,29.7,37.2,1.02,1.1,-0.08000000000000007,dlddl,wlldd
10,6689,2022-05-02,18:00,2022,27,Premier League Russie,44.100,Journée 27,11772,111701,Arsenal Tula,FK Nizhny Novgorod,Arsenal Tula - FK Nizhny Novgorod,,,,,55.0,47.0,8.0,1178.0,829.0,-29.6,-10.0,-5.0,-5.0,52.1,26.2,21.7,1.5,0.86,0.64,ldlll,dwldl
28,398732,2022-05-02,18:00,2022,186,Premier League Belarus,19.950,Journée 6,4030,3081,Dinamo Minsk,BATE Borisov,Dinamo Minsk - BATE Borisov,,,,,61.0,60.0,1.0,1440.0,1375.0,-4.5,-3.0,47.0,-50.0,35.8,25.0,39.2,1.39,1.47,-0.08000000000000007,wdwdw,wwwww
8,13395,2022-05-02,18:15,2022,25,Championship,46.671,Journée 45,1183,1600,Fulham,Luton Town,Fulham - Luton Town,,,,,62.0,35.0,27.0,1511.0,468.0,-69.0,31.0,28.0,3.0,77.0,13.3,9.7,2.97,1.01,1.9600000000000002,llwdl,dlwwd
13,462797,2022-05-02,18:30,2022,17,Super League,37.950,Ronda de Descenso,294,20599,Asteras Tripolis,Lamia,Asteras Tripolis - Lamia,,,,,68.0,47.0,21.0,1818.0,844.0,-53.6,-12.0,-27.0,15.0,71.2,20.2,8.6,1.87,0.48,1.3900000000000001,lwdld,lwlll
14,462798,2022-05-02,18:30,2022,17,Super League,37.950,Ronda de Descenso,1384,235,Ionikos Nikea,Apollon Smyrnis,Ionikos Nikea - Apollon Smyrnis,,,,,48.0,54.0,-6.0,885.0,1101.0,-19.6,-23.0,-55.0,32.0,47.4,34.7,17.8,1.01,0.5,0.51,lwdww,llwwd
11,21320,2022-05-02,18:30,2022,2,Segunda División,42.917,Journée 38,1535,1339,Leganés,Huesca,Leganés - Huesca,,,,,62.0,56.0,6.0,1477.0,1209.0,-18.1,-23.0,16.0,-39.0,41.1,28.4,30.5,1.24,1.03,0.20999999999999996,lwlld,wdwdd
33,456327,2022-05-02,18:30,2022,386,Super Liga,11.429,Ronda de Descenso,13474,13464,FK Cukaricki,Radnicki Nis,FK Cukaricki - Radnicki Nis,,,,,40.0,34.0,6.0,606.0,456.0,-24.8,9.0,-12.0,21.0,57.5,23.9,18.6,1.7,0.85,0.85,ddlll,lldww
24,431542,2022-05-02,19:00,2022,13,Championnat du Danemark,23.000,Ronda Campeonato,2339,21,Silkeborg IF,Aalborg BK,Silkeborg IF - Aalborg BK,,,,,48.0,52.0,-4.0,895.0,1038.0,-13.8,42.0,105.0,-63.0,36.4,20.2,43.5,1.99,2.18,-0.19000000000000017,lwwww,lwwll
