index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
23,454644,2022-05-02,19:00,2022,205,A PFG,23.100,Ronda Descenso,5869,90510,Lokomotiv Sofia,Tsarsko Selo,Lokomotiv Sofia - Tsarsko Selo,,,,,59.0,39.0,20.0,1346.0,565.0,-58.0,-16.0,-36.0,20.0,63.0,24.2,12.9,1.62,0.57,1.0500000000000003,lwlwl,dlwwd
16,336294,2022-05-02,19:00,2022,22,Allsvenskan,34.650,Temporada Regular,1358,1439,IFK Göteborg,Kalmar,IFK Göteborg - Kalmar,,,,,70.0,64.0,6.0,1928.0,1592.0,-17.4,-14.0,47.0,-61.0,41.4,25.4,33.1,1.47,1.28,0.18999999999999995,wwwdl,lwwll
17,336295,2022-05-02,19:00,2022,22,Allsvenskan,34.650,Temporada Regular,1360,12818,Norrköping,Varnamo,Norrköping - Varnamo,,,,,67.0,44.0,23.0,1761.0,750.0,-57.4,-5.0,23.0,-28.0,64.5,19.6,15.8,2.16,0.97,1.1900000000000002,llldw,ldldw
18,336293,2022-05-02,19:10,2022,22,Allsvenskan,34.650,Temporada Regular,1289,1625,Hammarby IF,Malmö,Hammarby IF - Malmö,,,,,63.0,76.0,-13.0,1543.0,2205.0,-30.0,42.0,0.0,42.0,42.9,24.0,33.1,1.63,1.4,0.22999999999999998,wwwww,wdwdw
30,432920,2022-05-02,19:30,2022,97,Liga A1,13.800,Ronda Campeonato,3707,1609,Hapoel Tel Aviv,Maccabi Haifa,Hapoel Tel Aviv - Maccabi Haifa,,,,,44.0,47.0,-3.0,741.0,853.0,-13.1,-13.0,50.0,-63.0,26.9,25.0,48.1,1.12,1.58,-0.45999999999999996,lwdwl,wwdwl
21,417870,2022-05-02,19:30,2022,20,Liga 1,29.375,Ronda Descenso,9964,17047,FCSB,FC Arges,FCSB - FC Arges,,,,,70.0,41.0,29.0,1880.0,617.0,-67.2,24.0,-12.0,36.0,85.7,9.8,4.6,3.13,0.64,2.4899999999999998,wlwww,lllwl
4,15825,2022-05-02,20:30,2022,8,Bundesliga,67.941,Journée 32,3668,960,B. Leverkusen,Eintracht Frankfurt,B. Leverkusen - Eintracht Frankfurt,,,,,86.0,76.0,10.0,2896.0,2235.0,-22.8,17.0,38.0,-21.0,60.4,19.6,20.0,2.26,1.24,1.0199999999999998,wwdlw,ddlld
3,15823,2022-05-02,20:30,2022,8,Bundesliga,67.941,Journée 32,5623,9750,B. Mönchengladbach,RB Leipzig,B. Mönchengladbach - RB Leipzig,,,,,84.0,66.0,18.0,2723.0,1703.0,-37.5,2.0,102.0,-100.0,54.0,19.9,26.1,2.29,1.57,0.72,wdwld,dwwwl
19,17122,2022-05-02,20:45,2022,92,Ligue 2,32.776,Journée 36,2881,2524,Rodez,Toulouse,Rodez - Toulouse,,,,,31.0,75.0,-44.0,399.0,2178.0,-81.7,-35.0,7.0,-42.0,4.3,11.4,84.3,0.48,2.73,-2.25,dlldl,wwwdw
2,49368,2022-05-02,20:45,2022,7,Serie A,73.816,Journée 35,339,2209,Atalanta,Salernitana,Atalanta - Salernitana,,,,,77.0,50.0,27.0,2300.0,943.0,-59.0,9.0,5.0,4.0,79.7,12.9,7.3,2.8,0.75,2.05,lllwd,llwww
12,21351,2022-05-02,21:00,2022,2,Segunda División,42.917,Journée 38,2654,2121,Real Valladolid,R. Sociedad B,Real Valladolid - R. Sociedad B,,,,,71.0,42.0,29.0,1965.0,667.0,-66.1,5.0,15.0,-10.0,77.6,14.2,8.1,2.62,0.73,1.8900000000000001,wwddw,dlllw
1,21007,2022-05-02,21:00,2022,1,Liga Santander,85.658,Journée 34,1217,486,Getafe,Real Betis,Getafe - Real Betis,,,,,64.0,75.0,-11.0,1620.0,2159.0,-25.0,-6.0,69.0,-75.0,20.3,20.4,59.3,1.18,2.13,-0.95,dwllw,dwwdl
0,5689,2022-05-02,21:00,2022,10,Premier League,92.270,Journée 35,1635,9179,Man. Utd,Brentford,Man. Utd - Brentford,,,,,92.0,55.0,37.0,3341.0,1151.0,-65.5,-37.0,69.0,-106.0,38.7,22.2,39.2,1.76,1.77,-0.010000000000000009,dlwll,lwwwd
6,35405,2022-05-02,21:15,2022,19,Liga NOS,49.412,Journée 32,1898,6994,Paços de Ferreira,Tondela,Paços de Ferreira - Tondela,,,,,72.0,59.0,13.0,2011.0,1362.0,-32.3,-26.0,4.0,-30.0,49.9,26.8,23.3,1.44,0.89,0.5499999999999999,wlwld,dwlld
