index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
15,318401,2022-03-29,00:30,2022,42,Ouverture - Colombie,46.500,Temporada Regular,5944,11324,Deportivo Pasto,La Equidad,Deportivo Pasto - La Equidad,,,,,66.0,66.0,0.0,1707.0,1690.0,-1.0,-31.0,-14.0,-17.0,38.7,31.8,29.5,1.03,0.85,0.18000000000000005
16,318406,2022-03-29,02:35,2022,42,Ouverture - Colombie,46.500,Temporada Regular,4372,2255,At. Nacional,Santa Fe,At. Nacional - Santa Fe,,,,,81.0,77.0,4.0,2512.0,2300.0,-8.4,-13.0,-3.0,-10.0,48.4,26.5,25.0,1.45,0.96,0.49
9,609818,2022-03-29,12:35,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,3798,6330,Japon,Vietnam,Japon - Vietnam,,,,,68.0,42.0,26.0,1825.0,661.0,-63.8,-13.0,13.0,-26.0,71.2,18.1,10.7,,,
10,609815,2022-03-29,13:30,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,3806,9142,Iran,Liban,Iran - Liban,,,,,63.0,49.0,14.0,1551.0,902.0,-41.8,-20.0,-15.0,-5.0,55.2,26.0,18.8,,,
11,609816,2022-03-29,15:45,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,3805,3804,Émirats Arabes Unis,Corée du Sud,Émirats Arabes Unis - Corée du Sud,,,,,51.0,68.0,-17.0,1001.0,1806.0,-44.6,-27.0,63.0,-90.0,10.9,15.7,73.4,,,
7,212448,2022-03-29,16:00,2021,2006,Ligue des Nations,69.000,Finale,3742,3720,Kazakhstan,Moldavie,Kazakhstan - Moldavie,,,,,53.0,52.0,1.0,1073.0,1039.0,-3.2,-45.0,-100.0,55.0,54.3,45.7,0.0,,,
13,609820,2022-03-29,18:00,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,5272,5271,Oman,Chine,Oman - Chine,,,,,54.0,59.0,-5.0,1111.0,1342.0,-17.2,-2.0,-30.0,28.0,48.6,29.1,22.3,,,
12,609817,2022-03-29,18:00,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,5441,3816,Syrie,Irak,Syrie - Irak,,,,,50.0,56.0,-6.0,956.0,1201.0,-20.4,-37.0,-22.0,-15.0,30.2,34.4,35.4,,,
8,212447,2022-03-29,18:00,2021,2006,Ligue des Nations,69.000,Finale,3755,3739,Chypre,Estonie,Chypre - Estonie,,,,,55.0,57.0,-2.0,1143.0,1259.0,-9.2,-43.0,-71.0,28.0,45.4,41.6,13.0,0.81,0.3,0.51
3,504650,2022-03-29,19:00,2020,121,Qualif. Coupe du monde Afrique,71.000,Finale,3785,3791,Nigeria,Ghana,Nigeria - Ghana,,,,,72.0,71.0,1.0,2020.0,1979.0,-2.0,-26.0,-69.0,43.0,58.0,32.3,9.6,,,
2,504646,2022-03-29,19:00,2020,121,Qualif. Coupe du monde Afrique,71.000,Finale,5658,3788,Sénégal,Égypte,Sénégal - Égypte,,,,,67.0,70.0,-3.0,1761.0,1901.0,-7.4,-6.0,-30.0,24.0,51.3,28.9,19.8,,,
14,609819,2022-03-29,20:00,2019,122,Qualif. Coupe du Monde Asie,68.000,3ª Ronda,3803,3801,Arabie Saoudite,Australie,Arabie Saoudite - Australie,,,,,59.0,71.0,-12.0,1319.0,1938.0,-31.9,28.0,-17.0,45.0,46.2,26.3,27.5,,,
1,436420,2022-03-29,20:45,2022,134,Repêchage Coupe du Monde ,80.000,Finale,3726,3074,Pologne,Suède,Pologne - Suède,,,,,78.0,83.0,-5.0,2342.0,2638.0,-11.2,24.0,-76.0,100.0,71.8,22.5,5.6,1.61,0.26,1.35
0,436419,2022-03-29,20:45,2022,134,Repêchage Coupe du Monde ,80.000,Finale,3762,3757,Portugal,Macedonia del Norte,Portugal - Macedonia del Norte,,,,,86.0,59.0,27.0,2880.0,1327.0,-53.9,36.0,136.0,-100.0,79.6,11.0,9.5,3.71,1.37,2.34
5,504652,2022-03-29,21:30,2020,121,Qualif. Coupe du monde Afrique,71.000,Finale,3780,11591,Maroc,République Démocratique du Congo,Maroc - République Démocratique du Congo,,,,,65.0,59.0,6.0,1632.0,1343.0,-17.7,17.0,-13.0,30.0,62.9,21.2,15.9,,,
4,504648,2022-03-29,21:30,2020,121,Qualif. Coupe du monde Afrique,71.000,Finale,3787,3779,Algérie,Cameroun,Algérie - Cameroun,,,,,65.0,70.0,-5.0,1639.0,1926.0,-14.9,68.0,36.0,32.0,50.8,21.0,28.2,,,
6,504654,2022-03-29,21:30,2020,121,Qualif. Coupe du monde Afrique,71.000,Finale,3783,4325,Tunisie,Mali,Tunisie - Mali,,,,,63.0,62.0,1.0,1552.0,1514.0,-2.4,14.0,-17.0,31.0,56.5,24.6,18.9,,,
