index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
60,16509,2022-04-23,13:30,2022,93,2. Liga,33.768,Journée 31,2413,1286,Jahn Regensburg,Hamburger SV,Jahn Regensburg - Hamburger SV,2-4,2,4,2,36.0,73.0,-37.0,495.0,2048.0,-75.8,39.0,19.0,20.0,18.6,18.2,63.2,1.3,2.48,-1.18,wdddl,lwlww
61,16511,2022-04-23,13:30,2022,93,2. Liga,33.768,Journée 31,2914,4094,Holstein Kiel,Heidenheim,Holstein Kiel - Heidenheim,1-1,1,1,1,41.0,51.0,-10.0,645.0,995.0,-35.2,3.0,-15.0,18.0,42.8,28.4,28.8,1.26,0.98,0.28,wlwdd,lwlld
0,5676,2022-04-23,13:30,2022,10,Premier League,91.776,Journée 34,263,1635,Arsenal,Man. Utd,Arsenal - Man. Utd,3-1,3,1,0,92.0,92.0,0.0,3328.0,3367.0,-1.2,-13.0,-1.0,-12.0,47.6,27.3,25.0,1.39,0.92,0.46999999999999986,,
30,13382,2022-04-23,13:30,2022,25,Championship,46.467,Journée 44,1600,508,Luton Town,Blackpool,Luton Town - Blackpool,1-1,1,1,1,36.0,39.0,-3.0,487.0,575.0,-15.3,57.0,23.0,34.0,54.1,21.5,24.4,2.02,1.3,0.72,dlwwd,ldlwd
94,338962,2022-04-23,13:30,2022,301,Umaglesi Liga Géorgie,15.938,Journée 9,17558,9259,Samgurali,Dila Gori,Samgurali - Dila Gori,0-0,0,0,1,31.0,47.0,-16.0,398.0,827.0,-51.9,-20.0,17.0,-37.0,23.5,26.3,50.2,0.92,1.48,-0.5599999999999999,dlddd,wlwwd
113,415875,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,9981,4474,Aberystwyth Town,Connah's Quay,Aberystwyth Town - Connah's Quay,1-1,1,1,1,37.0,40.0,-3.0,506.0,601.0,-15.8,38.0,35.0,3.0,45.9,23.0,31.1,1.78,1.43,0.3500000000000001,wdwwd,wdwwd
112,411013,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,1301,20722,Haverfordwest County AFC,Cardiff MU,Haverfordwest County AFC - Cardiff MU,1-2,1,2,2,29.0,36.0,-7.0,376.0,494.0,-23.9,21.0,1.0,20.0,52.0,24.0,24.0,1.7,1.07,0.6299999999999999,lwwll,ldlww
111,411012,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,13010,30858,Cefn Druids AFC,Barry Town,Cefn Druids AFC - Barry Town,1-0,1,0,0,35.0,26.0,9.0,476.0,329.0,-30.9,-42.0,9.0,-51.0,30.4,31.1,38.5,0.9,1.06,-0.16000000000000003,llllw,wdlll
109,410982,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,13007,9976,Flint Town United,Newtown,Flint Town United - Newtown,1-1,1,1,1,29.0,30.0,-1.0,371.0,386.0,-3.9,38.0,96.0,-58.0,39.0,21.1,39.8,1.91,1.93,-0.020000000000000018,lllwd,wwlld
110,410983,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,2491,607,The New Saints,Caernarfon Town FC,The New Saints - Caernarfon Town FC,3-1,3,1,0,45.0,30.0,15.0,755.0,392.0,-48.1,102.0,65.0,37.0,73.2,13.4,13.4,3.37,1.5,1.87,dwwww,wlwll
108,410981,2022-04-23,13:45,2022,39,Premier League,12.500,Ronda Campeonato,4473,12987,Bala Town,Penybont,Bala Town - Penybont,11-0,11,0,0,41.0,23.0,18.0,623.0,294.0,-52.8,89.0,56.0,33.0,71.0,14.8,14.3,3.04,1.37,1.67,,
78,18319,2022-04-23,14:00,2022,95,NB I Hongrie,24.394,Journée 29,20441,890,Kisvárda,Debreceni VSC,Kisvárda - Debreceni VSC,1-0,1,0,0,38.0,58.0,-20.0,537.0,1273.0,-57.8,74.0,40.0,34.0,38.8,20.4,40.8,2.02,2.07,-0.04999999999999982,dlldw,wdlwl
83,383696,2022-04-23,14:00,2022,31,Veikkausliiga,19.864,Journée 4,1328,1378,HJK Helsinki,Inter Turku,HJK Helsinki - Inter Turku,1-4,1,4,2,61.0,56.0,5.0,1425.0,1190.0,-16.5,-19.0,27.0,-46.0,38.8,28.0,33.2,1.23,1.11,0.11999999999999988,wwwl,lwlw
45,21384,2022-04-23,14:00,2022,2,Segunda División,42.708,Journée 37,2121,213,R. Sociedad B,SD Amorebieta,R. Sociedad B - SD Amorebieta,2-1,2,1,0,42.0,39.0,3.0,667.0,585.0,-12.3,-31.0,-6.0,-25.0,36.8,31.4,31.9,1.02,0.92,0.09999999999999998,dlllw,dwlwl
86,398727,2022-04-23,14:00,2022,186,Premier League Belarus,19.792,Journée 5,11214,5853,Slavia Mozyr,Torpedo Zhodino,Slavia Mozyr - Torpedo Zhodino,2-2,2,2,1,42.0,55.0,-13.0,650.0,1164.0,-44.2,-6.0,-8.0,2.0,35.7,28.4,35.9,1.15,1.15,0.0,lwlwd,lllwd
75,8091,2022-04-23,15:00,2022,128,Ekstraklasa,24.412,Journée 30,5813,13357,Śląsk Wrocław,Termalica Nieciecza,Śląsk Wrocław - Termalica Nieciecza,0-4,0,4,2,53.0,45.0,8.0,1056.0,767.0,-27.4,-21.0,0.0,-21.0,45.5,28.8,25.7,1.27,0.88,0.39,wlddl,ddllw
89,430455,2022-04-23,15:00,2022,185,Premier League Bosnie,18.068,Journée 27,4024,5850,Siroki Brijeg,Rudar Prijedor,Siroki Brijeg - Rudar Prijedor,1-3,1,3,2,53.0,30.0,23.0,1055.0,388.0,-63.2,-45.0,-29.0,-16.0,43.9,33.5,22.5,1.02,0.64,0.38,wldll,ldldw
90,430457,2022-04-23,15:00,2022,185,Premier League Bosnie,18.068,Journée 27,5845,5848,Sloboda Tuzla,Leotar,Sloboda Tuzla - Leotar,1-0,1,0,0,45.0,33.0,12.0,756.0,429.0,-43.3,-31.0,-23.0,-8.0,45.8,31.9,22.3,1.11,0.68,0.43000000000000005,llldw,ldlwl
50,50135,2022-04-23,15:00,2022,37,Süper Lig,40.382,Journée 34,12892,1248,Gaziantep BB,Göztepe,Gaziantep BB - Göztepe,1-1,1,1,1,48.0,49.0,-1.0,861.0,918.0,-6.2,33.0,48.0,-15.0,46.7,22.6,30.7,1.84,1.46,0.3800000000000001,wldld,lllld
49,50127,2022-04-23,15:00,2022,37,Süper Lig,40.382,Journée 34,12946,12901,Fatih Karagümrük,Giresunspor,Fatih Karagümrük - Giresunspor,2-1,2,1,0,34.0,50.0,-16.0,460.0,954.0,-51.8,74.0,-1.0,75.0,57.7,20.7,21.7,2.12,1.24,0.8800000000000001,wlwdw,ldwdl
63,17105,2022-04-23,15:00,2022,92,Ligue 2,32.602,Journée 35,606,399,Caen,Auxerre,Caen - Auxerre,1-1,1,1,1,71.0,61.0,10.0,1951.0,1452.0,-25.6,-9.0,50.0,-59.0,42.8,24.6,32.5,1.56,1.33,0.22999999999999998,wwdld,dwwwd
5,49363,2022-04-23,15:00,2022,7,Serie A,73.421,Journée 34,2508,2817,Torino,Spezia,Torino - Spezia,2-1,2,1,0,77.0,60.0,17.0,2259.0,1402.0,-37.9,23.0,24.0,-1.0,75.1,14.5,10.5,2.79,0.98,1.81,lwddw,lwdll
6,49364,2022-04-23,15:00,2022,7,Serie A,73.421,Journée 34,2673,339,Venezia,Atalanta,Venezia - Atalanta,1-3,1,3,2,38.0,78.0,-40.0,538.0,2346.0,-77.1,3.0,69.0,-66.0,2.4,5.2,92.4,0.75,4.28,-3.5300000000000002,lllll,wlllw
14,15821,2022-04-23,15:30,2022,8,Bundesliga,67.537,Journée 31,4,258,Köln,Arminia Bielefeld,Köln - Arminia Bielefeld,3-1,3,1,0,77.0,55.0,22.0,2262.0,1155.0,-48.9,20.0,21.0,-1.0,75.2,14.5,10.3,2.77,0.95,1.82,dlwww,ldlll
13,15818,2022-04-23,15:30,2022,8,Bundesliga,67.537,Journée 31,960,2542,Eintracht Frankfurt,Hoffenheim,Eintracht Frankfurt - Hoffenheim,2-2,2,2,1,76.0,77.0,-1.0,2255.0,2279.0,-1.1,-13.0,9.0,-22.0,41.3,27.8,31.0,1.28,1.07,0.20999999999999996,ddlld,llldd
12,15816,2022-04-23,15:30,2022,8,Bundesliga,67.537,Journée 31,2286,5623,SC Freiburg,B. Mönchengladbach,SC Freiburg - B. Mönchengladbach,3-3,3,3,1,68.0,84.0,-16.0,1798.0,2712.0,-33.7,39.0,-11.0,50.0,43.0,24.4,32.6,1.58,1.35,0.22999999999999998,dlwwd,wdwld
11,15815,2022-04-23,15:30,2022,8,Bundesliga,67.537,Journée 31,9750,8,RB Leipzig,Union Berlin,RB Leipzig - Union Berlin,1-2,1,2,2,66.0,55.0,11.0,1693.0,1141.0,-32.6,50.0,43.0,7.0,64.9,16.8,18.3,2.77,1.47,1.3,dwwwl,lwwww
10,15814,2022-04-23,15:30,2022,8,Bundesliga,67.537,Journée 31,4336,3668,Greuther Fürth,B. Leverkusen,Greuther Fürth - B. Leverkusen,1-4,1,4,2,59.0,86.0,-27.0,1317.0,2901.0,-54.6,-17.0,55.0,-72.0,4.5,9.0,86.5,0.72,3.36,-2.6399999999999997,ddldl,wwdlw
43,6678,2022-04-23,15:30,2022,27,Premier League Russie,43.800,Journée 26,1581,111701,Lokomotiv Moskva,FK Nizhny Novgorod,Lokomotiv Moskva - FK Nizhny Novgorod,2-1,2,1,0,72.0,47.0,25.0,2032.0,831.0,-59.1,-10.0,4.0,-14.0,71.8,17.5,10.8,2.27,0.75,1.52,wwldw,dwldl
31,13377,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,80,1183,AFC Bournemouth,Fulham,AFC Bournemouth - Fulham,1-1,1,1,1,67.0,62.0,5.0,1729.0,1512.0,-12.6,2.0,89.0,-87.0,36.0,23.4,40.6,1.55,1.66,-0.10999999999999988,lddwd,wllwd
2,5684,2022-04-23,16:00,2022,10,Premier League,91.776,Journée 34,1633,2743,Man. City,Watford,Man. City - Watford,5-1,5,1,0,94.0,71.0,23.0,3491.0,1964.0,-43.7,24.0,0.0,24.0,89.1,7.7,3.2,3.43,0.59,2.8400000000000003,dwdww,wllll
3,5685,2022-04-23,16:00,2022,10,Premier League,91.776,Journée 34,1824,1796,Norwich City,Newcastle,Norwich City - Newcastle,0-3,0,3,2,63.0,69.0,-6.0,1519.0,1852.0,-18.0,-5.0,-4.0,-1.0,38.5,28.9,32.6,1.17,1.05,0.11999999999999988,,
57,454480,2022-04-23,16:00,2022,14,Premiership,34.650,Grupo Campeonato,9934,2415,Dundee,St. Johnstone,Dundee - St. Johnstone,1-1,1,1,1,72.0,67.0,5.0,1993.0,1775.0,-10.9,-39.0,-47.0,8.0,47.3,35.6,17.1,0.98,0.47,0.51,llddd,dwwld
115,443708,2022-04-23,16:00,2022,32,Premier League,12.000,Ronda Campeonato,9993,4012,Coleraine,Glentoran,Coleraine - Glentoran,3-2,3,2,0,38.0,39.0,-1.0,546.0,576.0,-5.2,43.0,66.0,-23.0,46.1,21.6,32.4,1.98,1.64,0.3400000000000001,llllw,wlddl
58,454481,2022-04-23,16:00,2022,14,Premiership,34.650,Grupo Campeonato,2416,1323,St. Mirren,Hibernian FC,St. Mirren - Hibernian FC,0-1,0,1,2,47.0,58.0,-11.0,825.0,1303.0,-36.7,-24.0,6.0,-30.0,26.6,27.7,45.6,0.95,1.34,-0.3900000000000001,wllll,dldlw
87,398725,2022-04-23,16:00,2022,186,Premier League Belarus,19.792,Journée 5,5706,5854,Minsk,Dinamo Brest,Minsk - Dinamo Brest,2-0,2,0,0,54.0,46.0,8.0,1104.0,819.0,-25.8,-14.0,-27.0,13.0,54.9,27.8,17.3,1.38,0.64,0.7399999999999999,ldwww,ddlll
81,337885,2022-04-23,16:00,2022,18,Eliteserien,22.733,Journée 4,1843,22,Odd,Aalesunds FK,Odd - Aalesunds FK,2-3,2,3,2,62.0,58.0,4.0,1499.0,1299.0,-13.3,31.0,76.0,-45.0,45.5,21.1,33.4,2.05,1.74,0.30999999999999983,wlwl,wldw
116,443723,2022-04-23,16:00,2022,32,Premier League,12.000,Ronda Campeonato,9991,12781,Ballymena United,Carrick Rangers,Ballymena United - Carrick Rangers,3-0,3,0,0,31.0,31.0,0.0,401.0,408.0,-1.7,16.0,32.0,-16.0,43.2,24.1,32.8,1.62,1.39,0.2300000000000002,wlwlw,lwwll
56,454479,2022-04-23,16:00,2022,14,Premiership,34.650,Grupo Campeonato,9927,1565,Aberdeen,Livingston,Aberdeen - Livingston,1-2,1,2,2,72.0,47.0,25.0,2026.0,825.0,-59.3,-16.0,-4.0,-12.0,70.4,18.6,10.9,2.12,0.69,1.4300000000000002,lwdll,llldw
84,383698,2022-04-23,16:00,2022,31,Veikkausliiga,19.864,Journée 4,12591,2737,Ilves,VPS Vaasa,Ilves - VPS Vaasa,3-2,3,2,0,42.0,56.0,-14.0,675.0,1202.0,-43.8,-3.0,80.0,-83.0,19.0,19.6,61.4,1.18,2.25,-1.07,lldw,dwll
32,13378,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,502,1694,Birmingham City,Millwall,Birmingham City - Millwall,2-2,2,2,1,58.0,49.0,9.0,1279.0,916.0,-28.4,-14.0,-12.0,-2.0,52.8,26.5,20.7,1.47,0.81,0.6599999999999999,wllld,lwdwd
117,443724,2022-04-23,16:00,2022,32,Premier League,12.000,Ronda Campeonato,9992,9995,Glenavon,Portadown,Glenavon - Portadown,1-0,1,0,0,34.0,36.0,-2.0,447.0,495.0,-9.7,6.0,11.0,-5.0,45.0,25.8,29.2,1.49,1.15,0.3400000000000001,wwlww,llldl
118,443725,2022-04-23,16:00,2022,32,Premier League,12.000,Ronda Campeonato,9990,11785,Dungannon Swifts,Warrenpoint Town,Dungannon Swifts - Warrenpoint Town,2-0,2,0,0,24.0,18.0,6.0,308.0,250.0,-18.8,34.0,-21.0,55.0,62.9,22.1,15.0,1.84,0.77,1.07,llwdw,lwlwl
33,13379,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,916,548,Derby County,Bristol City,Derby County - Bristol City,1-3,1,3,2,61.0,53.0,8.0,1416.0,1053.0,-25.6,-4.0,21.0,-25.0,49.7,24.5,25.8,1.64,1.11,0.5299999999999998,wlwll,ldwdw
34,13381,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,1341,2092,Hull City,Reading,Hull City - Reading,3-0,3,0,0,71.0,59.0,12.0,1931.0,1364.0,-29.4,-32.0,-13.0,-19.0,51.1,28.4,20.4,1.33,0.73,0.6000000000000001,lwwlw,wlwdl
35,13383,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,5653,1825,Peterborough United,Nottingham Forest,Peterborough United - Nottingham Forest,0-1,0,1,2,47.0,57.0,-10.0,835.0,1226.0,-31.9,-21.0,27.0,-48.0,25.0,26.2,48.9,0.98,1.48,-0.5,ddwwl,wwlww
1,5682,2022-04-23,16:00,2022,10,Premier League,91.776,Journée 34,1538,297,Leicester,Aston Villa,Leicester - Aston Villa,0-0,0,0,1,80.0,63.0,17.0,2457.0,1543.0,-37.2,19.0,20.0,-1.0,75.2,15.3,9.4,2.53,0.79,1.7399999999999998,dwldd,lllld
39,13388,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,2748,9189,West Bromwich Albion,Coventry City,West Bromwich Albion - Coventry City,0-0,0,0,1,76.0,42.0,34.0,2215.0,661.0,-70.2,-33.0,53.0,-86.0,56.2,23.1,20.7,1.79,0.99,0.8,wlwld,lwwld
38,13387,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,2453,1689,Swansea City,Middlesbrough,Swansea City - Middlesbrough,1-1,1,1,1,75.0,71.0,4.0,2178.0,1938.0,-11.0,-18.0,0.0,-18.0,45.5,27.3,27.3,1.37,1.0,0.3700000000000001,wwddd,lldld
36,13385,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,9182,636,Sheffield United,Cardiff City,Sheffield United - Cardiff City,1-0,1,0,0,50.0,58.0,-8.0,957.0,1289.0,-25.8,24.0,26.0,-2.0,40.3,23.7,36.0,1.61,1.51,0.10000000000000009,wdldw,lwlll
37,13386,2022-04-23,16:00,2022,25,Championship,46.467,Journée 44,2429,2044,Stoke City,Queens Park Rangers,Stoke City - Queens Park Rangers,1-0,1,0,0,77.0,56.0,21.0,2305.0,1218.0,-47.2,-35.0,17.0,-52.0,50.7,26.1,23.2,1.5,0.92,0.58,lwlww,lldwl
47,21368,2022-04-23,16:15,2022,2,Segunda División,42.708,Journée 37,1179,3287,Fuenlabrada,Ponferradina,Fuenlabrada - Ponferradina,2-3,2,3,2,39.0,49.0,-10.0,571.0,918.0,-37.8,-23.0,3.0,-26.0,29.1,29.4,41.6,0.95,1.19,-0.24,lllll,lllww
46,21362,2022-04-23,16:15,2022,2,Segunda División,42.708,Journée 37,643,1236,FC Cartagena,Girona,FC Cartagena - Girona,3-0,3,0,0,49.0,61.0,-12.0,902.0,1464.0,-38.4,48.0,0.0,48.0,50.5,23.1,26.4,1.81,1.25,0.56,lllww,wwlwl
25,2592,2022-04-23,16:30,2022,9,Eredivisie,48.824,Journée 30,1789,98,NEC Nijmegen,Ajax,NEC Nijmegen - Ajax,0-1,0,1,2,68.0,88.0,-20.0,1777.0,3033.0,-41.4,-20.0,38.0,-58.0,11.6,17.2,71.2,0.84,2.36,-1.52,ldwll,wwwww
21,35396,2022-04-23,16:30,2022,19,Liga NOS,49.118,Journée 31,11196,1737,Portimonense,Moreirense,Portimonense - Moreirense,1-0,1,0,0,58.0,68.0,-10.0,1290.0,1804.0,-28.5,-38.0,-21.0,-17.0,27.6,32.8,39.6,0.78,1.0,-0.21999999999999997,llwlw,llwwl
104,432919,2022-04-23,16:30,2022,97,Liga A1,13.500,Ronda Campeonato,1610,1609,Maccabi Netanya FC,Maccabi Haifa,Maccabi Netanya FC - Maccabi Haifa,3-0,3,0,0,32.0,47.0,-15.0,426.0,853.0,-50.1,-18.0,55.0,-73.0,17.5,21.4,61.1,0.94,1.96,-1.02,lddlw,wwdwl
121,290673,2022-04-23,16:45,2022,311,Ligue 1 algérienne,11.985,Journée 27,121828,11504,RC Arbaâ,MC Alger,RC Arbaâ - MC Alger,1-0,1,0,0,19.0,44.0,-25.0,255.0,730.0,-65.1,2.0,-35.0,37.0,46.4,29.4,24.2,1.24,0.81,0.42999999999999994,lddlw,ddlwl
122,290674,2022-04-23,16:45,2022,311,Ligue 1 algérienne,11.985,Journée 27,59580,11511,HB Chelghoum Laid,MC Oran,HB Chelghoum Laid - MC Oran,0-0,0,0,1,18.0,36.0,-18.0,251.0,493.0,-49.1,-1.0,-22.0,21.0,44.5,29.5,25.9,1.22,0.85,0.37,wllld,dwdwd
99,143439,2022-04-23,16:45,2022,182,Superliga Albanie,15.708,Temporada Regular,5830,9105,Vllaznia Shkodër,Partizani Tirana,Vllaznia Shkodër - Partizani Tirana,0-0,0,0,1,43.0,41.0,2.0,712.0,635.0,-10.8,42.0,2.0,40.0,62.4,20.3,17.2,2.09,1.0,1.0899999999999999,llddd,lwwdd
96,338961,2022-04-23,17:00,2022,301,Umaglesi Liga Géorgie,15.938,Journée 9,17555,11154,Locomotive Tbilisi,Sioni,Locomotive Tbilisi - Sioni,1-2,1,2,2,45.0,39.0,6.0,775.0,571.0,-26.3,-5.0,85.0,-90.0,31.8,23.1,45.1,1.45,1.76,-0.31000000000000005,,
16,15924,2022-04-23,17:00,2022,16,Ligue 1,64.855,Journée 34,1866,1728,Olympique Lyonnais,Montpellier,Olympique Lyonnais - Montpellier,5-2,5,2,0,85.0,76.0,9.0,2826.0,2220.0,-21.4,1.0,-4.0,5.0,64.2,20.9,14.9,1.97,0.83,1.1400000000000001,wdwlw,lldll
106,432950,2022-04-23,17:00,2022,97,Liga A1,13.500,Ronda Campeonato,1293,4429,Hapoel Kiryat Shmona,Hapoel Haifa,Hapoel Kiryat Shmona - Hapoel Haifa,4-0,4,0,0,43.0,35.0,8.0,697.0,478.0,-31.4,-26.0,-4.0,-22.0,42.7,29.6,27.7,1.19,0.9,0.2899999999999999,wdwww,lddwl
74,418309,2022-04-23,17:00,2022,11,Bundesliga,25.300,Ronda Descenso,12423,9776,Swarovski Tirol,Ried,Swarovski Tirol - Ried,2-0,2,0,0,45.0,59.0,-14.0,760.0,1316.0,-42.2,34.0,24.0,10.0,40.1,23.5,36.4,1.64,1.55,0.08999999999999986,dwlww,lwdll
72,418307,2022-04-23,17:00,2022,11,Bundesliga,25.300,Ronda Descenso,1524,193,LASK,Rheindorf Altach,LASK - Rheindorf Altach,2-1,2,1,0,51.0,61.0,-10.0,975.0,1436.0,-32.1,10.0,-13.0,23.0,40.2,27.8,32.1,1.27,1.1,0.16999999999999993,dlddw,wdwdl
105,432948,2022-04-23,17:00,2022,97,Liga A1,13.500,Ronda Campeonato,1611,13240,Maccabi Petah Tikva,Hapoel Nof HaGalil,Maccabi Petah Tikva - Hapoel Nof HaGalil,0-4,0,4,2,39.0,32.0,7.0,576.0,417.0,-27.6,-15.0,1.0,-16.0,44.6,27.8,27.6,1.32,0.98,0.3400000000000001,lddll,lldlw
70,463908,2022-04-23,17:00,2022,30,Championnat de République tchèque ,28.350,RONDA DESCENSO,10046,13171,Jablonec,Pardubice,Jablonec - Pardubice,0-1,0,1,2,63.0,40.0,23.0,1527.0,600.0,-60.7,-11.0,22.0,-33.0,62.9,21.4,15.7,1.93,0.85,1.08,ddlll,dlwlw
69,463907,2022-04-23,17:00,2022,30,Championnat de République tchèque ,28.350,RONDA DESCENSO,1153,3682,Teplice,Bohemians 1905,Teplice - Bohemians 1905,2-2,2,2,1,56.0,48.0,8.0,1180.0,892.0,-24.4,-4.0,38.0,-42.0,45.0,25.1,29.9,1.54,1.21,0.33000000000000007,wllwd,ddldd
68,463906,2022-04-23,17:00,2022,30,Championnat de République tchèque ,28.350,RONDA DESCENSO,13178,13174,Karviná,Zlin,Karviná - Zlin,1-1,1,1,1,48.0,53.0,-5.0,889.0,1075.0,-17.3,0.0,-5.0,5.0,42.6,27.8,29.7,1.3,1.04,0.26,dllwd,ddlld
91,430454,2022-04-23,17:00,2022,185,Premier League Bosnie,18.068,Journée 27,9988,89467,Sarajevo,FK Tuzla City,Sarajevo - FK Tuzla City,0-1,0,1,2,54.0,30.0,24.0,1118.0,381.0,-65.9,-2.0,50.0,-52.0,48.6,22.6,28.8,1.86,1.39,0.4700000000000002,wdwll,wlddw
73,418308,2022-04-23,17:00,2022,11,Bundesliga,25.300,Ronda Descenso,6362,12367,Admira,Hartberg,Admira - Hartberg,1-3,1,3,2,58.0,42.0,16.0,1309.0,666.0,-49.1,-21.0,57.0,-78.0,42.8,24.7,32.4,1.55,1.32,0.22999999999999998,dddwl,dldlw
95,338960,2022-04-23,17:00,2022,301,Umaglesi Liga Géorgie,15.938,Journée 9,17572,11151,Gagra,Dinamo Tbilisi,Gagra - Dinamo Tbilisi,1-0,1,0,0,40.0,53.0,-13.0,604.0,1087.0,-44.4,54.0,-14.0,68.0,57.0,22.0,21.0,1.93,1.09,0.8399999999999999,lldlw,wdddl
76,8087,2022-04-23,17:30,2022,128,Ekstraklasa,24.412,Journée 30,1239,5816,Piast Gliwice,Jagiellonia Bialystok,Piast Gliwice - Jagiellonia Bialystok,2-1,2,1,0,48.0,50.0,-2.0,878.0,966.0,-9.1,-2.0,-20.0,18.0,49.8,27.7,22.5,1.37,0.83,0.5400000000000001,wdwww,lwdll
64,14970,2022-04-23,17:30,2022,36,Championnat de Suisse,31.597,Journée 31,4089,10037,Zurich,Sion,Zurich - Sion,5-1,5,1,0,55.0,59.0,-4.0,1154.0,1350.0,-14.5,56.0,40.0,16.0,49.4,21.4,29.2,2.03,1.53,0.4999999999999998,wdlww,llwdl
