index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
51,456716,2022-04-26,00:00,2022,65,Botola Maroc Télécom ,15.000,Journée 21,5634,16479,Raja Casablanca,Mouloudia Oujda,Raja Casablanca - Mouloudia Oujda,,,,,49.0,25.0,24.0,933.0,311.0,-66.7,-17.0,14.0,-31.0,45.7,25.3,29.0,1.53,1.17,0.3600000000000001
38,376695,2022-04-26,00:00,2022,1970,Tournoi de Transition Primera B Chili,17.835,Journée 11,86589,9131,Fernández Vial,Puerto Montt,Fernández Vial - Puerto Montt,,,,,41.0,55.0,-14.0,628.0,1155.0,-45.6,-37.0,24.0,-61.0,18.5,25.6,55.9,0.77,1.55,-0.78
71,318215,2022-04-26,00:00,2022,44,División Profesional,12.500,Journée 12,2460,6527,Tacuary ,Resistencia,Tacuary  - Resistencia,,,,,23.0,22.0,1.0,294.0,284.0,-3.4,0.0,41.0,-41.0,35.7,24.9,39.4,1.4,1.48,-0.08000000000000007
37,376692,2022-04-26,00:00,2022,1970,Tournoi de Transition Primera B Chili,17.835,Journée 11,16425,688,Deportes Temuco,CD Melipilla,Deportes Temuco - CD Melipilla,,,,,57.0,55.0,2.0,1257.0,1138.0,-9.5,-6.0,-3.0,-3.0,51.1,26.2,22.8,1.5,0.91,0.59
19,365177,2022-04-26,00:10,2022,192,Primera Nacional B,24.324,Temporada Regular,16744,6548,Gimnasia Mendoza,Flandria,Gimnasia Mendoza - Flandria,,,,,43.0,37.0,6.0,693.0,518.0,-25.3,-41.0,-5.0,-36.0,35.2,32.6,32.3,0.94,0.89,0.04999999999999993
119,426249,2022-04-26,00:15,2022,195,D2 Paraguay,5.683,Journée 4,5925,148749,Deportivo Santaní,Pastoreo,Deportivo Santaní - Pastoreo,,,,,21.0,21.0,0.0,279.0,275.0,-1.4,-2.0,370.0,-372.0,4.4,6.0,89.7,1.37,4.94,-3.5700000000000003
6,384501,2022-04-26,01:00,2022,24,Brasileirão,45.888,Journée 3,3880,1245,Avaí,Goiás EC,Avaí - Goiás EC,,,,,65.0,69.0,-4.0,1629.0,1868.0,-12.8,-17.0,-11.0,-6.0,37.6,30.3,32.0,1.08,0.97,0.1100000000000001
79,311665,2022-04-26,01:00,2022,2100,USL League One,11.637,Journée 9,61895,17814,Charlotte Independence,Richmond Kickers,Charlotte Independence - Richmond Kickers,,,,,33.0,38.0,-5.0,439.0,548.0,-19.9,65.0,-17.0,82.0,69.5,17.8,12.7,2.32,0.88,1.44
80,438274,2022-04-26,01:00,2022,1809,Seconde Division Chili,11.500,Journée 4,64846,64864,Trasandino,Deportes Limache,Trasandino - Deportes Limache,,,,,58.0,36.0,22.0,1313.0,498.0,-62.1,11.0,39.0,-28.0,59.5,19.8,20.7,2.25,1.27,0.98
11,462469,2022-04-26,01:00,2022,46,Primera Division,31.250,Journée 10,891,4423,Defensor Sporting,Cerrito,Defensor Sporting - Cerrito,,,,,65.0,36.0,29.0,1666.0,501.0,-69.9,-21.0,5.0,-26.0,61.0,22.5,16.6,1.82,0.83,0.9900000000000001
124,410883,2022-04-26,01:00,2022,1910,Championnat du Brésil féminin,5.583,1ª Fase,100119,100703,Santos Fem,Grêmio Fem,Santos Fem - Grêmio Fem,,,,,,,,,,,,,,,,,,,
