index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
109,351095,2022-03-13,00:30,2022,43,Serie A Équateur,12.800,Fase 1,5583,1555,Técnico Universitario,Liga de Quito,Técnico Universitario - Liga de Quito,,,,,31.0,49.0,-18.0,398.0,900.0,-55.8,-12.0,35.0,-47.0,24.3,24.2,51.5,1.08,1.68,-0.5999999999999999
31,305466,2022-03-13,01:00,2022,141,Liga MX - Clôture ,50.956,Journée 10,10271,4348,León,Tigres UANL,León - Tigres UANL,,,,,71.0,77.0,-6.0,1978.0,2266.0,-12.7,-13.0,4.0,-17.0,35.9,28.5,35.5,1.14,1.13,0.010000000000000009
65,368181,2022-03-13,01:30,2022,1780,Liga Única,5.250,Journée 6,5587,9950,Unión La Calera,Huachipato,Unión La Calera - Huachipato,,,,,53.0,70.0,-17.0,1075.0,1901.0,-43.5,-26.0,-8.0,-18.0,22.3,27.4,50.3,0.83,1.4,-0.57
56,308045,2022-03-13,01:30,2022,69,MLS,34.708,Journée 4,1335,5609,Houston Dynamo,Vancouver Whitecaps,Houston Dynamo - Vancouver Whitecaps,,,,,71.0,71.0,0.0,1937.0,1956.0,-1.0,-26.0,20.0,-46.0,33.7,28.4,37.9,1.11,1.19,-0.07999999999999985
59,308048,2022-03-13,02:30,2022,69,MLS,34.708,Journée 4,17824,84193,Orlando City,Cincinnati,Orlando City - Cincinnati,,,,,57.0,48.0,9.0,1249.0,875.0,-29.9,20.0,34.0,-14.0,56.7,20.9,22.3,2.09,1.24,0.8499999999999999
60,308049,2022-03-13,02:30,2022,69,MLS,34.708,Journée 4,4345,11886,Philadelphia Union,San Jose Earthquakes,Philadelphia Union - San Jose Earthquakes,,,,,68.0,70.0,-2.0,1819.0,1894.0,-4.0,-8.0,26.0,-34.0,38.1,26.4,35.5,1.32,1.27,0.050000000000000044
58,308047,2022-03-13,02:30,2022,69,MLS,34.708,Journée 4,3994,2119,New England Revolution,Real Salt Lake,New England Revolution - Real Salt Lake,,,,,69.0,73.0,-4.0,1870.0,2055.0,-9.0,21.0,10.0,11.0,46.0,25.5,28.5,1.52,1.14,0.3800000000000001
57,308046,2022-03-13,02:30,2022,69,MLS,34.708,Journée 4,888,758,DC United,Chicago Fire,DC United - Chicago Fire,,,,,71.0,68.0,3.0,1936.0,1777.0,-8.2,36.0,-36.0,72.0,72.1,18.1,9.7,2.13,0.63,1.5
110,351096,2022-03-13,03:00,2022,43,Serie A Équateur,12.800,Fase 1,432,16078,Barcelona SC,Independiente del Valle,Barcelona SC - Independiente del Valle,,,,,48.0,49.0,-1.0,875.0,900.0,-2.8,20.0,37.0,-17.0,43.5,23.8,32.7,1.66,1.41,0.25
32,305468,2022-03-13,03:00,2022,141,Liga MX - Clôture ,50.956,Journée 10,705,2035,Cruz Azul,Pumas UNAM,Cruz Azul - Pumas UNAM,,,,,71.0,70.0,1.0,1960.0,1930.0,-1.5,-9.0,-1.0,-8.0,43.6,28.2,28.2,1.29,0.98,0.31000000000000005
