index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
7,384481,2022-04-11,00:00,2022,24,Brasileirão,45.296,Journée 1,3880,5639,Avaí,América Mineiro,Avaí - América Mineiro,,,,,64.0,62.0,2.0,1610.0,1481.0,-8.0,-17.0,-6.0,-11.0,44.9,28.8,26.3,1.26,0.89,0.37
6,384475,2022-04-11,00:00,2022,24,Brasileirão,45.296,Journée 1,2275,374,São Paulo,Athletico Paranaense,São Paulo - Athletico Paranaense,,,,,81.0,77.0,4.0,2523.0,2267.0,-10.1,-28.0,-33.0,5.0,50.3,30.8,18.9,1.2,0.61,0.59
3,318426,2022-04-11,00:30,2022,42,Ouverture - Colombie,47.500,Temporada Regular,4372,207,At. Nacional,América de Cali,At. Nacional - América de Cali,,,,,80.0,64.0,16.0,2483.0,1606.0,-35.3,-10.0,-11.0,1.0,69.7,19.9,10.5,1.96,0.61,1.35
24,351123,2022-04-11,01:00,2022,43,Serie A Équateur,13.400,Fase 1,432,110366,Barcelona SC,Orense,Barcelona SC - Orense,,,,,49.0,48.0,1.0,901.0,894.0,-0.8,11.0,-36.0,47.0,59.4,25.6,14.9,1.53,0.62,0.91
11,308099,2022-04-11,01:30,2022,69,MLS,35.240,Journée 9,137675,17861,Austin FC,Minnesota United,Austin FC - Minnesota United,,,,,67.0,57.0,10.0,1737.0,1256.0,-27.7,54.0,7.0,47.0,73.4,15.3,11.3,2.68,0.98,1.7000000000000002
29,354305,2022-04-11,02:00,2022,1780,Liga Única,5.375,Journée 9,5587,4388,Unión La Calera,Curicó Unido,Unión La Calera - Curicó Unido,,,,,50.0,53.0,-3.0,963.0,1053.0,-8.5,-23.0,34.0,-57.0,29.4,26.8,43.8,1.09,1.39,-0.2999999999999998
2,305497,2022-04-11,02:00,2022,141,Liga MX - Clôture ,53.603,Journée 13,4346,4348,Querétaro,Tigres UANL,Querétaro - Tigres UANL,,,,,67.0,77.0,-10.0,1766.0,2285.0,-22.7,-27.0,23.0,-50.0,20.2,25.5,54.3,0.84,1.55,-0.7100000000000001
4,318422,2022-04-11,02:35,2022,42,Ouverture - Colombie,47.500,Temporada Regular,5933,1374,Alianza Petrolera,Independiente Medellin,Alianza Petrolera - Independiente Medellin,,,,,62.0,74.0,-12.0,1490.0,2114.0,-29.5,26.0,-23.0,49.0,47.5,26.7,25.8,1.43,0.98,0.44999999999999996
20,398711,2022-04-11,14:30,2022,186,Premier League Belarus,19.475,Journée 3,120669,5855,Arsenal Dzyarzhynsk,Vitebsk,Arsenal Dzyarzhynsk - Vitebsk,,,,,35.0,48.0,-13.0,475.0,867.0,-45.2,42.0,4.0,38.0,48.3,23.8,27.9,1.71,1.24,0.47
23,143425,2022-04-11,14:45,2022,182,Superliga Albanie,15.528,Temporada Regular,4026,5833,Dinamo Tirana,Kastrioti Krujë,Dinamo Tirana - Kastrioti Krujë,,,,,34.0,34.0,0.0,447.0,448.0,-0.2,-52.0,-23.0,-29.0,27.4,37.3,35.3,0.66,0.79,-0.13
26,12847,2022-04-11,16:00,2022,386,Super Liga,12.500,Journée 30,17392,13472,Radnik Surdulica,Novi Pazar,Radnik Surdulica - Novi Pazar,,,,,29.0,19.0,10.0,369.0,259.0,-29.8,-58.0,-7.0,-51.0,23.8,35.6,40.6,0.62,0.91,-0.29000000000000004
27,12848,2022-04-11,16:00,2022,386,Super Liga,12.500,Journée 30,13493,17389,Napredak Krusevac,Metalac GM,Napredak Krusevac - Metalac GM,,,,,36.0,31.0,5.0,483.0,410.0,-15.1,9.0,3.0,6.0,50.1,25.5,24.5,1.55,1.0,0.55
21,398713,2022-04-11,16:30,2022,186,Premier League Belarus,19.475,Journée 3,5858,5852,Belshina Bobruisk,Gomel,Belshina Bobruisk - Gomel,,,,,54.0,44.0,10.0,1109.0,727.0,-34.4,67.0,56.0,11.0,66.9,16.1,17.0,2.86,1.44,1.42
15,417896,2022-04-11,17:00,2022,20,Liga 1,27.500,Ronda Descenso,1206,1697,Gaz Metan,Mioveni,Gaz Metan - Mioveni,,,,,52.0,54.0,-2.0,1033.0,1135.0,-9.0,-45.0,-36.0,-9.0,34.6,37.6,27.8,0.78,0.66,0.12
18,8072,2022-04-11,18:00,2022,128,Ekstraklasa,24.118,Journée 28,13380,5816,Radomiak Radom,Jagiellonia Bialystok,Radomiak Radom - Jagiellonia Bialystok,,,,,20.0,51.0,-31.0,263.0,980.0,-73.2,26.0,-18.0,44.0,42.5,25.9,31.6,1.44,1.21,0.22999999999999998
22,338951,2022-04-11,18:00,2022,301,Umaglesi Liga Géorgie,15.729,Journée 7,17555,9259,Locomotive Tbilisi,Dila Gori,Locomotive Tbilisi - Dila Gori,,,,,45.0,46.0,-1.0,784.0,800.0,-2.0,-5.0,12.0,-17.0,42.3,26.9,30.8,1.36,1.12,0.24
