index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
11,494228,2020-12-18,00:30,2020,1780,Liga Única,5.250,Journée 24,9950,4388,Huachipato,Curicó Unido,Huachipato - Curicó Unido,1-0,1,0,0,66.0,59.0,7.0,1715.0,1323.0,-22.9,0.0,37.0,-37.0,49.1,23.2,27.7,1.78,1.28,0.5
30,314501,2020-12-18,02:00,2020,43,Serie A Équateur,12.800,Fase 2,11703,5292,Aucas,Universidad Católica,Aucas - Universidad Católica,1-1,1,1,1,36.0,42.0,-6.0,500.0,647.0,-22.7,79.0,4.0,75.0,63.6,18.8,17.6,2.33,1.16,1.1700000000000002
29,314505,2020-12-18,02:00,2020,43,Serie A Équateur,12.800,Fase 2,5585,5895,CD El Nacional,Macará,CD El Nacional - Macará,2-1,2,1,0,35.0,38.0,-3.0,474.0,532.0,-10.9,1.0,7.0,-6.0,44.5,26.4,29.1,1.43,1.1,0.32999999999999985
32,314507,2020-12-18,02:00,2020,43,Serie A Équateur,12.800,Fase 2,1861,4404,CD Olmedo,LDU de Portoviejo,CD Olmedo - LDU de Portoviejo,1-3,1,3,2,32.0,23.0,9.0,417.0,293.0,-29.7,9.0,12.0,-3.0,47.4,25.4,27.2,1.55,1.11,0.43999999999999995
31,314506,2020-12-18,02:00,2020,43,Serie A Équateur,12.800,Fase 2,16078,110366,Independiente del Valle,Orense,Independiente del Valle - Orense,4-0,4,0,0,48.0,48.0,0.0,861.0,892.0,-3.5,40.0,-29.0,69.0,65.9,20.9,13.3,1.93,0.73,1.2
3,499608,2020-12-18,02:30,2020,204,Copa Libertadores,50.000,1/4 de finale,1770,593,Nacional,River Plate,Nacional - River Plate,2-6,2,6,2,70.0,84.0,-14.0,1883.0,2718.0,-30.7,-24.0,7.0,-31.0,20.5,25.2,54.3,0.86,1.58,-0.7200000000000001
35,212776,2020-12-18,16:00,2021,311,Ligue 1 algérienne,11.544,Journée 4,11499,11506,Chlef,JS Kabylie,Chlef - JS Kabylie,0-2,0,2,2,33.0,44.0,-11.0,440.0,738.0,-40.4,10.0,-65.0,75.0,62.5,26.7,10.8,1.43,0.42,1.01
34,212769,2020-12-18,16:00,2021,311,Ligue 1 algérienne,11.544,Journée 4,11511,11503,MC Oran,Tlemcen,MC Oran - Tlemcen,2-1,2,1,0,40.0,23.0,17.0,586.0,296.0,-49.5,68.0,-100.0,168.0,92.2,7.8,0.0,,,
33,212767,2020-12-18,16:00,2021,311,Ligue 1 algérienne,11.544,Journée 4,11514,18071,Bordj Bou Arreridj,RC Relizane,Bordj Bou Arreridj - RC Relizane,0-1,0,1,2,26.0,27.0,-1.0,321.0,342.0,-6.1,33.0,1.0,32.0,57.2,22.6,20.2,1.85,1.0,0.8500000000000001
7,32470,2020-12-18,17:00,2021,27,Premier League Russie,42.300,Journée 19,89251,11770,Tambov,Ural Yekaterinburg,Tambov - Ural Yekaterinburg,1-1,1,1,1,51.0,61.0,-10.0,1006.0,1462.0,-31.2,-36.0,-13.0,-23.0,26.5,32.3,41.2,0.77,1.04,-0.27
