index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict
0,318395,2022-03-22,01:10,2022,42,Ouverture - Colombie,46.000,Temporada Regular,906,4372,Deportivo Cali,At. Nacional,Deportivo Cali - At. Nacional,,,,,70.0,81.0,-11.0,1921.0,2536.0,-24.3,-20.0,9.0,-29.0,27.0,27.5,45.6,0.98,1.36,-0.3800000000000001
6,354292,2022-03-22,01:30,2022,1780,Liga Única,5.292,Journée 7,2591,9135,Unión Española,Ñublense,Unión Española - Ñublense,,,,,75.0,48.0,27.0,2191.0,891.0,-59.3,5.0,56.0,-51.0,72.4,15.7,11.9,2.64,0.99,1.6500000000000001
2,351103,2022-03-22,02:00,2022,43,Serie A Équateur,13.000,Fase 1,907,5292,Deportivo Cuenca,Universidad Católica,Deportivo Cuenca - Universidad Católica,,,,,37.0,41.0,-4.0,527.0,631.0,-16.5,16.0,68.0,-52.0,32.3,23.2,44.5,1.45,1.74,-0.29000000000000004
1,318394,2022-03-22,03:15,2022,42,Ouverture - Colombie,46.000,Temporada Regular,2255,5940,Santa Fe,Atlético Bucaramanga,Santa Fe - Atlético Bucaramanga,,,,,77.0,67.0,10.0,2289.0,1742.0,-23.9,-14.0,-6.0,-8.0,57.8,24.2,18.1,1.67,0.81,0.8599999999999999
3,44026,2022-03-22,21:45,2022,32,Premier League,12.424,Journée 28,9990,5725,Dungannon Swifts,Cliftonville,Dungannon Swifts - Cliftonville,,,,,25.0,43.0,-18.0,310.0,698.0,-55.6,17.0,43.0,-26.0,31.8,23.5,44.7,1.41,1.71,-0.30000000000000004
4,44029,2022-03-22,21:45,2022,32,Premier League,12.424,Journée 28,11785,9993,Warrenpoint Town,Coleraine,Warrenpoint Town - Coleraine,,,,,17.0,37.0,-20.0,243.0,510.0,-52.4,7.0,36.0,-29.0,32.6,24.0,43.4,1.39,1.64,-0.25
5,410971,2022-03-22,21:45,2022,39,Premier League,10.750,Ronda Campeonato,9976,12987,Newtown,Penybont,Newtown - Penybont,,,,,29.0,22.0,7.0,376.0,289.0,-23.1,55.0,74.0,-19.0,49.5,20.4,30.2,2.2,1.71,0.4900000000000002
