index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
3,21024,2022-05-01,14:00,2022,1,Liga Santander,85.658,Journée 34,975,1887,Elche,Osasuna,Elche - Osasuna,,,,,61.0,68.0,-7.0,1421.0,1793.0,-20.7,29.0,22.0,7.0,42.8,23.5,33.6,1.68,1.46,0.21999999999999997,lllww,wlwwl
84,431512,2022-05-01,14:00,2022,13,Championnat du Danemark,23.000,Ronda de Descenso,2668,2458,Vejle BK,SonderjyskE,Vejle BK - SonderjyskE,,,,,42.0,47.0,-5.0,665.0,854.0,-22.1,29.0,13.0,16.0,47.8,23.9,28.2,1.69,1.25,0.43999999999999995,ddldw,ldlwl
83,431511,2022-05-01,14:00,2022,13,Championnat du Danemark,23.000,Ronda de Descenso,1844,83,Odense BK,AGF Aarhus,Odense BK - AGF Aarhus,,,,,50.0,44.0,6.0,947.0,745.0,-21.3,54.0,-4.0,58.0,71.9,16.4,11.6,2.48,0.9,1.58,wdwdw,ddlll
44,21303,2022-05-01,14:00,2022,2,Segunda División,42.917,Journée 38,213,1179,SD Amorebieta,Fuenlabrada,SD Amorebieta - Fuenlabrada,,,,,39.0,39.0,0.0,585.0,571.0,-2.4,21.0,-40.0,61.0,64.9,22.7,12.4,1.73,0.6,1.13,dwlwl,lllll
69,14975,2022-05-01,14:15,2022,36,Championnat de Suisse,31.778,Journée 32,10037,554,Sion,Young Boys,Sion - Young Boys,,,,,59.0,64.0,-5.0,1350.0,1613.0,-16.3,-3.0,64.0,-67.0,25.1,22.7,52.2,1.22,1.85,-0.6300000000000001,llwdl,lddlw
80,18321,2022-05-01,14:30,2022,95,NB I Hongrie,24.545,Journée 30,2781,10020,Zalaegerszegi TE,MTK Budapest,Zalaegerszegi TE - MTK Budapest,,,,,45.0,51.0,-6.0,769.0,977.0,-21.3,-11.0,10.0,-21.0,35.0,27.8,37.3,1.17,1.22,-0.050000000000000044,ddwll,dldll
30,2601,2022-05-01,14:30,2022,9,Eredivisie,49.118,Journée 31,2023,2754,PSV,Willem II,PSV - Willem II,,,,,89.0,62.0,27.0,3082.0,1487.0,-51.8,18.0,5.0,13.0,87.2,8.8,3.9,3.27,0.62,2.65,wwdww,ldllw
29,2599,2022-05-01,14:30,2022,9,Eredivisie,49.118,Journée 31,1242,2728,Go Ahead Eagles,Vitesse,Go Ahead Eagles - Vitesse,,,,,60.0,77.0,-17.0,1375.0,2301.0,-40.2,11.0,18.0,-7.0,25.7,23.5,50.7,1.18,1.75,-0.5700000000000001,lwwwl,llwll
87,398737,2022-05-01,15:00,2022,186,Premier League Belarus,19.950,Journée 6,14237,5706,Isloch,Minsk,Isloch - Minsk,,,,,43.0,55.0,-12.0,692.0,1164.0,-40.5,-6.0,1.0,-7.0,34.0,27.3,38.8,1.18,1.28,-0.10000000000000009,ldddw,ldwww
78,8092,2022-05-01,15:00,2022,128,Ekstraklasa,24.559,Journée 31,13357,13364,Termalica Nieciecza,Wisła Płock,Termalica Nieciecza - Wisła Płock,,,,,45.0,45.0,0.0,762.0,763.0,-0.1,-25.0,45.0,-70.0,28.0,26.3,45.7,1.07,1.45,-0.3799999999999999,ddllw,lwwlw
65,336291,2022-05-01,15:00,2022,22,Allsvenskan,34.650,Temporada Regular,12823,1357,Degerfors,Elfsborg,Degerfors - Elfsborg,,,,,49.0,73.0,-24.0,932.0,2048.0,-54.5,26.0,44.0,-18.0,19.1,18.0,62.9,1.36,2.53,-1.1699999999999997,lllll,ldwlw
66,336296,2022-05-01,15:00,2022,22,Allsvenskan,34.650,Temporada Regular,4540,1307,Mjällby,Helsingborgs,Mjällby - Helsingborgs,,,,,44.0,72.0,-28.0,750.0,2027.0,-63.0,0.0,31.0,-31.0,15.5,19.0,65.5,1.0,2.24,-1.2400000000000002,wwlwd,lllwd
49,50139,2022-05-01,15:00,2022,37,Süper Lig,40.599,Journée 35,1452,10065,Kayserispor,Beşiktaş,Kayserispor - Beşiktaş,,,,,66.0,82.0,-16.0,1713.0,2567.0,-33.3,20.0,-39.0,59.0,48.8,26.4,24.8,1.47,0.96,0.51,llwdd,ddwdl
0,5687,2022-05-01,15:00,2022,10,Premier League,92.270,Journée 35,1017,752,Everton,Chelsea,Everton - Chelsea,,,,,83.0,94.0,-11.0,2651.0,3495.0,-24.1,-19.0,13.0,-32.0,24.5,26.2,49.4,0.96,1.49,-0.53,llwdl,wlwlw
50,50140,2022-05-01,15:00,2022,37,Süper Lig,40.599,Journée 35,5468,12925,Alanyaspor,Yeni Malatyaspor,Alanyaspor - Yeni Malatyaspor,,,,,54.0,44.0,10.0,1129.0,728.0,-35.5,69.0,-41.0,110.0,85.3,10.5,4.2,2.88,0.52,2.36,wwlll,lllll
9,49370,2022-05-01,15:00,2022,7,Serie A,73.816,Journée 35,983,2508,Empoli,Torino,Empoli - Torino,,,,,71.0,77.0,-6.0,1976.0,2283.0,-13.4,43.0,-43.0,86.0,65.2,22.1,12.7,1.8,0.64,1.1600000000000001,dldlw,wddwd
13,15892,2022-05-01,15:00,2022,16,Ligue 1,65.204,Journée 35,2420,788,Stade Brestois,Clermont,Stade Brestois - Clermont,,,,,58.0,54.0,4.0,1273.0,1128.0,-11.4,25.0,26.0,-1.0,53.9,22.3,23.8,1.9,1.19,0.71,wdlww,lldwd
16,15904,2022-05-01,15:00,2022,16,Ligue 1,65.204,Journée 35,1728,1682,Montpellier,Metz,Montpellier - Metz,,,,,76.0,62.0,14.0,2236.0,1511.0,-32.4,-13.0,-29.0,16.0,62.6,23.6,13.8,1.68,0.64,1.04,lldll,lldll
1,5692,2022-05-01,15:00,2022,10,Premier League,92.270,Journée 35,2523,1538,Tottenham Hotspur,Leicester,Tottenham Hotspur - Leicester,,,,,89.0,80.0,9.0,3127.0,2451.0,-21.6,13.0,26.0,-13.0,62.9,19.1,17.9,2.29,1.15,1.1400000000000001,wwwld,dwldd
15,15901,2022-05-01,15:00,2022,16,Ligue 1,65.204,Journée 35,1713,224,Monaco,Angers SCO,Monaco - Angers SCO,,,,,88.0,67.0,21.0,2982.0,1753.0,-41.2,-2.0,16.0,-18.0,74.9,15.8,9.3,2.44,0.74,1.7,wwwww,lddld
14,15895,2022-05-01,15:00,2022,16,Ligue 1,65.204,Journée 35,1586,2421,Lorient,Stade de Reims,Lorient - Stade de Reims,,,,,72.0,61.0,11.0,2020.0,1458.0,-27.8,-15.0,-21.0,6.0,61.7,23.8,14.5,1.67,0.66,1.0099999999999998,lwlwl,lldwl
8,49366,2022-05-01,15:00,2022,7,Serie A,73.816,Journée 35,1692,1142,Milan,Fiorentina,Milan - Fiorentina,,,,,86.0,85.0,1.0,2829.0,2820.0,-0.3,-19.0,-2.0,-17.0,45.0,28.5,26.5,1.29,0.92,0.37,wddww,wwwll
42,6690,2022-05-01,15:30,2022,27,Premier League Russie,44.100,Journée 27,1147,11802,FK Khimki,Ufa,FK Khimki - Ufa,,,,,47.0,54.0,-7.0,839.0,1094.0,-23.3,-14.0,-19.0,5.0,39.5,30.7,29.8,1.09,0.9,0.19000000000000006,wwwdw,dwldl
53,462764,2022-05-01,16:00,2022,17,Super League,37.950,Ronda Campeonato,1863,1931,Olympiacos Piraeus,PAS Giannina,Olympiacos Piraeus - PAS Giannina,,,,,81.0,71.0,10.0,2549.0,1973.0,-22.6,-20.0,-54.0,34.0,64.3,25.6,10.1,1.49,0.42,1.07,lwddl,ldddl
73,463910,2022-05-01,16:00,2022,30,Championnat de République tchèque ,29.700,RONDA DESCENSO,10046,13178,Jablonec,Karviná,Jablonec - Karviná,,,,,63.0,48.0,15.0,1527.0,889.0,-41.8,-20.0,21.0,-41.0,46.2,25.8,27.9,1.49,1.1,0.3899999999999999,ddlll,dllwd
85,431540,2022-05-01,16:00,2022,13,Championnat du Danemark,23.000,Ronda de Descenso,9793,553,Randers,Brøndby IF,Randers - Brøndby IF,,,,,49.0,57.0,-8.0,898.0,1246.0,-27.9,6.0,14.0,-8.0,38.6,26.3,35.1,1.34,1.27,0.07000000000000006,wlllw,lllll
72,463909,2022-05-01,16:00,2022,30,Championnat de République tchèque ,29.700,RONDA DESCENSO,3682,13171,Bohemians 1905,Pardubice,Bohemians 1905 - Pardubice,,,,,48.0,40.0,8.0,892.0,600.0,-32.7,5.0,7.0,-2.0,55.0,24.0,21.0,1.69,0.95,0.74,ddldd,dlwlw
46,21347,2022-05-01,16:00,2022,2,Segunda División,42.917,Journée 38,2125,1352,Real Sporting,UD Ibiza,Real Sporting - UD Ibiza,,,,,68.0,46.0,22.0,1809.0,797.0,-55.9,-19.0,17.0,-36.0,59.0,22.5,18.5,1.84,0.92,0.92,wddll,dlwld
45,21299,2022-05-01,16:00,2022,2,Segunda División,42.917,Journée 38,64,1236,Alcorcón,Girona,Alcorcón - Girona,,,,,58.0,61.0,-3.0,1280.0,1464.0,-12.6,-37.0,-3.0,-34.0,30.3,31.5,38.2,0.88,1.03,-0.15000000000000002,lwdll,wwlwl
38,384507,2022-05-01,16:00,2022,24,Brasileirão,46.184,Journée 4,534,1429,Botafogo,EC Juventude,Botafogo - EC Juventude,,,,,81.0,51.0,30.0,2553.0,1000.0,-60.8,9.0,21.0,-12.0,80.6,12.3,7.1,2.92,0.78,2.1399999999999997,lwd,dll
74,463911,2022-05-01,16:00,2022,30,Championnat de République tchèque ,29.700,RONDA DESCENSO,13174,1153,Zlin,Teplice,Zlin - Teplice,,,,,53.0,56.0,-3.0,1075.0,1180.0,-8.9,22.0,1.0,21.0,53.0,24.0,23.1,1.71,1.04,0.6699999999999999,ddlld,wllwd
4,21011,2022-05-01,16:15,2022,1,Liga Santander,85.658,Journée 34,4235,712,Granada,Celta,Granada - Celta,,,,,69.0,82.0,-13.0,1876.0,2605.0,-28.0,-13.0,-10.0,-3.0,34.8,28.7,36.6,1.11,1.15,-0.039999999999999813,wdlld,dllwl
71,14973,2022-05-01,16:30,2022,36,Championnat de Suisse,31.778,Journée 32,10038,5804,Luzern,Lausanne Sports,Luzern - Lausanne Sports,,,,,58.0,50.0,8.0,1315.0,962.0,-26.8,6.0,-1.0,7.0,58.7,22.8,18.5,1.81,0.91,0.9,lddwl,lwdwl
89,430463,2022-05-01,16:30,2022,185,Premier League Bosnie,18.182,Journée 28,5848,17005,Leotar,Velež Mostar,Leotar - Velež Mostar,,,,,33.0,34.0,-1.0,432.0,458.0,-5.7,-21.0,39.0,-60.0,29.9,26.9,43.3,1.09,1.38,-0.2899999999999998,ldlwl,lwwdw
70,14971,2022-05-01,16:30,2022,36,Championnat de Suisse,31.778,Journée 32,10035,4089,Basel,Zurich,Basel - Zurich,,,,,71.0,55.0,16.0,1934.0,1156.0,-40.2,41.0,90.0,-49.0,61.1,17.0,21.9,2.86,1.74,1.1199999999999999,wdddw,wdlww
25,35401,2022-05-01,16:30,2022,19,Liga NOS,49.412,Journée 32,2730,11311,Vitória Guimarães,CD Santa Clara,Vitória Guimarães - CD Santa Clara,,,,,76.0,52.0,24.0,2213.0,1029.0,-53.5,18.0,-8.0,26.0,85.2,10.3,4.5,2.98,0.58,2.4,lwlwd,dlwdd
31,2598,2022-05-01,16:45,2022,9,Eredivisie,49.118,Journée 31,1167,1135,Fortuna Sittard,Feyenoord,Fortuna Sittard - Feyenoord,,,,,45.0,83.0,-38.0,785.0,2674.0,-70.6,19.0,36.0,-17.0,5.6,9.5,84.9,0.88,3.46,-2.58,lldww,wlwww
81,18323,2022-05-01,17:00,2022,95,NB I Hongrie,24.545,Journée 30,2578,13182,Újpest FC,Gyirmot,Újpest FC - Gyirmot,,,,,55.0,47.0,8.0,1170.0,858.0,-26.7,24.0,7.0,17.0,60.7,20.7,18.6,2.07,1.06,1.0099999999999998,lwwwl,lldld
98,456326,2022-05-01,17:00,2022,386,Super Liga,11.429,Ronda Campeonato,13483,6017,Vojvodina Novi Sad,Crvena Zvezda,Vojvodina Novi Sad - Crvena Zvezda,,,,,44.0,44.0,0.0,750.0,750.0,0.0,-1.0,126.0,-127.0,23.5,20.0,56.5,1.42,2.26,-0.8399999999999999,lwwll,wwdww
17,15890,2022-05-01,17:05,2022,16,Ligue 1,65.204,Journée 35,527,1799,Girondins Bordeaux,Nice,Girondins Bordeaux - Nice,,,,,79.0,80.0,-1.0,2420.0,2455.0,-1.4,16.0,-8.0,24.0,56.5,23.8,19.7,1.71,0.9,0.8099999999999999,dwldl,dlwlw
68,336297,2022-05-01,17:30,2022,22,Allsvenskan,34.650,Temporada Regular,1221,92,GIF Sundsvall,AIK Solna,GIF Sundsvall - AIK Solna,,,,,61.0,71.0,-10.0,1437.0,1973.0,-27.2,16.0,18.0,-2.0,36.8,24.6,38.6,1.45,1.49,-0.040000000000000036,lllwl,lwlww
2,5694,2022-05-01,17:30,2022,10,Premier League,92.270,Journée 35,2804,263,West Ham,Arsenal,West Ham - Arsenal,,,,,79.0,92.0,-13.0,2417.0,3348.0,-27.8,-4.0,-11.0,7.0,30.4,27.1,42.5,1.1,1.35,-0.25,lwldl,lllww
79,8093,2022-05-01,17:30,2022,128,Ekstraklasa,24.559,Journée 31,1703,2757,KS Cracovia,Wisla Kraków,KS Cracovia - Wisla Kraków,,,,,51.0,57.0,-6.0,994.0,1263.0,-21.3,-6.0,5.0,-11.0,36.5,27.9,35.6,1.19,1.17,0.020000000000000018,lwlww,ldwdl
67,336290,2022-05-01,17:30,2022,22,Allsvenskan,34.650,Temporada Regular,3046,12816,Häcken,Varbergs,Häcken - Varbergs,,,,,67.0,44.0,23.0,1745.0,750.0,-57.0,38.0,33.0,5.0,79.2,12.7,8.1,2.93,0.87,2.06,wwldd,wlwld
76,417913,2022-05-01,18:00,2022,20,Liga 1,29.375,Ronda Descenso,112187,7556,U Craiova 1948,UTA Arad,U Craiova 1948 - UTA Arad,,,,,40.0,47.0,-7.0,593.0,856.0,-30.7,-16.0,-38.0,22.0,43.2,33.1,23.6,1.03,0.68,0.35,wdwwl,lwllw
82,454617,2022-05-01,18:00,2022,205,A PFG,23.100,Ronda Campeonato,4565,4058,Slavia Sofia,Cherno More Varna,Slavia Sofia - Cherno More Varna,,,,,55.0,57.0,-2.0,1148.0,1259.0,-8.8,-19.0,-12.0,-7.0,40.8,30.2,29.0,1.13,0.91,0.21999999999999986,dlwll,wwwll
86,431541,2022-05-01,18:00,2022,13,Championnat du Danemark,23.000,Ronda de Descenso,9799,1078,Midtjylland,Kobenhavn,Midtjylland - Kobenhavn,,,,,58.0,62.0,-4.0,1297.0,1500.0,-13.5,20.0,67.0,-47.0,33.2,22.6,44.2,1.55,1.82,-0.27,wlwww,wwlwl
54,462765,2022-05-01,18:00,2022,17,Super League,37.950,Ronda Campeonato,1911,254,Panathinaikos,Aris Thessaloniki,Panathinaikos - Aris Thessaloniki,,,,,81.0,56.0,25.0,2556.0,1184.0,-53.7,15.0,9.0,6.0,81.1,12.0,6.9,2.95,0.78,2.17,ddwdw,lddww
43,6687,2022-05-01,18:00,2022,27,Premier League Russie,44.100,Journée 27,2481,865,Akhmat Grozny,CSKA Moskva,Akhmat Grozny - CSKA Moskva,,,,,63.0,80.0,-17.0,1554.0,2472.0,-37.1,8.0,-3.0,11.0,32.4,26.5,41.2,1.19,1.38,-0.18999999999999995,ldlll,wdldw
95,432952,2022-05-01,18:00,2022,97,Liga A1,13.800,Ronda Descenso,1748,1293,FC Ashdod,Hapoel Kiryat Shmona,FC Ashdod - Hapoel Kiryat Shmona,,,,,29.0,43.0,-14.0,363.0,701.0,-48.2,-6.0,45.0,-51.0,26.4,24.2,49.4,1.16,1.67,-0.51,lwlww,wdwww
10,49375,2022-05-01,18:00,2022,7,Serie A,73.816,Journée 35,2573,1381,Udinese,Inter,Udinese - Inter,,,,,76.0,85.0,-9.0,2212.0,2787.0,-20.6,42.0,5.0,37.0,44.6,24.2,31.2,1.63,1.33,0.2999999999999998,wwldw,wwwwl
48,21344,2022-05-01,18:15,2022,2,Segunda División,42.917,Journée 38,3287,643,Ponferradina,FC Cartagena,Ponferradina - FC Cartagena,,,,,49.0,49.0,0.0,918.0,902.0,-1.7,26.0,0.0,26.0,55.2,23.7,21.1,1.73,0.97,0.76,lllww,lllww
47,21338,2022-05-01,18:15,2022,2,Segunda División,42.917,Journée 38,1598,2477,Lugo,Tenerife,Lugo - Tenerife,,,,,53.0,55.0,-2.0,1052.0,1171.0,-10.2,-14.0,20.0,-34.0,35.5,27.4,37.1,1.2,1.24,-0.040000000000000036,llwld,ldwwd
5,21021,2022-05-01,18:30,2022,1,Liga Santander,85.658,Journée 34,2080,2120,Rayo Vallecano,R. Sociedad,Rayo Vallecano - R. Sociedad,,,,,64.0,82.0,-18.0,1598.0,2575.0,-37.9,9.0,9.0,0.0,27.4,24.6,48.0,1.16,1.62,-0.4600000000000002,ddlww,dwwdl
99,456329,2022-05-01,18:30,2022,386,Super Liga,11.429,Ronda Campeonato,80053,13455,Bačka Topola,FK Vozdovac,Bačka Topola - FK Vozdovac,,,,,18.0,33.0,-15.0,250.0,432.0,-42.1,24.0,-2.0,26.0,47.8,25.2,27.0,1.56,1.11,0.44999999999999996,lwwll,wldww
23,305532,2022-05-01,19:00,2022,141,Liga MX - Clôture ,56.250,Journée 17,2035,10279,Pumas UNAM,Pachuca,Pumas UNAM - Pachuca,,,,,70.0,74.0,-4.0,1895.0,2124.0,-10.8,16.0,26.0,-10.0,44.2,24.2,31.6,1.63,1.34,0.2899999999999998,wdwll,wdwww
26,35406,2022-05-01,19:00,2022,19,Liga NOS,49.412,Journée 32,1737,513,Moreirense,Boavista,Moreirense - Boavista,,,,,68.0,62.0,6.0,1800.0,1495.0,-16.9,-6.0,3.0,-9.0,52.0,25.4,22.6,1.57,0.94,0.6300000000000001,llwwl,lwwll
75,463896,2022-05-01,19:00,2022,30,Championnat de République tchèque ,29.700,RONDA DESCENSO,10057,10054,Slavia Praha,Viktoria Plzeň,Slavia Praha - Viktoria Plzeň,,,,,62.0,68.0,-6.0,1479.0,1800.0,-17.8,42.0,-15.0,57.0,56.6,23.5,19.9,1.75,0.93,0.82,dwwwl,ddwww
63,308139,2022-05-01,19:00,2022,69,MLS,35.594,Journée 12,59736,11886,New York City,San Jose Earthquakes,New York City - San Jose Earthquakes,,,,,63.0,66.0,-3.0,1538.0,1717.0,-10.4,64.0,19.0,45.0,56.9,20.8,22.3,2.11,1.26,0.8499999999999999,ldwll,lldld
100,456328,2022-05-01,19:05,2022,386,Super Liga,11.429,Ronda Campeonato,13493,3658,Napredak Krusevac,Partizan Beograd,Napredak Krusevac - Partizan Beograd,,,,,37.0,44.0,-7.0,523.0,750.0,-30.3,-15.0,41.0,-56.0,26.0,25.2,48.8,1.08,1.57,-0.49,lwlll,wddww
96,432921,2022-05-01,19:15,2022,97,Liga A1,13.800,Ronda Descenso,1610,4430,Maccabi Netanya FC,Hapoel Be'er Sheva,Maccabi Netanya FC - Hapoel Be'er Sheva,,,,,32.0,49.0,-17.0,423.0,903.0,-53.2,-11.0,4.0,-15.0,31.1,27.5,41.4,1.09,1.31,-0.21999999999999997,lddlw,wldwd
51,50142,2022-05-01,19:30,2022,37,Süper Lig,40.599,Journée 35,1192,2343,Galatasaray SK,Sivasspor,Galatasaray SK - Sivasspor,,,,,81.0,61.0,20.0,2500.0,1432.0,-42.7,-13.0,14.0,-27.0,63.2,20.8,16.0,2.01,0.9,1.1099999999999999,lwlww,wdldw
52,50146,2022-05-01,19:30,2022,37,Süper Lig,40.599,Journée 35,1248,663,Göztepe,Rizespor,Göztepe - Rizespor,,,,,49.0,64.0,-15.0,911.0,1610.0,-43.4,-9.0,-26.0,17.0,37.4,30.4,32.2,1.07,0.97,0.10000000000000009,lllld,wlwdl
88,398736,2022-05-01,19:30,2022,186,Premier League Belarus,19.950,Journée 6,5854,120669,Dinamo Brest,Arsenal Dzyarzhynsk,Dinamo Brest - Arsenal Dzyarzhynsk,,,,,47.0,35.0,12.0,823.0,472.0,-42.6,-24.0,41.0,-65.0,34.1,25.9,39.9,1.27,1.4,-0.1299999999999999,ddlll,lddld
32,2602,2022-05-01,20:00,2022,9,Eredivisie,49.118,Journée 31,2169,1068,RKC Waalwijk,Groningen,RKC Waalwijk - Groningen,,,,,54.0,75.0,-21.0,1134.0,2165.0,-47.6,13.0,46.0,-33.0,16.2,18.0,65.9,1.14,2.44,-1.3,dwdll,wwlll
