index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
1,318457,2022-05-03,00:00,2022,42,Ouverture - Colombie,49.000,Temporada Regular,11323,5944,Águilas Doradas,Deportivo Pasto,Águilas Doradas - Deportivo Pasto,,,,,67.0,66.0,1.0,1751.0,1698.0,-3.0,-29.0,-33.0,4.0,46.5,32.1,21.4,1.11,0.65,0.4600000000000001,ldlww,dwdwd
3,384505,2022-05-03,01:00,2022,24,Brasileirão,46.184,Journée 4,2275,2270,São Paulo,Santos FC,São Paulo - Santos FC,,,,,81.0,84.0,-3.0,2550.0,2693.0,-5.3,-19.0,-36.0,17.0,48.4,31.3,20.3,1.16,0.64,0.5199999999999999,wld,dww
2,318453,2022-05-03,02:30,2022,42,Ouverture - Colombie,49.000,Temporada Regular,207,5933,América de Cali,Alianza Petrolera,América de Cali - Alianza Petrolera,,,,,64.0,63.0,1.0,1610.0,1530.0,-5.0,10.0,-11.0,21.0,57.6,23.7,18.6,1.71,0.86,0.85,lwldd,wldwl
4,352798,2022-05-03,07:00,2022,58,Championnat J1,27.022,Journée 11,1771,1479,Nagoya Grampus,Kyoto Sanga,Nagoya Grampus - Kyoto Sanga,,,,,25.0,49.0,-24.0,314.0,924.0,-66.0,12.0,-6.0,18.0,42.2,26.0,31.8,1.43,1.2,0.22999999999999998,wlddl,wdwwl
5,352799,2022-05-03,07:00,2022,58,Championnat J1,27.022,Journée 11,2245,1446,Sanfrecce Hiroshima,Kashiwa Reysol,Sanfrecce Hiroshima - Kashiwa Reysol,,,,,40.0,41.0,-1.0,611.0,634.0,-3.6,-11.0,18.0,-29.0,36.8,27.1,36.2,1.25,1.24,0.010000000000000009,wwwdd,wwlll
6,352800,2022-05-03,08:00,2022,58,Championnat J1,27.022,Journée 11,1445,1423,Kashima Antlers,Júbilo Iwata,Kashima Antlers - Júbilo Iwata,,,,,44.0,40.0,4.0,719.0,607.0,-15.6,-8.0,63.0,-71.0,31.1,24.2,44.7,1.32,1.63,-0.30999999999999983,wwldw,ldddw
7,352801,2022-05-03,08:00,2022,58,Championnat J1,27.022,Journée 11,4521,2329,Shonan Bellmare,Shimizu S-Pulse,Shonan Bellmare - Shimizu S-Pulse,,,,,24.0,41.0,-17.0,309.0,619.0,-50.1,-43.0,5.0,-48.0,22.7,30.9,46.4,0.72,1.16,-0.43999999999999995,lldwl,ldddd
8,352802,2022-05-03,08:00,2022,58,Championnat J1,27.022,Journée 11,5780,723,Sagan Tosu,Cerezo Osaka,Sagan Tosu - Cerezo Osaka,,,,,41.0,57.0,-16.0,616.0,1248.0,-50.6,17.0,-1.0,18.0,42.4,25.3,32.2,1.49,1.27,0.21999999999999997,dwldw,wlwdl
9,352803,2022-05-03,10:00,2022,58,Championnat J1,27.022,Journée 11,403,1110,Avispa Fukuoka,FC Tokyo,Avispa Fukuoka - FC Tokyo,,,,,26.0,43.0,-17.0,322.0,703.0,-54.2,5.0,-13.0,18.0,41.4,28.1,30.4,1.26,1.04,0.21999999999999997,dlldw,wdddw
19,282392,2022-05-03,11:05,2022,54,A-League,12.500,Journée 9,4087,719,Brisbane Roar,Central Coast Mariners,Brisbane Roar - Central Coast Mariners,,,,,35.0,30.0,5.0,473.0,389.0,-17.8,-1.0,58.0,-59.0,34.9,24.5,40.7,1.41,1.54,-0.13000000000000012,,
