index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_note,visitor_note,delta_note,local_elo,visitor_elo,delta_elo,local_tilt,visitor_tilt,delta_tilt,prob1,probX,prob2,local_goal_predict,visitor_goal_predict,delta_goal_predict,local_string_form,visitor_string_form
10,18329,2022-05-03,16:30,2022,95,NB I Hongrie,24.545,Journée 31,11783,890,Mezőkövesd-Zsory,Debreceni VSC,Mezőkövesd-Zsory - Debreceni VSC,,,,,45.0,58.0,-13.0,756.0,1277.0,-40.8,13.0,23.0,-10.0,34.2,24.5,41.2,1.39,1.54,-0.15000000000000013,wwlwl,dlwll
17,143447,2022-05-03,16:45,2022,182,Superliga Albanie,15.889,Temporada Regular,9082,9105,Kukësi,Partizani Tirana,Kukësi - Partizani Tirana,,,,,45.0,41.0,4.0,768.0,636.0,-17.2,3.0,-2.0,5.0,52.8,25.0,22.3,1.6,0.95,0.6500000000000001,ddldl,wwddw
18,143448,2022-05-03,16:45,2022,182,Superliga Albanie,15.889,Temporada Regular,10060,5828,KF Tirana,Teuta Durrës,KF Tirana - Teuta Durrës,,,,,48.0,41.0,7.0,862.0,636.0,-26.2,48.0,8.0,40.0,67.6,17.9,14.5,2.39,1.02,1.37,dwwll,dldww
12,383706,2022-05-03,17:00,2022,31,Veikkausliiga,20.080,Journée 6,1378,1328,Inter Turku,HJK Helsinki,Inter Turku - HJK Helsinki,,,,,55.0,61.0,-6.0,1160.0,1427.0,-18.7,1.0,32.0,-31.0,32.3,25.3,42.4,1.27,1.49,-0.21999999999999997,lwlww,wwwlw
13,338970,2022-05-03,17:00,2022,301,Umaglesi Liga Géorgie,16.146,Journée 11,9259,9166,Dila Gori,Torpedo Kutaisi,Dila Gori - Torpedo Kutaisi,,,,,47.0,47.0,0.0,843.0,853.0,-1.2,5.0,4.0,1.0,48.0,25.9,26.2,1.5,1.04,0.45999999999999996,lwwdl,wddll
14,338971,2022-05-03,17:00,2022,301,Umaglesi Liga Géorgie,16.146,Journée 11,11151,11150,Dinamo Tbilisi,Dinamo Batumi,Dinamo Tbilisi - Dinamo Batumi,,,,,21.0,47.0,-26.0,281.0,825.0,-65.9,6.0,67.0,-61.0,20.8,20.5,58.7,1.2,2.14,-0.9400000000000002,dddlw,wwwwd
11,18330,2022-05-03,18:30,2022,95,NB I Hongrie,24.545,Journée 31,6480,556,Fehérvár,Budapest Honved,Fehérvár - Budapest Honved,,,,,60.0,52.0,8.0,1378.0,1017.0,-26.2,5.0,55.0,-50.0,46.4,23.0,30.6,1.79,1.42,0.3700000000000001,wdwdw,dlldd
15,338973,2022-05-03,19:00,2022,301,Umaglesi Liga Géorgie,16.146,Journée 11,13582,17572,Saburtalo,Gagra,Saburtalo - Gagra,,,,,45.0,37.0,8.0,777.0,509.0,-34.5,33.0,51.0,-18.0,53.3,21.6,25.1,2.01,1.32,0.6899999999999997,ddwwl,ldlww
16,338974,2022-05-03,19:00,2022,301,Umaglesi Liga Géorgie,16.146,Journée 11,141081,11154,FC Telavi,Sioni,FC Telavi - Sioni,,,,,45.0,39.0,6.0,783.0,572.0,-26.9,-23.0,86.0,-109.0,27.0,23.4,49.5,1.24,1.76,-0.52,ddllw,wddwd
0,456929,2022-05-03,21:00,2022,107,Ligue des Champions,95.000,Demi-finales,2716,3845,Villarreal,Liverpool,Villarreal - Liverpool,,,,,86.0,90.0,-4.0,2844.0,3159.0,-10.0,24.0,23.0,1.0,43.8,24.3,31.9,1.61,1.34,0.27,,
