id,name,symbol,slug,rank,is_active,first_historical_data,last_historical_data
4279,Swipe,SXP,swipe,159,1,2019-08-26T14:49:06.000Z,2022-01-23T11:59:00.000Z
4280,12Ships,TSHP,12ships,5410,1,2019-08-26T20:14:10.000Z,2022-01-23T11:59:00.000Z
4283,BitForex Token,BF,bitforex-token,699,1,2019-08-31T00:04:14.000Z,2022-01-23T11:59:00.000Z
4284,DABANKING,DAB,dabanking,2501,1,2019-08-28T06:09:11.000Z,2022-01-23T11:59:00.000Z
4286,ZENZO,ZNZ,zenzo,2135,1,2019-08-26T19:54:08.000Z,2022-01-23T11:59:00.000Z
4287,Jobchain,JOB,jobchain,1205,1,2019-12-23T04:19:14.000Z,2022-01-23T11:59:00.000Z
4289,IOEX,IOEX,ioex,7181,1,2019-08-26T14:54:07.000Z,2022-01-23T11:59:00.000Z
4290,EMOGI Network,LOL,emogi-network,5516,1,2019-08-26T14:59:14.000Z,2022-01-23T11:59:00.000Z
4291,Krypton Galaxy Coin,KGC,krypton-galaxy-coin,5546,1,2019-08-26T19:54:08.000Z,2022-01-23T11:59:00.000Z
4292,Nibble,NBXC,nibble,2824,1,2020-06-02T20:44:10.000Z,2022-01-23T11:59:00.000Z
4293,PERL.eco,PERL,perlin,744,1,2019-08-26T14:49:06.000Z,2022-01-23T11:59:00.000Z
4297,Netbox Coin,NBX,netbox-coin,1881,1,2019-09-09T03:24:06.000Z,2022-01-23T11:59:00.000Z
4298,Rapidz,RPZX,rapidz,2350,1,2019-10-17T23:19:12.000Z,2022-01-23T11:59:00.000Z
4299,Tokoin,TOKO,tokoin,1278,1,2019-08-28T23:04:13.000Z,2022-01-23T11:59:00.000Z
4300,VideoCoin,VID,videocoin,541,1,2019-08-28T23:09:14.000Z,2022-01-23T11:59:00.000Z
4301,Tutor's Diary,TUDA,tutors-diary,8166,1,2019-10-18T23:24:05.000Z,2022-01-23T11:59:00.000Z
4306,BitcoinSoV,BSOV,bitcoinsov,8403,1,2020-06-19T22:59:24.000Z,2022-01-23T11:59:00.000Z
4307,UNICORN Token,UNI,unicorn-token,2724,1,2019-10-21T06:44:09.000Z,2022-01-23T11:59:00.000Z
4309,Cryptocean,CRON,cryptocean,1017,1,2019-09-02T05:34:11.000Z,2022-01-23T11:59:00.000Z
4315,Vidulum,VDL,vidulum,1208,1,2020-05-26T02:24:16.000Z,2022-01-23T11:59:00.000Z
4324,Junsonmingchncoin,JMC,junsonmingchncoin,8404,1,2020-06-22T01:09:18.000Z,2022-01-23T11:59:00.000Z
4325,Bitscoin,BTCX,bitscoin,8405,1,2020-05-19T01:04:04.000Z,2022-01-23T11:59:00.000Z
4344,ImageCash,IMGC,imagecash,2740,1,2020-04-27T21:49:20.000Z,2022-01-23T11:59:00.000Z
4359,Aeryus,AER,aeryus,2766,1,2020-06-23T01:29:20.000Z,2022-01-23T11:59:00.000Z
4361,Bitpanda Ecosystem Token,BEST,bitpanda-ecosystem-token,241,1,2019-10-18T19:24:14.000Z,2022-01-23T11:59:00.000Z
4365,Streamit Coin,STREAM,streamit-coin,2694,1,2019-09-02T05:34:11.000Z,2022-01-23T11:59:00.000Z
4366,MixMarvel,MIX,mixmarvel,543,1,2019-09-02T07:19:10.000Z,2022-01-23T11:59:00.000Z
4379,SWTCoin,SWAT,swtcoin,8187,1,2021-12-30T11:51:05.000Z,2022-01-23T11:56:00.000Z
4381,MYCE,YCE,myce,4903,1,2020-11-09T02:15:00.000Z,2022-01-23T11:55:00.000Z
4384,CaluraCoin,CLC,caluracoin,2537,1,2020-01-10T01:34:14.000Z,2022-01-23T11:59:00.000Z
4385,Daikicoin,DIC,daikicoin,5481,1,2020-04-20T01:19:11.000Z,2022-01-23T11:59:00.000Z
4388,ExchangeCoin,EXCC,exchange-coin,3904,1,2021-05-05T18:19:05.000Z,2022-01-23T11:59:00.000Z
4397,PEPS Coin,PEPS,peps-coin,1599,1,2020-05-08T21:34:17.000Z,2022-01-23T11:59:00.000Z
4411,TenUp,TUP,tenup,1772,1,2020-11-15T21:00:00.000Z,2022-01-23T11:55:00.000Z
4424,XDAG,XDAG,xdag,5114,1,2020-04-27T21:54:02.000Z,2022-01-23T11:59:00.000Z
4427,BITICA DIGITAL CRYPTO CURRENCY,BDCC,bdcc-bitica-coin,6279,1,2020-08-03T02:59:26.000Z,2022-01-23T11:59:00.000Z
4430,VNX,VNXLU,vnx,1740,1,2019-12-10T00:44:12.000Z,2022-01-23T11:59:00.000Z
4431,VIDY,VIDY,vidy,1489,1,2019-09-04T09:39:10.000Z,2022-01-23T11:59:00.000Z
4439,Kripton,LPK,kripton,8406,1,2021-07-27T18:27:05.000Z,2022-01-23T11:57:00.000Z
4441,Vectorspace AI,VXV,vectorspace-ai,398,1,2019-12-04T22:24:07.000Z,2022-01-23T11:59:00.000Z
4448,Electronero,ETNX,electronero,8407,1,2020-03-10T00:59:10.000Z,2022-01-23T11:59:00.000Z
4452,BidiPass,BDP,bidipass,2446,1,2019-09-05T03:29:14.000Z,2022-01-23T11:59:00.000Z
4460,PirateCash,PIRATE,piratecash,2098,1,2020-08-19T21:34:21.000Z,2022-01-23T11:59:00.000Z
4466,Ormeus Ecosystem,ECO,ormeus-ecosystem,2181,1,2019-11-19T01:29:09.000Z,2022-01-23T11:59:00.000Z
4467,Nestree,EGG,nestree,872,1,2019-09-09T05:14:04.000Z,2022-01-23T11:59:00.000Z
4487,Secure Cash,SCSX,secure-cash,8078,1,2020-03-02T11:09:09.000Z,2022-01-23T11:59:00.000Z
4490,Emirex Token,EMRX,emirex-token,879,1,2019-09-10T08:34:12.000Z,2022-01-23T11:59:00.000Z
4491,Flits,FLS,flits,6263,1,2020-06-25T00:29:16.000Z,2022-01-23T11:59:00.000Z
4495,VENA,VENA,vena,8408,1,2019-09-17T23:09:14.000Z,2022-01-23T11:59:00.000Z
4502,Altbet,ABET,altbet,8330,1,2020-03-09T00:54:05.000Z,2022-01-23T11:59:00.000Z
4505,Midas,MIDAS,midas,5436,1,2019-10-23T04:29:14.000Z,2022-01-23T11:59:00.000Z
4506,Hotbit Token,HTB,hotbit-token,3605,1,2021-05-14T11:33:06.000Z,2022-01-23T11:58:00.000Z
4508,Voltz,VOLTZ,voltz,8188,1,2019-10-24T11:59:10.000Z,2022-01-23T11:59:00.000Z
4510,Mchain,MAR,mchain,2641,1,2020-07-07T03:29:18.000Z,2022-01-23T11:59:00.000Z
4512,LINK,LN,link,219,1,2020-03-05T00:14:04.000Z,2022-01-23T11:59:00.000Z
4520,Decentralized Vulnerability Platform,DVP,decentralized-vulnerability-platform,1775,1,2019-09-11T19:44:09.000Z,2022-01-23T11:59:00.000Z
4525,Lightyears,YEAR,lightyears,7904,1,2021-06-14T18:05:07.000Z,2022-01-23T11:55:00.000Z
4534,BITTO,BITTO,bitto,2237,1,2020-04-06T21:09:11.000Z,2022-01-23T11:59:00.000Z
4538,Sombe,SBE,sombe,8409,1,2020-02-25T22:44:09.000Z,2022-01-23T11:59:00.000Z
4542,Scrypta,LYRA,scrypta,2358,1,2020-08-04T22:44:15.000Z,2022-01-23T11:59:00.000Z
4545,City Coin,CITY,city-coin,5705,1,2020-01-28T02:04:09.000Z,2022-01-23T11:59:00.000Z
4546,01coin,ZOC,01coin,8256,1,2020-09-21T10:50:39.000Z,2022-01-23T11:55:00.000Z
4549,LEXIT,LEXI,lexit,2960,1,2021-06-04T10:41:05.000Z,2022-01-23T11:56:00.000Z
4552,Aircoins,AIRX,aircoins,5778,1,2021-03-23T01:35:00.000Z,2022-01-23T11:55:00.000Z
4555,Fedora Gold,FED,fedora-gold,6463,1,2021-04-08T00:57:05.000Z,2022-01-23T11:57:00.000Z
4557,USDX [Lighthouse],USDX,usdx-lighthouse,2464,1,2019-10-31T20:59:14.000Z,2022-01-23T11:59:00.000Z
4558,Flow,FLOW,flow,57,1,2021-01-26T15:45:00.000Z,2022-01-23T11:55:00.000Z
4566,DigitalBits,XDB,digitalbits,153,1,2019-09-13T04:29:11.000Z,2022-01-23T11:59:00.000Z
4568,JFIN,JFC,jfin,2936,1,2021-01-12T11:20:00.000Z,2022-01-23T11:55:00.000Z
4571,HEdpAY,HDP.ф,hedpay,6577,1,2021-06-10T19:30:06.000Z,2022-01-23T11:55:00.000Z
4577,LunchMoney,LMY,lunchmoney,2212,1,2020-06-29T19:59:21.000Z,2022-01-23T11:59:00.000Z
4586,ProBit Token,PROB,probit-token,960,1,2019-09-13T22:39:12.000Z,2022-01-23T11:59:00.000Z
4594,SovranoCoin,SVR,sovranocoin,2762,1,2020-04-10T05:19:16.000Z,2022-01-23T11:59:00.000Z
4618,Akoin,AKN,akoin,5016,1,2020-11-19T08:15:00.000Z,2022-01-23T11:55:00.000Z
4621,dForce USDx,USDX,dforce-usdx,8410,1,2019-12-30T01:54:13.000Z,2022-01-23T11:59:00.000Z
4623,Gomics,GOM,gomics,6584,1,2019-09-16T03:29:07.000Z,2022-01-23T11:59:00.000Z
4629,BOSCore,BOS,boscore,8411,1,2020-06-23T21:49:16.000Z,2022-01-23T11:59:00.000Z
4630,Sierracoin,SIERRA,sierracoin,8412,1,2020-04-27T22:49:21.000Z,2022-01-23T11:59:00.000Z
4633,CryptoBossCoin,CBC,cryptobosscoin,8413,1,2019-11-01T00:44:08.000Z,2022-01-23T11:59:00.000Z
4642,Hedera,HBAR,hedera,32,1,2019-09-17T09:14:12.000Z,2022-01-23T11:59:00.000Z
4644,Poseidon Network,QQQ,poseidon-network,814,1,2019-09-17T02:49:07.000Z,2022-01-23T11:59:00.000Z
4646,Beaxy,BXY,beaxy,2040,1,2019-09-25T02:29:12.000Z,2022-01-23T11:59:00.000Z
4647,PUBLISH,NEWS,publish,1436,1,2019-09-17T07:44:14.000Z,2022-01-23T11:59:00.000Z
4660,Telos,TLOS,telos,296,1,2019-09-19T05:29:13.000Z,2022-01-23T11:59:00.000Z
4674,Whole Network,NODE,whole-network,5478,1,2019-09-26T20:24:08.000Z,2022-01-23T11:59:00.000Z
4677,Tepleton,TEP,tepleton,7978,1,2019-10-08T23:49:10.000Z,2022-01-23T11:59:00.000Z
4678,Global Digital Content,GDC,global-digital-content,4614,1,2019-09-25T03:24:12.000Z,2022-01-23T11:59:00.000Z
4679,Band Protocol,BAND,band-protocol,327,1,2019-09-18T12:34:06.000Z,2022-01-23T11:59:00.000Z
4680,FYDcoin,FYD,fydcoin,1496,1,2020-02-23T22:04:16.000Z,2022-01-23T11:59:00.000Z
4681,Color Platform,CLR,color-platform,1855,1,2019-10-03T09:59:12.000Z,2022-01-23T11:59:00.000Z
4682,Hyper Speed Network,HSN,hyper-speed-network,2603,1,2019-09-20T02:29:08.000Z,2022-01-23T11:59:00.000Z
4687,Binance USD,BUSD,binance-usd,13,1,2019-09-20T08:34:14.000Z,2022-01-23T11:59:00.000Z
4691,Zano,ZANO,zano,843,1,2020-01-17T06:54:08.000Z,2022-01-23T11:59:00.000Z
4693,Global X Change Token,GXT,global-x-change-token,8333,1,2019-12-13T22:04:15.000Z,2022-01-23T11:59:00.000Z
4695,Echoin,EC,echoin,3744,1,2019-09-23T05:34:13.000Z,2022-01-23T11:59:00.000Z
4697,Rivex,RVX,rivex,4603,1,2020-05-11T01:39:06.000Z,2022-01-23T11:59:00.000Z
4702,Rupiah Token,IDRT,rupiah-token,1084,1,2019-09-24T06:09:09.000Z,2022-01-23T11:59:00.000Z
4703,BonusCloud,BXC,bonuscloud,1660,1,2019-09-24T12:44:15.000Z,2022-01-23T11:59:00.000Z
4704,Banano,BAN,banano,832,1,2020-01-22T04:29:06.000Z,2022-01-23T11:59:00.000Z
4705,PAX Gold,PAXG,pax-gold,139,1,2019-09-26T02:29:13.000Z,2022-01-23T11:59:00.000Z
4709,XcelToken Plus,XLAB,xceltoken-plus,1928,1,2019-09-27T03:39:13.000Z,2022-01-23T11:59:00.000Z
4710,Cere Network,CERE,cere-network,2972,1,2021-11-08T13:04:07.000Z,2022-01-23T11:59:00.000Z
4712,AmonD,AMON,amond,1745,1,2019-09-28T11:09:13.000Z,2022-01-23T11:59:00.000Z
4715,Tokenize Xchange,TKX,tokenize-xchange,6561,1,2020-09-23T01:20:00.000Z,2022-01-23T11:55:00.000Z
4737,ITO Utility Token,IUT,ito-utility-token,2573,1,2020-10-22T08:35:00.000Z,2022-01-23T11:55:00.000Z
4746,Quiztok,QTCON,quiztok,765,1,2020-04-28T22:14:12.000Z,2022-01-23T11:59:00.000Z
4747,Velas,VLX,velas,105,1,2019-10-03T02:34:08.000Z,2022-01-23T11:59:00.000Z
4749,Bit Trust System,BIUT,bit-trust-system,8414,1,2019-12-24T02:44:10.000Z,2022-01-23T11:59:00.000Z
4752,CUTcoin,CUT,cutcoin,810,1,2019-11-19T01:14:10.000Z,2022-01-23T11:59:00.000Z
4754,INLOCK,ILK,inlock,8415,1,2019-11-01T00:34:15.000Z,2022-01-23T11:59:00.000Z
4757,Robonomics.network,XRT,robonomics-network,1109,1,2020-06-08T01:09:15.000Z,2022-01-23T11:59:00.000Z
4758,dForce,DF,dforce,626,1,2020-06-22T01:04:16.000Z,2022-01-23T11:59:00.000Z
4760,PANTHEON X,XPN,pantheon-x,1583,1,2020-05-13T22:59:11.000Z,2022-01-23T11:59:00.000Z
4761,NuCypher,NU,nucypher,142,1,2020-10-15T06:00:00.000Z,2022-01-23T11:55:00.000Z
4769,EOS Force,EOSC,eos-force,1088,1,2019-10-10T03:14:15.000Z,2022-01-23T11:59:00.000Z
4773,PocketNode,NODE,pocketnode,7926,1,2020-03-03T00:24:14.000Z,2022-01-23T11:59:00.000Z
4774,1irstGold,1GOLD,1irstgold,5067,1,2019-12-04T02:54:13.000Z,2022-01-23T11:59:00.000Z
4777,Azbit,AZ,azbit,1850,1,2019-10-13T18:54:09.000Z,2022-01-23T11:59:00.000Z
4779,HUSD,HUSD,husd,230,1,2019-10-15T02:49:08.000Z,2022-01-23T11:59:00.000Z
4782,TurtleNetwork,TN,turtlenetwork,1875,1,2019-11-11T15:29:10.000Z,2022-01-23T11:59:00.000Z
4786,MDtoken,MDTK,mdtoken,2637,1,2020-01-27T05:29:12.000Z,2022-01-23T11:59:00.000Z
4787,BitcoinV,BTCV,bitcoinv,8281,1,2019-12-31T01:44:15.000Z,2022-01-23T11:59:00.000Z
4792,Agora,VOTE,agora,2535,1,2019-10-16T03:44:06.000Z,2022-01-23T11:59:00.000Z
4793,D Community,DILI,d-community,5826,1,2019-10-16T04:14:14.000Z,2022-01-23T11:59:00.000Z
4794,FinexboxToken,FNB,finexboxtoken,3106,1,2020-06-11T21:19:15.000Z,2022-01-23T11:59:00.000Z
4797,SMILE,SMILE,swapcoinz,8164,1,2019-10-31T22:24:11.000Z,2022-01-23T11:59:00.000Z
4800,Mogu,MOGX,mogu,4768,1,2019-12-19T03:34:09.000Z,2022-01-23T11:59:00.000Z
4801,Codex,CDEX,codex,7834,1,2020-12-27T11:35:00.000Z,2022-01-23T11:55:00.000Z
4802,Xeonbit Token,XNS,xeonbit-token,4970,1,2020-09-28T03:10:00.000Z,2022-01-23T11:55:00.000Z
4804,ROOBEE,ROOBEE,roobee,1103,1,2019-10-17T23:14:12.000Z,2022-01-23T11:59:00.000Z
4805,VNDC,VNDC,vndc,6591,1,2019-11-07T00:34:15.000Z,2022-01-23T11:59:00.000Z
4807,CertiK,CTK,certik,434,1,2020-10-21T08:40:00.000Z,2022-01-23T11:55:00.000Z
4808,Bincentive,BCNT,bincentive,5087,1,2020-05-11T23:14:08.000Z,2022-01-23T11:59:00.000Z
4809,Project WITH,WIKEN,project-with,923,1,2019-11-09T09:09:09.000Z,2022-01-23T11:59:00.000Z
4818,Xensor,XSR,xensor,1569,1,2019-10-21T05:39:05.000Z,2022-01-23T11:59:00.000Z
4819,DMme,DMME,dmme,8416,1,2019-11-06T04:59:15.000Z,2022-01-23T11:59:00.000Z
4823,Uzyth,ZYTH,uzyth,4951,1,2021-12-22T23:21:24.000Z,2022-01-23T11:56:00.000Z
4824,SymVerse,SYM,symverse,3758,1,2019-12-18T08:04:14.000Z,2022-01-23T11:59:00.000Z
4826,ZUM TOKEN,ZUM,zum-token,2019,1,2019-10-25T19:39:09.000Z,2022-01-23T11:59:00.000Z
4834,Golos Blockchain,GLS,golos-blockchain,1898,1,2020-03-11T12:44:08.000Z,2022-01-23T11:59:00.000Z
4835,NOVA,NOVA,nova,7521,1,2019-10-24T21:29:07.000Z,2022-01-23T11:59:00.000Z
4841,suterusu,SUTER,suterusu,906,1,2019-11-22T03:19:11.000Z,2022-01-23T11:59:00.000Z
4842,Folgory Coin,FLG,folgory-coin,1297,1,2019-11-26T03:44:14.000Z,2022-01-23T11:59:00.000Z
4844,MeconCash,MCH,meconcash,3001,1,2019-10-25T03:59:13.000Z,2022-01-23T11:59:00.000Z
4846,Kava,KAVA,kava,116,1,2019-10-25T05:14:14.000Z,2022-01-23T11:59:00.000Z
4847,Stacks,STX,stacks,54,1,2019-10-28T16:09:10.000Z,2022-01-23T11:59:00.000Z
4848,The Forbidden Forest,FORESTPLUS,the-forbidden-forest,4842,1,2021-05-12T19:27:10.000Z,2022-01-23T11:57:00.000Z
4850,LINKA,LINKA,linka,1552,1,2019-11-01T20:34:08.000Z,2022-01-23T11:59:00.000Z
4860,Era Swap,ES,era-swap,695,1,2020-02-26T23:19:04.000Z,2022-01-23T11:59:00.000Z
4862,DAD,DAD,dad,473,1,2019-10-31T22:39:14.000Z,2022-01-23T11:59:00.000Z
4864,Schilling-Coin,SCH,schilling-coin,8208,1,2019-12-31T02:59:11.000Z,2022-01-23T11:59:00.000Z
4865,Nahmii,NII,nahmii,4146,1,2021-05-12T22:46:09.000Z,2022-01-23T11:56:00.000Z
4866,Grimm,GRIMM,grimm,2657,1,2020-02-14T06:19:07.000Z,2022-01-23T11:59:00.000Z
4867,BeatzCoin,BTZC,beatzcoin,2008,1,2019-11-05T22:24:05.000Z,2022-01-23T11:59:00.000Z
4870,MesChain,MES,meschain,2099,1,2019-11-22T19:39:08.000Z,2022-01-23T11:59:00.000Z
4872,BenePit Protocol,BNP,benepit-protocol,8159,1,2019-11-05T22:14:14.000Z,2022-01-23T11:59:00.000Z
4881,Guider,GDR,guider,2778,1,2019-11-28T02:14:15.000Z,2022-01-23T11:59:00.000Z
4885,Diligence,IRA,diligence,2816,1,2020-06-29T03:29:17.000Z,2022-01-23T11:59:00.000Z
4887,Receive Access Ecosystem,RAE,receive-access-ecosystem,1067,1,2020-02-16T20:19:13.000Z,2022-01-23T11:59:00.000Z
4890,Newscrypto,NWC,newscrypto,618,1,2019-11-06T06:24:14.000Z,2022-01-23T11:59:00.000Z
4892,Marshal Lion Group Coin,MLGC,marshal-lion-group-coin,8417,1,2019-12-24T01:19:14.000Z,2022-01-23T11:59:00.000Z
4894,RING X PLATFORM,RINGX,ring-x-platform,952,1,2020-06-26T20:34:14.000Z,2022-01-23T11:59:00.000Z
4899,Yap Stone,YAP,yap-stone,2285,1,2019-11-09T12:14:08.000Z,2022-01-23T11:59:00.000Z
4901,Anchor,ANCT,anchor,973,1,2019-11-09T12:54:12.000Z,2022-01-23T11:59:00.000Z
4903,Infinity Esaham,INFS,infinity-esaham,2452,1,2020-02-24T21:54:13.000Z,2022-01-23T11:59:00.000Z
4909,Merge,MERGE,project-merge,7250,1,2021-08-30T10:48:00.000Z,2022-01-23T11:58:00.000Z
4910,CoinDeal Token,CDL,coindeal-token,2086,1,2019-12-18T01:54:14.000Z,2022-01-23T11:59:00.000Z
4915,UCX,UCX,utilies-cryptocurrency-exchange,4575,1,2021-09-30T02:35:08.000Z,2022-01-23T11:55:00.000Z
4916,Modex,MODEX,modex,3110,1,2020-10-10T19:05:00.000Z,2022-01-23T11:55:00.000Z
4917,DEXA COIN,DEXA,dexa-coin,1207,1,2020-02-19T19:24:11.000Z,2022-01-23T11:59:00.000Z
4918,Bankroll Network,BNKR,bankroll-network,8418,1,2020-08-10T20:44:16.000Z,2022-01-23T11:59:00.000Z
4920,Aerotoken,AET,aerotoken,8341,1,2019-11-27T01:29:14.000Z,2022-01-23T11:59:00.000Z
4927,RigoBlock,GRG,rigoblock,1774,1,2020-07-22T00:19:12.000Z,2022-01-23T11:59:00.000Z
4928,Medium,MDM,medium,4812,1,2019-12-13T20:39:15.000Z,2022-01-23T11:59:00.000Z
4929,JD Coin,JDC,jd-coin,4833,1,2019-12-06T23:59:14.000Z,2022-01-23T11:59:00.000Z
4936,LOLTOKEN,LOL,loltoken,6855,1,2019-11-22T01:54:15.000Z,2022-01-23T11:59:00.000Z
4940,Kuverit,KUV,kuverit,2217,1,2019-11-18T05:39:15.000Z,2022-01-23T11:59:00.000Z
4941,Bispex,BPX,bispex,8419,1,2019-11-18T05:54:09.000Z,2022-01-23T11:59:00.000Z
4943,Dai,DAI,multi-collateral-dai,18,1,2019-11-22T01:59:14.000Z,2022-01-23T11:59:00.000Z
4944,Tellor,TRB,tellor,565,1,2019-11-19T01:49:05.000Z,2022-01-23T11:59:00.000Z
4946,Vinci,VINCI,vinci,5477,1,2019-11-19T02:14:15.000Z,2022-01-23T11:59:00.000Z
4948,Nervos Network,CKB,nervos-network,127,1,2019-11-19T05:34:13.000Z,2022-01-23T11:59:00.000Z
4950,LCX,LCX,lcx,432,1,2019-12-03T01:14:08.000Z,2022-01-23T11:59:00.000Z
4951,Zynecoin,ZYN,zynecoin,950,1,2019-12-30T11:44:12.000Z,2022-01-23T11:59:00.000Z
4953,FirmaChain,"FCT,FCT2",firmachain,649,1,2019-11-20T02:29:15.000Z,2022-01-23T11:59:00.000Z
4955,CAPITAL X CELL,CXC,capital-x-cell,4571,1,2019-11-22T05:19:15.000Z,2022-01-23T11:59:00.000Z
4956,MAP Protocol,MAP,map-protocol,743,1,2020-01-06T02:14:15.000Z,2022-01-23T11:59:00.000Z
4957,Minter Network,BIP,minter-network,870,1,2020-04-22T02:24:03.000Z,2022-01-23T11:59:00.000Z
4966,Eureka Coin,ERK,eureka-coin,2348,1,2019-11-26T01:59:14.000Z,2022-01-23T11:59:00.000Z
4974,EXMO Coin,EXM,exmo-coin,1343,1,2019-12-04T03:54:07.000Z,2022-01-23T11:59:00.000Z
4975,Newsolution,NST,newsolution,8420,1,2020-01-09T05:39:09.000Z,2022-01-23T11:59:00.000Z
4978,Wownero,WOW,wownero,1218,1,2020-05-25T05:54:11.000Z,2022-01-23T11:59:00.000Z
4979,PegNet,PEG,pegnet,2522,1,2019-12-16T04:44:13.000Z,2022-01-23T11:59:00.000Z
4980,Sesameseed,SEED,sesameseed,8421,1,2020-08-10T20:44:22.000Z,2022-01-23T11:59:00.000Z
4983,Demeter Chain,DMTC,demeter-chain,8095,1,2019-11-29T02:19:14.000Z,2022-01-23T11:59:00.000Z
4984,MACH Project,MACH,mach-project,7927,1,2020-03-03T01:34:15.000Z,2022-01-23T11:59:00.000Z
4985,ArdCoin,ARDX,ardcoin,1098,1,2019-12-18T01:19:04.000Z,2022-01-23T11:59:00.000Z
4991,Lightstreams,PHT,lightstreams,1941,1,2020-09-08T05:09:14.000Z,2022-01-23T11:59:00.000Z
4996,Ultragate,ULG,ultragate,2707,1,2020-04-03T20:14:09.000Z,2022-01-23T11:59:00.000Z
4997,Blockzero Labs,XIO,blockzerolabs,1404,1,2020-05-15T21:59:15.000Z,2022-01-23T11:59:00.000Z
5001,Gric Coin,GC,gric-coin,6783,1,2020-03-19T04:39:09.000Z,2022-01-23T11:59:00.000Z
5002,SafeCapital,SCAP,safecapital,2752,1,2019-12-05T20:44:15.000Z,2022-01-23T11:59:00.000Z
5003,VAULT,VAULT,vault,1514,1,2021-03-28T03:10:00.000Z,2022-01-23T11:55:00.000Z
5005,ARCS,ARX,arcs,4159,1,2020-02-02T16:59:14.000Z,2022-01-23T11:59:00.000Z
5007,TROY,TROY,troy,504,1,2019-12-06T01:09:11.000Z,2022-01-23T11:59:00.000Z
5009,LuckySevenToken,LST,luckyseventoken,2510,1,2019-12-09T20:14:09.000Z,2022-01-23T11:59:00.000Z
5011,ALLY,ALY,ally,1241,1,2020-07-27T17:49:26.000Z,2022-01-23T11:59:00.000Z
5015,HEX,HEX,hex,201,1,2019-12-17T02:54:07.000Z,2022-01-23T11:59:00.000Z
5016,Innovative Bioresearch Coin,INNBC,innovative-bioresearch-coin,2373,1,2020-03-11T02:19:13.000Z,2022-01-23T11:59:00.000Z
5019,Global Crypto Alliance,CALL,global-crypto-alliance,2422,1,2019-12-20T02:04:13.000Z,2022-01-23T11:59:00.000Z
5024,ALL BEST ICO,ALLBI,all-best-ico,2521,1,2019-12-10T22:24:15.000Z,2022-01-23T11:59:00.000Z
5025,Jade Currency,JADE,jade-currency,1603,1,2020-04-26T12:54:15.000Z,2022-01-23T11:59:00.000Z
5026,Orchid,OXT,orchid,197,1,2019-12-17T01:44:04.000Z,2022-01-23T11:59:00.000Z
5028,ROAD,ROAD,road,2532,1,2020-01-07T03:44:11.000Z,2022-01-23T11:59:00.000Z
5031,MimbleWimbleCoin,MWC,mimblewimblecoin,596,1,2020-02-23T21:49:07.000Z,2022-01-23T11:59:00.000Z
5034,Kusama,KSM,kusama,58,1,2019-12-12T09:19:13.000Z,2022-01-23T11:59:00.000Z
5038,Litecash,CASH,litecash,7079,1,2020-04-22T02:09:19.000Z,2022-01-23T11:59:00.000Z
5039,SBank,STS,sbank,2355,1,2019-12-18T02:49:14.000Z,2022-01-23T11:59:00.000Z
5046,Streamity,STM,streamity,1858,1,2020-04-14T22:29:12.000Z,2022-01-23T11:59:00.000Z
5049,VerusCoin,VRSC,veruscoin,648,1,2020-06-12T19:19:18.000Z,2022-01-23T11:59:00.000Z
5052,Apple Network,ANK,apple-network,7949,1,2020-03-24T02:14:09.000Z,2022-01-23T11:59:00.000Z
5056,BuySell,BULL,buysell,7400,1,2019-12-18T02:54:15.000Z,2022-01-23T11:59:00.000Z
5058,USDA,USDA,usda,8422,1,2019-12-19T09:54:12.000Z,2022-01-23T11:59:00.000Z
5060,XeniosCoin,XNC,xenioscoin,364,1,2020-01-10T15:04:06.000Z,2022-01-23T11:59:00.000Z
5062,BEPRO Network,BEPRO,bepro-network,787,1,2019-12-20T02:19:07.000Z,2022-01-23T11:59:00.000Z
5065,Axial Entertainment Digital Asset,AXL,axial-entertainment-digital-asset,5019,1,2019-12-20T02:49:13.000Z,2022-01-23T11:59:00.000Z
5067,MAX Exchange Token,MAX,max-exchange-token,1820,1,2020-07-14T01:14:25.000Z,2022-01-23T11:59:00.000Z
5068,Neutrino USD,USDN,neutrino-usd,113,1,2020-01-30T13:39:14.000Z,2022-01-23T11:59:00.000Z
5070,Tap,XTP,tap,2026,1,2019-12-24T04:59:14.000Z,2022-01-23T11:59:00.000Z
5072,Rakon,RKN,rakon,365,1,2019-12-25T01:49:15.000Z,2022-01-23T11:59:00.000Z
5074,UBU,UBU,ubu,3366,1,2020-04-10T07:04:18.000Z,2022-01-23T11:59:00.000Z
5076,Global Reserve System,GLOB,global-reserve-system,8423,1,2020-03-05T01:04:14.000Z,2022-01-23T11:59:00.000Z
5078,THENODE,THE,thenode,8286,1,2019-12-27T03:39:15.000Z,2022-01-23T11:59:00.000Z
5079,apM Coin,APM,apm-coin,990,1,2019-12-27T02:34:10.000Z,2022-01-23T11:59:00.000Z
5083,Curio,CUR,curio,2108,1,2019-12-30T07:34:11.000Z,2022-01-23T11:59:00.000Z
5084,PlayFuel,PLF,playfuel,1461,1,2019-12-30T07:49:10.000Z,2022-01-23T11:59:00.000Z
5086,Pawtocol,UPI,pawtocol,733,1,2020-06-10T19:39:05.000Z,2022-01-23T11:59:00.000Z
5088,Guapcoin,GUAP,guapcoin,7977,1,2020-06-08T02:34:14.000Z,2022-01-23T11:59:00.000Z
