id,name,symbol,slug,rank,is_active,first_historical_data,last_historical_data
1,Bitcoin,BTC,bitcoin,1,1,2013-04-28T18:47:21.000Z,2022-01-23T11:59:00.000Z
2,Litecoin,LTC,litecoin,21,1,2013-04-28T18:47:22.000Z,2022-01-23T11:59:00.000Z
3,Namecoin,NMC,namecoin,756,1,2013-04-28T18:47:22.000Z,2022-01-23T11:59:00.000Z
4,Terracoin,TRC,terracoin,1951,1,2013-04-28T18:47:22.000Z,2022-01-23T11:59:00.000Z
5,Peercoin,PPC,peercoin,836,1,2013-04-28T18:47:23.000Z,2022-01-23T11:59:00.000Z
6,Novacoin,NVC,novacoin,2146,1,2013-04-28T18:47:23.000Z,2022-01-23T11:59:00.000Z
8,Feathercoin,FTC,feathercoin,1487,1,2013-05-03T03:25:15.000Z,2022-01-23T11:59:00.000Z
10,Freicoin,FRC,freicoin,2052,1,2013-05-03T03:25:15.000Z,2022-01-23T11:59:00.000Z
13,Ixcoin,IXC,ixcoin,1708,1,2013-05-08T05:20:18.000Z,2022-01-23T11:59:00.000Z
16,WorldCoin,WDC,worldcoin,6372,1,2013-05-22T03:20:20.000Z,2022-01-23T11:59:00.000Z
18,Digitalcoin,DGC,digitalcoin,2259,1,2013-06-09T17:55:21.000Z,2022-01-23T11:59:00.000Z
25,Goldcoin,GLC,goldcoin,885,1,2013-06-14T06:45:28.000Z,2022-01-23T11:59:00.000Z
35,Phoenixcoin,PXC,phoenixcoin,1807,1,2013-07-04T05:15:49.000Z,2022-01-23T11:59:00.000Z
37,Megacoin,MEC,megacoin,2321,1,2013-07-07T13:56:51.000Z,2022-01-23T11:59:00.000Z
41,Infinitecoin,IFC,infinitecoin,978,1,2013-07-10T13:27:02.000Z,2022-01-23T11:59:00.000Z
42,Primecoin,XPM,primecoin,1453,1,2013-07-11T03:21:19.000Z,2022-01-23T11:59:00.000Z
43,Anoncoin,ANC,anoncoin,2404,1,2013-07-15T01:31:35.000Z,2022-01-23T11:59:00.000Z
45,CasinoCoin,CSC,casinocoin,4000,1,2013-07-25T03:06:28.000Z,2022-01-23T11:59:00.000Z
50,Emerald Crypto,EMD,emerald,2226,1,2013-08-04T18:51:31.000Z,2022-01-23T11:59:00.000Z
52,XRP,XRP,xrp,8,1,2013-08-04T18:51:05.000Z,2022-01-23T11:59:00.000Z
53,Quark,QRK,quark,1303,1,2013-08-25T17:46:22.000Z,2022-01-23T11:59:00.000Z
56,Zetacoin,ZET,zetacoin,2286,1,2013-09-11T01:47:21.000Z,2022-01-23T11:59:00.000Z
61,TagCoin,TAG,tagcoin,2262,1,2013-11-05T13:32:08.000Z,2022-01-23T11:59:00.000Z
64,Public Index Network,PIN,public-index-network,1481,1,2013-11-27T06:01:46.000Z,2022-01-23T11:59:00.000Z
66,Nxt,NXT,nxt,1022,1,2013-12-04T05:46:40.000Z,2022-01-23T11:59:00.000Z
67,Unobtanium,UNO,unobtanium,6791,1,2013-12-21T18:17:35.000Z,2022-01-23T11:59:00.000Z
69,Datacoin,DTC,datacoin,2701,1,2013-12-07T19:47:06.000Z,2022-01-23T11:59:00.000Z
72,Deutsche eMark,DEM,deutsche-emark,2460,1,2013-12-15T01:52:15.000Z,2022-01-23T11:59:00.000Z
74,Dogecoin,DOGE,dogecoin,10,1,2013-12-15T14:42:34.000Z,2022-01-23T11:59:00.000Z
77,Diamond,DMD,diamond,1183,1,2013-12-19T12:31:59.000Z,2022-01-23T11:59:00.000Z
78,HoboNickels,HBN,hobonickels,8337,1,2013-12-20T13:32:39.000Z,2022-01-23T11:59:00.000Z
80,Orbitcoin,ORB,orbitcoin,1994,1,2013-12-21T18:12:54.000Z,2022-01-23T11:59:00.000Z
83,Omni,OMNI,omni,1573,1,2013-12-24T23:37:41.000Z,2022-01-23T11:59:00.000Z
87,FedoraCoin,TIPS,fedoracoin,1537,1,2013-12-31T16:17:26.000Z,2022-01-23T11:59:00.000Z
90,Dimecoin,DIME,dimecoin,1614,1,2014-01-06T07:42:29.000Z,2022-01-23T11:59:00.000Z
93,42-coin,42,42-coin,1384,1,2014-01-14T04:32:01.000Z,2022-01-23T11:59:00.000Z
99,Vertcoin,VTC,vertcoin,800,1,2014-01-20T05:27:57.000Z,2022-01-23T11:59:00.000Z
109,DigiByte,DGB,digibyte,144,1,2014-02-06T13:13:38.000Z,2022-01-23T11:59:00.000Z
113,SmartCoin (SMC),SMC,smartcoin,2309,1,2014-02-06T13:13:41.000Z,2022-01-23T11:59:00.000Z
118,ReddCoin,RDD,redd,673,1,2014-02-10T00:58:17.000Z,2022-01-23T11:59:00.000Z
122,PotCoin,POT,potcoin,1568,1,2014-02-10T04:23:33.000Z,2022-01-23T11:59:00.000Z
125,Blakecoin,BLC,blakecoin,2739,1,2014-02-12T06:50:14.000Z,2022-01-23T11:59:00.000Z
128,Maxcoin,MAX,maxcoin,2045,1,2014-02-12T13:33:59.000Z,2022-01-23T11:59:00.000Z
131,Dash,DASH,dash,78,1,2014-02-14T13:44:09.000Z,2022-01-23T11:59:00.000Z
132,Counterparty,XCP,counterparty,747,1,2014-02-15T13:59:36.000Z,2022-01-23T11:59:00.000Z
141,MintCoin,MINT,mintcoin,8207,1,2014-02-19T13:39:53.000Z,2022-01-23T11:59:00.000Z
145,DopeCoin,DOPE,dopecoin,2200,1,2014-02-22T17:52:34.000Z,2022-01-23T11:59:00.000Z
148,Auroracoin,AUR,auroracoin,7226,1,2014-02-27T05:33:27.000Z,2022-01-23T11:59:00.000Z
151,Peseta Digital,PTD,pesetacoin,2224,1,2014-02-22T17:52:40.000Z,2022-01-23T11:59:00.000Z
154,Marscoin,MARS,marscoin,6519,1,2014-02-24T13:41:14.000Z,2022-01-23T11:59:00.000Z
162,Magic Internet Money,MIM,magic-internet-money,2829,1,2014-03-12T05:27:57.000Z,2022-01-23T11:55:00.000Z
168,Uniform Fiscal Object,UFO,uniform-fiscal-object,6039,1,2014-02-27T05:33:35.000Z,2022-01-23T11:59:00.000Z
170,BlackCoin,BLK,blackcoin,1564,1,2014-02-28T05:13:44.000Z,2022-01-23T11:59:00.000Z
175,Photon,PHO,photon,2274,1,2014-05-23T11:20:40.000Z,2022-01-23T11:59:00.000Z
182,Myriad,XMY,myriad,1591,1,2014-03-08T15:56:28.000Z,2022-01-23T11:59:00.000Z
184,DNotes,NOTE,dnotes,2761,1,2014-03-08T15:56:28.000Z,2022-01-23T11:59:00.000Z
201,Einsteinium,EMC2,einsteinium,1282,1,2014-04-09T04:10:24.000Z,2022-01-23T11:59:00.000Z
212,ECC,ECC,eccoin,8344,1,2014-03-20T05:09:55.000Z,2022-01-23T11:59:00.000Z
213,MonaCoin,MONA,monacoin,459,1,2014-03-20T05:09:55.000Z,2022-01-23T11:59:00.000Z
215,Rubycoin,RBY,rubycoin,8075,1,2014-03-20T05:09:56.000Z,2022-01-23T11:59:00.000Z
217,Bela,BELA,belacoin,2524,1,2014-03-20T05:10:07.000Z,2022-01-23T11:59:00.000Z
224,FairCoin,FAIR,faircoin,2029,1,2014-03-22T14:59:12.000Z,2022-01-23T11:59:00.000Z
234,e-Gulden,EFL,e-gulden,1586,1,2014-03-26T12:44:50.000Z,2022-01-23T11:59:00.000Z
254,Gulden,NLG,gulden,1271,1,2014-04-08T04:11:00.000Z,2022-01-23T11:59:00.000Z
258,Groestlcoin,GRS,groestlcoin,572,1,2014-04-11T20:45:53.000Z,2022-01-23T11:59:00.000Z
260,PetroDollar,XPD,petrodollar,2012,1,2014-04-15T04:36:55.000Z,2022-01-23T11:59:00.000Z
263,PLNcoin,PLNC,plncoin,2767,1,2014-04-15T04:36:58.000Z,2022-01-23T11:59:00.000Z
268,WhiteCoin,XWC,whitecoin,228,1,2014-04-18T12:12:07.000Z,2022-01-23T11:59:00.000Z
276,Bitstar,BITS,bitstar,2260,1,2014-04-23T12:01:13.000Z,2022-01-23T11:59:00.000Z
278,Quebecoin,QBC,quebecoin,2753,1,2014-04-23T12:01:15.000Z,2022-01-23T11:59:00.000Z
290,BlueCoin,BLU,bluecoin,2258,1,2014-04-28T03:21:26.000Z,2022-01-23T11:59:00.000Z
291,MaidSafeCoin,MAID,maidsafecoin,299,1,2014-04-28T03:21:26.000Z,2022-01-23T11:59:00.000Z
293,Bitcoin Plus,XBC,bitcoin-plus,1724,1,2014-05-04T01:31:45.000Z,2022-01-23T11:59:00.000Z
298,NewYorkCoin,NYC,newyorkcoin,1395,1,2014-05-06T12:17:49.000Z,2022-01-23T11:59:00.000Z
313,Pinkcoin,PINK,pinkcoin,1578,1,2014-05-11T17:08:10.000Z,2022-01-23T11:59:00.000Z
316,Dreamcoin,DRM,dreamcoin,2585,1,2014-05-13T04:03:16.000Z,2022-01-23T11:59:00.000Z
322,Energycoin,ENRG,energycoin,2556,1,2014-05-15T12:42:25.000Z,2022-01-23T11:59:00.000Z
323,VeriCoin,VRC,vericoin,1918,1,2014-05-16T12:13:34.000Z,2022-01-23T11:59:00.000Z
328,Monero,XMR,monero,43,1,2014-05-21T01:41:13.000Z,2022-01-23T11:59:00.000Z
331,Litecoin Plus,LCP,litecoin-plus,2531,1,2014-05-21T03:17:29.000Z,2022-01-23T11:59:00.000Z
333,Curecoin,CURE,curecoin,1602,1,2014-05-26T18:12:11.000Z,2022-01-23T11:59:00.000Z
341,SuperCoin,SUPER,supercoin,2514,1,2014-05-26T16:31:29.000Z,2022-01-23T11:59:00.000Z
360,Motocoin,MOTO,motocoin,1935,1,2014-06-03T12:47:54.000Z,2022-01-23T11:59:00.000Z
362,CloakCoin,CLOAK,cloakcoin,1604,1,2014-06-07T00:08:01.000Z,2022-01-23T11:59:00.000Z
366,BitSend,BSD,bitsend,2526,1,2014-06-08T14:20:12.000Z,2022-01-23T11:59:00.000Z
367,Coin2.1,C2,coin2-1,2615,1,2014-06-08T14:20:12.000Z,2022-01-23T11:59:00.000Z
372,Bytecoin,BCN,bytecoin-bcn,631,1,2014-06-17T13:01:53.000Z,2022-01-23T11:59:00.000Z
377,Navcoin,NAV,nav-coin,932,1,2014-06-12T11:43:36.000Z,2022-01-23T11:59:00.000Z
389,Startcoin,START,startcoin,2492,1,2014-06-15T14:58:33.000Z,2022-01-23T11:59:00.000Z
405,DigitalNote,XDN,digitalnote,1570,1,2014-06-24T12:58:43.000Z,2022-01-23T11:59:00.000Z
406,Boolberry,BBR,boolberry,2702,1,2014-06-24T12:58:43.000Z,2022-01-23T11:59:00.000Z
416,HempCoin,THC,hempcoin,1608,1,2014-06-28T16:33:33.000Z,2022-01-23T11:59:00.000Z
448,Stealth,XST,stealth,1748,1,2014-07-10T12:16:32.000Z,2022-01-23T11:59:00.000Z
460,Clams,CLAM,clams,8345,1,2014-08-26T02:34:53.000Z,2022-01-23T11:59:00.000Z
463,BitShares,BTS,bitshares,450,1,2014-07-21T03:44:18.000Z,2022-01-23T11:59:00.000Z
470,Viacoin,VIA,viacoin,1454,1,2014-07-18T12:24:19.000Z,2022-01-23T11:59:00.000Z
495,I/O Coin,IOC,iocoin,1750,1,2014-08-02T18:34:22.000Z,2022-01-23T11:59:00.000Z
501,Cryptonite,XCN,cryptonite,2196,1,2014-08-02T21:19:20.000Z,2022-01-23T11:59:00.000Z
502,Carboncoin,CARBON,carboncoin,1188,1,2014-08-02T21:19:20.000Z,2022-01-23T11:59:00.000Z
506,CannabisCoin,CANN,cannabiscoin,1778,1,2014-08-02T22:04:20.000Z,2022-01-23T11:59:00.000Z
512,Stellar,XLM,stellar,30,1,2014-08-05T05:44:19.000Z,2022-01-23T11:59:00.000Z
541,Syscoin,SYS,syscoin,99,1,2014-08-20T11:04:21.000Z,2022-01-23T11:59:00.000Z
551,Donu,DONU,donu,2685,1,2014-08-26T02:34:57.000Z,2022-01-23T11:59:00.000Z
558,Emercoin,EMC,emercoin,1485,1,2014-08-23T21:24:22.000Z,2022-01-23T11:59:00.000Z
572,RabbitCoin,RBBT,rabbitcoin,8346,1,2014-08-30T22:24:22.000Z,2022-01-23T11:59:00.000Z
576,GameCredits,GAME,gamecredits,776,1,2014-09-01T16:54:21.000Z,2022-01-23T11:59:00.000Z
584,NativeCoin,N8V,native-coin,2129,1,2014-09-06T15:54:23.000Z,2022-01-23T11:59:00.000Z
588,Ubiq,UBQ,ubiq,1270,1,2014-09-07T21:39:22.000Z,2022-01-23T11:59:00.000Z
597,Opal,OPAL,opal,2420,1,2014-09-13T17:14:25.000Z,2022-01-23T11:59:00.000Z
601,Acoin,ACOIN,acoin,2693,1,2014-09-13T19:44:22.000Z,2022-01-23T11:59:00.000Z
624,bitCNY,BITCNY,bitcny,1244,1,2014-09-23T04:24:22.000Z,2022-01-23T11:59:00.000Z
626,NuBits,USNBT,nubits,2204,1,2014-09-24T01:34:23.000Z,2022-01-23T11:59:00.000Z
633,ExclusiveCoin,EXCL,exclusivecoin,2179,1,2014-09-30T07:54:21.000Z,2022-01-23T11:59:00.000Z
638,Trollcoin,TROLL,trollcoin,2250,1,2014-09-30T07:54:22.000Z,2022-01-23T11:59:00.000Z
644,GlobalBoost-Y,BSTY,globalboost-y,2297,1,2014-10-03T12:39:24.000Z,2022-01-23T11:59:00.000Z
656,Prime-XI,PXI,prime-xi,2748,1,2014-10-04T20:54:34.000Z,2022-01-23T11:59:00.000Z
659,Bitswift,BITS,bitswift,1797,1,2014-10-05T17:44:24.000Z,2022-01-23T11:59:00.000Z
693,Verge,XVG,verge,200,1,2014-10-25T22:14:26.000Z,2022-01-23T11:59:00.000Z
699,NuShares,NSR,nushares,2235,1,2014-10-25T23:14:26.000Z,2022-01-23T11:59:00.000Z
702,SpreadCoin,SPR,spreadcoin,2659,1,2014-10-26T23:24:27.000Z,2022-01-23T11:59:00.000Z
703,Rimbit,RBT,rimbit,2475,1,2014-10-26T23:24:28.000Z,2022-01-23T11:59:00.000Z
706,MonetaryUnit,MUE,monetaryunit,1874,1,2014-11-01T20:59:25.000Z,2022-01-23T11:59:00.000Z
707,Blocknet,BLOCK,blocknet,1189,1,2014-11-01T21:19:26.000Z,2022-01-23T11:59:00.000Z
719,Limitless VIP,VIP,limitless-vip,2018,1,2014-11-08T22:54:25.000Z,2022-01-23T11:59:00.000Z
720,Crown,CRW,crown,1786,1,2014-11-08T22:54:25.000Z,2022-01-23T11:59:00.000Z
730,GCN Coin,GCN,gcn-coin,2509,1,2014-11-16T23:54:26.000Z,2022-01-23T11:59:00.000Z
733,Quotient,XQN,quotient,8347,1,2014-11-23T20:09:28.000Z,2022-01-23T11:59:00.000Z
760,OKCash,OK,okcash,1792,1,2014-12-14T03:29:25.000Z,2022-01-23T11:59:00.000Z
764,PayCoin,XPY,paycoin2,2457,1,2014-12-16T05:34:25.000Z,2022-01-23T11:59:00.000Z
788,Circuits of Value,COVAL,circuits-of-value,331,1,2015-01-23T13:39:23.000Z,2022-01-23T11:59:00.000Z
789,Nexus,NXS,nexus,770,1,2015-01-25T18:54:23.000Z,2022-01-23T11:59:00.000Z
799,SmileyCoin,SMLY,smileycoin,2215,1,2015-01-28T04:49:22.000Z,2022-01-23T11:59:00.000Z
815,Kobocoin,KOBO,kobocoin,2009,1,2015-02-15T15:14:25.000Z,2022-01-23T11:59:00.000Z
819,Bean Cash,BITB,bean-cash,2112,1,2015-02-18T13:19:25.000Z,2022-01-23T11:59:00.000Z
823,GeoCoin,GEO,geocoin,2088,1,2015-02-22T02:14:25.000Z,2022-01-23T11:59:00.000Z
825,Tether,USDT,tether,3,1,2015-02-25T13:34:26.000Z,2022-01-23T11:59:00.000Z
831,Wild Beast Block,WBB,wild-beast-block,2785,1,2015-02-28T17:14:25.000Z,2022-01-23T11:59:00.000Z
833,Gridcoin,GRC,gridcoin,1298,1,2015-02-28T18:24:26.000Z,2022-01-23T11:59:00.000Z
837,X-Coin,XCO,x-coin,2643,1,2015-03-06T04:34:28.000Z,2022-01-23T11:59:00.000Z
857,SongCoin,SONG,songcoin,2721,1,2015-03-23T01:59:27.000Z,2022-01-23T11:59:00.000Z
859,Woodcoin,LOG,woodcoin,2043,1,2015-03-23T02:04:27.000Z,2022-01-23T11:59:00.000Z
873,NEM,XEM,nem,86,1,2015-04-01T00:29:41.000Z,2022-01-23T11:59:00.000Z
894,Neutron,NTRN,neutron,2706,1,2015-04-21T12:14:28.000Z,2022-01-23T11:59:00.000Z
895,Xaurum,XAUR,xaurum,1546,1,2015-04-21T12:19:28.000Z,2022-01-23T11:59:00.000Z
898,Californium,CF,californium,2696,1,2015-04-21T12:14:28.000Z,2022-01-23T11:59:00.000Z
911,Advanced Internet Blocks,AIB,advanced-internet-blocks,6323,1,2015-04-30T04:24:26.000Z,2022-01-23T11:59:00.000Z
914,Sphere,SPHR,sphere,8025,1,2015-05-02T15:49:25.000Z,2022-01-23T11:59:00.000Z
916,MedicCoin,MEDIC,mediccoin,2602,1,2015-05-04T03:19:25.000Z,2022-01-23T11:59:00.000Z
918,Bubble,BUB,bubble,8266,1,2015-05-07T03:04:26.000Z,2022-01-23T11:59:00.000Z
921,Universal Currency,UNIT,universal-currency,2528,1,2015-05-07T03:04:26.000Z,2022-01-23T11:59:00.000Z
934,ParkByte,PKB,parkbyte,2667,1,2015-05-19T00:34:26.000Z,2022-01-23T11:59:00.000Z
938,ARbit,ARB,arbit,2665,1,2015-05-21T04:14:25.000Z,2022-01-23T11:59:00.000Z
945,Bata,BTA,bata,2209,1,2015-05-29T11:44:27.000Z,2022-01-23T11:59:00.000Z
948,AudioCoin,ADC,audiocoin,2102,1,2015-06-05T12:59:27.000Z,2022-01-23T11:59:00.000Z
951,Synergy,SNRG,synergy,2192,1,2015-06-08T04:44:28.000Z,2022-01-23T11:59:00.000Z
960,FujiCoin,FJC,fujicoin,1632,1,2015-06-14T16:54:26.000Z,2022-01-23T11:59:00.000Z
977,GravityCoin,GXX,gravitycoin,2695,1,2015-06-26T12:34:27.000Z,2022-01-23T11:59:00.000Z
978,Ratecoin,XRA,ratecoin,2555,1,2015-06-26T12:34:27.000Z,2022-01-23T11:59:00.000Z
986,CrevaCoin,CREVA,crevacoin,2714,1,2015-07-07T15:49:27.000Z,2022-01-23T11:59:00.000Z
990,Bitzeny,ZNY,bitzeny,2520,1,2015-07-09T15:34:27.000Z,2022-01-23T11:59:00.000Z
993,BowsCoin,BSC,bowscoin,2660,1,2015-07-13T20:39:31.000Z,2022-01-23T11:59:00.000Z
1004,HNC COIN,HNC,hnccoin,4363,1,2015-07-21T16:39:28.000Z,2022-01-23T11:59:00.000Z
1019,Manna,MANNA,manna,1788,1,2015-07-27T15:54:27.000Z,2022-01-23T11:59:00.000Z
1020,Axiom,AXIOM,axiom,8348,1,2015-07-30T03:04:30.000Z,2022-01-23T11:59:00.000Z
1026,Aeon,AEON,aeon,1479,1,2015-08-04T18:09:29.000Z,2022-01-23T11:59:00.000Z
1027,Ethereum,ETH,ethereum,2,1,2015-08-07T14:49:30.000Z,2022-01-23T11:59:00.000Z
1032,TransferCoin,TX,transfercoin,1482,1,2015-08-21T02:09:30.000Z,2022-01-23T11:59:00.000Z
1033,GuccioneCoin,GCC,guccionecoin,2533,1,2015-08-21T02:09:30.000Z,2022-01-23T11:59:00.000Z
1035,AmsterdamCoin,AMS,amsterdamcoin,2672,1,2015-08-21T02:09:30.000Z,2022-01-23T11:59:00.000Z
1037,Agoras: Currency of Tau,AGRS,agoras-tokens,991,1,2015-08-24T02:49:28.000Z,2022-01-23T11:59:00.000Z
1038,Eurocoin,EUC,eurocoin,2784,1,2015-08-24T02:49:28.000Z,2022-01-23T11:59:00.000Z
1042,Siacoin,SC,siacoin,119,1,2015-08-26T18:19:28.000Z,2022-01-23T11:59:00.000Z
1044,Global Currency Reserve,GCR,global-currency-reserve,2568,1,2015-08-26T18:19:28.000Z,2022-01-23T11:59:00.000Z
1052,VectorAI,VEC2,vector,2763,1,2015-09-04T16:39:29.000Z,2022-01-23T11:59:00.000Z
1053,Bolivarcoin,BOLI,bolivarcoin,2458,1,2015-09-08T21:29:25.000Z,2022-01-23T11:59:00.000Z
1066,Pakcoin,PAK,pakcoin,2153,1,2015-09-15T20:04:27.000Z,2022-01-23T11:59:00.000Z
1070,Expanse,EXP,expanse,2186,1,2015-09-15T20:04:27.000Z,2022-01-23T11:59:00.000Z
1082,SIBCoin,SIB,sibcoin,2232,1,2015-09-25T22:19:29.000Z,2022-01-23T11:59:00.000Z
1085,Swing,SWING,swing,2247,1,2015-09-28T15:44:31.000Z,2022-01-23T11:59:00.000Z
1087,Factom,FCT,factom,968,1,2015-10-06T01:34:29.000Z,2022-01-23T11:59:00.000Z
1089,ParallelCoin,DUO,parallelcoin,2498,1,2015-10-24T16:24:28.000Z,2022-01-23T11:59:00.000Z
1090,Save and Gain,SANDG,save-and-gain,2805,1,2015-10-12T16:30:37.000Z,2022-01-23T11:59:00.000Z
1104,Augur,REP,augur,308,1,2015-10-27T17:14:30.000Z,2022-01-23T11:59:00.000Z
1106,StrongHands,SHND,stronghands,2128,1,2015-10-30T18:09:28.000Z,2022-01-23T11:59:00.000Z
1107,PAC Protocol,PAC,pac-protocol,619,1,2015-11-02T21:59:27.000Z,2022-01-23T11:59:00.000Z
1120,DraftCoin,DFT,draftcoin,2620,1,2015-11-23T19:59:28.000Z,2022-01-23T11:59:00.000Z
1135,ClubCoin,CLUB,clubcoin,8349,1,2015-12-21T17:49:32.000Z,2022-01-23T11:59:00.000Z
1136,Adzcoin,ADZ,adzcoin,2581,1,2015-12-26T00:39:30.000Z,2022-01-23T11:59:00.000Z
1146,AvatarCoin,AV,avatarcoin,8350,1,2016-01-05T18:30:15.000Z,2022-01-23T11:59:00.000Z
1154,Validity,VAL,validity,829,1,2016-01-18T07:54:28.000Z,2022-01-23T11:59:00.000Z
1155,Litecred,LTCR,litecred,2734,1,2016-01-21T15:59:29.000Z,2022-01-23T11:59:00.000Z
1156,Yocoin,YOC,yocoin,2493,1,2016-01-21T17:00:21.000Z,2022-01-23T11:59:00.000Z
1159,SaluS,SLS,salus,6909,1,2016-01-22T17:39:30.000Z,2022-01-23T11:59:00.000Z
1164,Francs,FRN,francs,8351,1,2016-01-31T08:44:26.000Z,2022-01-23T11:59:00.000Z
1165,Evil Coin,EVIL,evil-coin,2398,1,2016-01-31T08:44:27.000Z,2022-01-23T11:59:00.000Z
1168,Decred,DCR,decred,91,1,2016-02-10T19:59:29.000Z,2022-01-23T11:59:00.000Z
1169,PIVX,PIVX,pivx,752,1,2016-02-13T21:14:26.000Z,2022-01-23T11:59:00.000Z
1172,Safex Token,SFT,safex-token,1046,1,2016-02-16T19:25:13.000Z,2022-01-23T11:59:00.000Z
1175,Rubies,RBIES,rubies,2334,1,2016-02-22T19:14:29.000Z,2022-01-23T11:59:00.000Z
1185,Trumpcoin,TRUMP,trumpcoin,1580,1,2016-03-01T05:59:29.000Z,2022-01-23T11:59:00.000Z
1191,Memetic / PepeCoin,MEME,memetic,1691,1,2016-03-14T07:34:26.000Z,2022-01-23T11:59:00.000Z
1194,Independent Money System,IMS,independent-money-system,2749,1,2016-03-18T23:09:28.000Z,2022-01-23T11:59:00.000Z
1200,NevaCoin,NEVA,nevacoin,2469,1,2016-03-22T20:01:24.000Z,2022-01-23T11:59:00.000Z
1209,PosEx,PEX,posex,2586,1,2016-04-04T22:20:17.000Z,2022-01-23T11:59:00.000Z
1210,Cabbage,CAB,cabbage,2750,1,2016-04-04T22:20:16.000Z,2022-01-23T11:59:00.000Z
1212,MojoCoin,MOJO,mojocoin,2396,1,2016-04-06T19:34:29.000Z,2022-01-23T11:59:00.000Z
1214,Lisk,LSK,lisk,175,1,2016-04-06T20:19:57.000Z,2022-01-23T11:59:00.000Z
1216,EDRCoin,EDRC,edrcoin,2651,1,2016-04-08T17:24:28.000Z,2022-01-23T11:59:00.000Z
1218,PostCoin,POST,postcoin,2550,1,2016-04-08T17:24:28.000Z,2022-01-23T11:59:00.000Z
1223,BERNcash,BERN,berncash,2627,1,2016-04-11T07:04:29.000Z,2022-01-23T11:59:00.000Z
1229,DigixDAO,DGD,digixdao,604,1,2016-04-18T16:19:31.000Z,2022-01-23T11:59:00.000Z
1230,Steem,STEEM,steem,335,1,2016-04-18T16:19:31.000Z,2022-01-23T11:59:00.000Z
1241,FuzzBalls,FUZZ,fuzzballs,2547,1,2016-05-01T00:05:18.000Z,2022-01-23T11:59:00.000Z
1244,HiCoin,XHI,hicoin,1588,1,2016-05-04T00:04:46.000Z,2022-01-23T11:59:00.000Z
1247,AquariusCoin,ARCO,aquariuscoin,2323,1,2016-05-04T00:04:47.000Z,2022-01-23T11:59:00.000Z
1248,Bitcoin 21,XBTC21,bitcoin-21,2670,1,2016-05-05T17:59:31.000Z,2022-01-23T11:59:00.000Z
1250,Zurcoin,ZUR,zurcoin,7748,1,2016-05-09T23:04:31.000Z,2022-01-23T11:59:00.000Z
1252,2GIVE,2GIVE,2give,2282,1,2016-05-16T18:14:29.000Z,2022-01-23T11:59:00.000Z
1254,PlatinumBAR,XPTX,platinumbar,2811,1,2016-05-17T16:49:29.000Z,2022-01-23T11:59:00.000Z
1257,LanaCoin,LANA,lanacoin,1776,1,2016-05-18T22:34:30.000Z,2022-01-23T11:59:00.000Z
1259,PonziCoin,PONZI,ponzicoin,2817,1,2016-05-18T22:34:30.000Z,2022-01-23T11:59:00.000Z
1266,MarteXcoin,MXT,martexcoin,2668,1,2016-05-31T21:09:56.000Z,2022-01-23T11:59:00.000Z
1273,Citadel,CTL,citadel,2618,1,2016-06-02T14:49:29.000Z,2022-01-23T11:59:00.000Z
1274,Waves,WAVES,waves,80,1,2016-06-02T21:14:30.000Z,2022-01-23T11:59:00.000Z
1279,PWR Coin,PWR,powercoin,1536,1,2016-06-04T13:14:29.000Z,2022-01-23T11:59:00.000Z
1281,ION,ION,ion,2145,1,2016-06-08T22:14:29.000Z,2022-01-23T11:59:00.000Z
1282,High Voltage,HVCO,high-voltage,2786,1,2016-06-08T22:14:29.000Z,2022-01-23T11:59:00.000Z
1285,GoldBlocks,GB,goldblocks,2428,1,2016-06-14T17:19:31.000Z,2022-01-23T11:59:00.000Z
1291,Comet,CMT,comet,2759,1,2016-06-26T19:39:29.000Z,2022-01-23T11:59:00.000Z
1294,Rise,RISE,rise,1931,1,2016-06-30T04:54:30.000Z,2022-01-23T11:59:00.000Z
1297,ChessCoin,CHESS,chesscoin,1766,1,2016-07-02T03:40:41.000Z,2022-01-23T11:59:00.000Z
1298,LBRY Credits,LBC,library-credits,835,1,2016-07-07T05:24:28.000Z,2022-01-23T11:59:00.000Z
1299,PutinCoin,PUT,putincoin,1829,1,2016-07-07T05:24:28.000Z,2022-01-23T11:59:00.000Z
1306,Cryptojacks,CJ,cryptojacks,2346,1,2016-07-11T19:14:32.000Z,2022-01-23T11:59:00.000Z
1308,HEAT,HEAT,heat-ledger,2104,1,2016-07-12T17:44:31.000Z,2022-01-23T11:59:00.000Z
1312,Steem Dollars,SBD,steem-dollars,580,1,2016-07-18T20:54:29.000Z,2022-01-23T11:59:00.000Z
1320,Ardor,ARDR,ardor,196,1,2016-07-23T14:40:05.000Z,2022-01-23T11:59:00.000Z
1321,Ethereum Classic,ETC,ethereum-classic,37,1,2016-07-24T13:44:30.000Z,2022-01-23T11:59:00.000Z
1340,Karbo,KRB,karbo,1730,1,2016-08-12T01:45:57.000Z,2022-01-23T11:59:00.000Z
1343,Stratis,STRAX,stratis,317,1,2016-08-12T01:45:56.000Z,2022-01-23T11:59:00.000Z
1351,Aces,ACES,aces,8352,1,2016-08-19T17:29:31.000Z,2022-01-23T11:59:00.000Z
1353,TajCoin,TAJ,tajcoin,2671,1,2016-08-19T17:29:31.000Z,2022-01-23T11:59:00.000Z
1368,Veltor,VLT,veltor,2757,1,2016-09-03T22:19:32.000Z,2022-01-23T11:59:00.000Z
