index,id,date,time,year_compet,id_compet,name_compet,coef_competition,jour_compet,local_id,visitor_id,local_team,visitor_team,teams,resultat,home_goal,away_goal,vainqueur,local_elo,visitor_elo,local_note,visitor_note,local_tilt,visitor_tilt,local_xG,visitor_xG,local_form_str,local_date_str,visitor_form_str,visitor_date_str
6,305400,2022-01-21,05:00,2022,141,Liga MX - Clôture ,46.985,Journée 3,9133,64675,Atl. San Luis,FC Juárez,Atl. San Luis - FC Juárez,0-1,0,1,2,1112.0,1110.0,54.0,54.0,-8.0,-28.0,1.26,0.69,7.2µ6.2µ5.5µ5µ5.5µ6.1µ7.5µ7.6µ6µ6.6µ6.9µ7.2µ5µ5.7µ5.8µ7.4µ6.3µ7.5µ5.3µ6.6µ6.5µ6.5µ7.5µ5.8µ7.2µ5.3µ6.7µ5.8µ5µ6.2µ6.7µ6.8µ5.6µ5.6µ5.9,2018-07-25 02:00:00µ2018-08-01 02:00:00µ2018-08-16 04:00:00µ2018-09-06 02:00:00µ2019-01-10 04:00:00µ2019-01-24 04:00:00µ2019-01-31 04:00:00µ2019-02-20 02:00:00µ2019-02-28 04:15:00µ2019-08-01 04:00:00µ2019-08-08 04:00:00µ2019-09-04 04:00:00µ2019-10-03 04:00:00µ2020-01-22 04:00:00µ2020-01-29 04:10:00µ2021-07-25 04:00:00µ2021-08-03 04:00:00µ2021-08-08 19:00:00µ2021-08-13 04:00:00µ2021-08-22 04:00:00µ2021-08-28 02:00:00µ2021-09-11 02:00:00µ2021-09-17 02:00:00µ2021-09-22 04:00:00µ2021-09-26 19:00:00µ2021-09-30 00:01:00µ2021-10-03 00:01:00µ2021-10-17 02:00:00µ2021-10-25 02:00:00µ2021-11-01 02:05:00µ2021-11-04 02:00:00µ2021-11-08 02:06:00µ2021-11-21 02:00:00µ2022-01-07 04:00:00µ2022-01-16 00:01:00,6.5µ7.3µ5.8µ6.5µ6.6µ5.6µ7.5µ6.9µ7.2µ6.4µ6.6µ6.3µ7.4µ5.9µ6.1µ7.3µ7µ6.9µ5.7µ7µ6.4µ7.3µ7.1µ5.7µ5.6µ5.5µ6.6µ6.3µ5.8µ5.8µ5.5µ7.1µ7.4µ6.9µ5.4µ7.5µ6.3µ5.9µ6.7µ5.3µ5.4µ6.8µ6.1,2018-07-26 04:00:00µ2018-08-02 04:00:00µ2018-08-16 04:00:00µ2018-08-30 04:00:00µ2018-09-26 04:15:00µ2018-10-03 02:00:00µ2019-01-16 02:00:00µ2019-01-23 02:00:00µ2019-01-30 02:00:00µ2019-02-21 02:00:00µ2019-02-28 04:15:00µ2019-03-15 02:00:00µ2019-04-04 05:00:00µ2019-04-11 04:00:00µ2019-08-07 04:00:00µ2019-08-14 04:00:00µ2019-09-05 02:00:00µ2019-10-03 04:00:00µ2020-01-22 02:00:00µ2020-01-30 04:10:00µ2020-02-13 04:00:00µ2020-02-20 04:10:00µ2020-03-05 04:00:00µ2020-03-12 04:00:00µ2021-07-24 04:00:00µ2021-08-01 04:00:00µ2021-08-08 00:01:00µ2021-08-14 04:00:00µ2021-08-19 04:00:00µ2021-08-23 02:00:00µ2021-08-30 01:00:00µ2021-09-11 04:00:00µ2021-09-19 00:01:00µ2021-09-22 04:00:00µ2021-09-29 02:00:00µ2021-10-02 04:00:00µ2021-10-09 02:00:00µ2021-10-17 19:00:00µ2021-10-25 04:00:00µ2021-10-30 04:00:00µ2021-11-07 04:00:00µ2022-01-08 02:00:00µ2022-01-16 04:00:00
15,282473,2022-01-21,10:45,2022,54,A-League,11.058,Journée 23,2744,121852,Wellington Phoenix,Western United FC,Wellington Phoenix - Western United FC,2-1,2,1,0,345.0,525.0,27.0,37.0,35.0,-1.0,1.7,1.12,6.5µ6.9µ5.3µ7.2µ5µ7.4µ5.8µ5.1µ6.6,2021-11-21 08:45:00µ2021-11-27 07:05:00µ2021-12-03 09:45:00µ2021-12-07 09:30:00µ2021-12-10 09:45:00µ2021-12-14 09:30:00µ2021-12-19 08:45:00µ2022-01-01 09:45:00µ2022-01-05 09:30:00,5.7µ6.7µ7.4µ7.1µ6.9µ5.7,2021-11-20 09:45:00µ2021-11-26 09:45:00µ2021-12-04 09:45:00µ2021-12-11 07:05:00µ2021-12-17 09:45:00µ2021-12-26 09:45:00
12,16414,2022-01-21,19:30,2022,93,2. Liga,31.544,Journée 20,1286,2418,Hamburger SV,FC St. Pauli,Hamburger SV - FC St. Pauli,2-1,2,1,0,2077.0,1086.0,73.0,53.0,51.0,26.0,3.49,0.98,7.1µ7.7µ4.7µ6.8µ6.4µ6.3µ7µ7.1µ6.2µ6.9µ5.9µ6.6µ6.5µ6.8µ7.3µ6.4µ6.1µ5.5µ6.2µ6.7µ6.4µ6.2µ6.5µ7.4µ7.4µ5.7µ7.5µ6.3µ6.3µ6.6,1970-09-02 00:00:00µ1970-09-15 00:00:00µ1970-10-21 00:00:00µ1970-11-04 00:00:00µ2021-07-07 13:30:00µ2021-07-12 11:00:00µ2021-07-17 15:30:00µ2021-07-23 20:30:00µ2021-08-01 13:30:00µ2021-08-08 18:30:00µ2021-08-13 18:30:00µ2021-08-22 13:30:00µ2021-08-28 13:30:00µ2021-09-11 20:30:00µ2021-09-18 20:30:00µ2021-09-26 13:30:00µ2021-10-01 18:30:00µ2021-10-06 13:00:00µ2021-10-16 20:30:00µ2021-10-22 18:30:00µ2021-10-26 20:45:00µ2021-10-30 20:30:00µ2021-11-06 20:30:00µ2021-11-20 13:30:00µ2021-11-28 13:30:00µ2021-12-05 13:30:00µ2021-12-12 13:30:00µ2021-12-18 20:30:00µ2022-01-14 18:30:00µ2022-01-18 18:30:00,6.3µ7.7µ6.5µ7.2µ7.1µ5.5µ7.3µ5.7µ7.5µ7.3µ7.5µ5.5µ7.2µ7.9µ7µ6.6µ5.1µ7.1µ6.9µ7µ6.6µ5.3µ6.4µ7.2,2021-07-17 16:00:00µ2021-07-25 13:30:00µ2021-08-01 13:30:00µ2021-08-07 18:30:00µ2021-08-13 18:30:00µ2021-08-21 13:30:00µ2021-08-29 13:30:00µ2021-09-11 13:30:00µ2021-09-19 13:30:00µ2021-09-25 13:30:00µ2021-10-03 13:30:00µ2021-10-07 18:15:00µ2021-10-16 13:30:00µ2021-10-24 13:30:00µ2021-10-27 18:30:00µ2021-10-30 13:30:00µ2021-11-20 13:30:00µ2021-11-24 18:30:00µ2021-11-28 13:30:00µ2021-12-04 20:30:00µ2021-12-11 20:30:00µ2021-12-17 18:30:00µ2022-01-15 13:30:00µ2022-01-18 20:45:00
13,16415,2022-01-21,19:30,2022,93,2. Liga,31.544,Journée 20,1166,1092,Fortuna Düsseldorf,Nürnberg,Fortuna Düsseldorf - Nürnberg,0-1,0,1,2,1066.0,1441.0,53.0,61.0,28.0,28.0,1.62,1.44,7µ7.4µ5.5µ6.2µ7.4µ5.8µ7.9µ5.5µ6.3µ5.7µ7.1µ7.2µ6.3µ6.8µ5.7µ6.2µ7.2µ5.2µ5.8µ6.3µ6.9µ5.7µ5.6µ7.5µ6.3µ5.5µ6.5µ5.5,2019-01-13 13:00:00µ2019-01-13 15:20:00µ2021-07-04 17:00:00µ2021-07-08 18:00:00µ2021-07-25 13:30:00µ2021-07-31 20:30:00µ2021-08-08 15:30:00µ2021-08-14 13:30:00µ2021-08-20 18:30:00µ2021-08-28 20:30:00µ2021-09-02 14:00:00µ2021-09-12 13:30:00µ2021-09-18 13:30:00µ2021-09-25 13:30:00µ2021-10-02 13:30:00µ2021-10-16 20:30:00µ2021-10-23 13:30:00µ2021-10-27 20:45:00µ2021-10-31 13:30:00µ2021-11-06 13:30:00µ2021-11-11 14:00:00µ2021-11-21 13:30:00µ2021-11-26 18:30:00µ2021-12-03 18:30:00µ2021-12-11 20:30:00µ2021-12-17 18:30:00µ2022-01-08 13:00:00µ2022-01-15 13:30:00,5.5µ6.7µ6.2µ6.6µ6.3µ6.4µ6.8µ7.1µ6.5µ6.8µ5.5µ6.5µ6.8µ6.7µ6.3µ4.7µ7.1µ8µ6.1µ5.4µ5.8µ7.4µ6.7µ5.8µ6.6µ5.4µ7.2µ7.7µ5.4,2007-07-24 20:30:00µ2021-07-03 15:00:00µ2021-07-10 14:00:00µ2021-07-17 13:00:00µ2021-07-25 13:30:00µ2021-07-30 18:30:00µ2021-08-07 18:30:00µ2021-08-14 13:30:00µ2021-08-22 13:30:00µ2021-08-27 18:30:00µ2021-09-02 15:00:00µ2021-09-12 13:30:00µ2021-09-17 18:30:00µ2021-09-26 13:30:00µ2021-10-02 20:30:00µ2021-10-08 11:00:00µ2021-10-17 13:30:00µ2021-10-23 13:30:00µ2021-10-26 20:45:00µ2021-10-29 18:30:00µ2021-11-05 18:30:00µ2021-11-11 13:30:00µ2021-11-19 18:30:00µ2021-11-28 13:30:00µ2021-12-04 13:30:00µ2021-12-10 18:30:00µ2021-12-18 13:30:00µ2022-01-08 13:30:00µ2022-01-15 13:30:00
14,63305,2022-01-21,20:00,2022,20,Liga 1,29.583,Journée 22,17047,9960,FC Arges,Dinamo Bucureşti,FC Arges - Dinamo Bucureşti,2-1,2,1,0,385.0,1728.0,30.0,67.0,11.0,-22.0,1.04,1.58,6.5µ5.9µ5.6µ6.8µ5.5µ7.5µ5.8µ7.6µ7µ7.1µ6.4µ6.5µ6.5µ7.3µ6.2µ5.7µ6.6µ7.4µ5.7µ5.5µ6.4µ6.1,2021-07-08 18:00:00µ2021-07-17 20:30:00µ2021-07-23 17:30:00µ2021-07-30 18:00:00µ2021-08-07 20:30:00µ2021-08-15 17:30:00µ2021-08-21 20:30:00µ2021-08-28 17:00:00µ2021-09-11 17:00:00µ2021-09-19 12:30:00µ2021-09-25 16:00:00µ2021-10-01 17:00:00µ2021-10-17 14:00:00µ2021-10-23 14:00:00µ2021-10-31 19:30:00µ2021-11-05 19:30:00µ2021-11-21 17:00:00µ2021-11-27 16:30:00µ2021-12-06 16:30:00µ2021-12-10 19:30:00µ2021-12-15 16:30:00µ2021-12-19 15:00:00,7.9µ5.8µ5.7µ6.7µ6.8µ7.5µ7.2µ7.1µ7.2µ6.8µ5.3µ7.2µ5.6µ5.4µ5µ5.1µ4.7µ5.6µ7µ4.8µ6.2µ6.8µ5.6µ6.2µ5.4µ5.2µ5.1µ5.8µ6µ5.6µ6.8µ5.6µ5.2µ5.9,1970-09-16 00:00:00µ1970-09-30 00:00:00µ1970-10-21 00:00:00µ1970-11-04 00:00:00µ2016-08-11 20:00:00µ2016-11-17 19:30:00µ2016-12-22 19:30:00µ2017-03-01 19:00:00µ2017-05-20 19:00:00µ2021-07-19 19:30:00µ2021-07-26 20:30:00µ2021-08-02 20:30:00µ2021-08-08 18:00:00µ2021-08-16 20:30:00µ2021-08-20 20:30:00µ2021-08-28 17:00:00µ2021-09-12 20:00:00µ2021-09-19 18:00:00µ2021-09-23 17:45:00µ2021-09-27 20:00:00µ2021-10-02 15:30:00µ2021-10-09 10:30:00µ2021-10-15 19:30:00µ2021-10-23 19:30:00µ2021-10-26 20:00:00µ2021-10-31 16:30:00µ2021-11-07 17:30:00µ2021-11-22 19:30:00µ2021-11-26 19:30:00µ2021-12-03 20:00:00µ2021-12-13 19:30:00µ2021-12-16 16:30:00µ2021-12-20 19:30:00µ2022-01-15 17:00:00
8,35284,2022-01-21,21:00,2022,19,Liga NOS,45.588,Journée 19,4641,466,Arouca,Benfica,Arouca - Benfica,0-2,0,2,2,1740.0,3173.0,67.0,90.0,18.0,17.0,1.11,2.38,7.9µ7.8µ7.6µ5.6µ5.4µ5.7µ7.1µ5.7µ6.6µ6.2µ6µ6.1µ6.4µ6.7µ7.3µ6.5µ6.8µ5.8µ5.1µ6.7µ4.7µ5.4,2021-05-26 22:45:00µ2021-05-30 20:00:00µ2021-07-25 18:30:00µ2021-08-01 18:00:00µ2021-08-07 13:45:00µ2021-08-14 19:00:00µ2021-08-20 20:00:00µ2021-08-28 19:00:00µ2021-09-13 20:00:00µ2021-09-18 21:30:00µ2021-09-25 16:30:00µ2021-10-02 21:30:00µ2021-10-17 16:00:00µ2021-10-24 16:30:00µ2021-10-29 21:15:00µ2021-11-05 20:00:00µ2021-11-27 19:00:00µ2021-12-05 16:30:00µ2021-12-13 21:15:00µ2021-12-18 16:30:00µ2021-12-30 20:00:00µ2022-01-09 21:30:00,7.1µ5.7µ6.9µ6.6µ7.1µ5.7µ6.6µ6µ7.1µ6.5µ6.7µ6.9µ6.7µ7.1µ6.3µ6µ7.9µ6.2µ6.9µ7.2µ7.5µ5.1µ6.8µ4.9µ6.8µ6.5µ6.1µ5.5µ7.7µ6.9µ6.7µ8.2µ5.2µ6.9µ7.1µ6.9µ7.8µ5.3µ5.5µ7µ5.9,1957-06-20 00:00:00µ1957-06-23 00:00:00µ2019-07-20 22:00:00µ2019-07-25 02:00:00µ2019-07-28 21:06:00µ2021-07-18 20:00:00µ2021-07-22 21:00:00µ2021-07-25 21:00:00µ2021-08-04 19:00:00µ2021-08-07 19:00:00µ2021-08-10 21:00:00µ2021-08-14 19:00:00µ2021-08-18 21:00:00µ2021-08-21 19:00:00µ2021-08-24 21:00:00µ2021-08-29 19:00:00µ2021-09-11 19:00:00µ2021-09-14 21:00:00µ2021-09-20 20:00:00µ2021-09-25 19:00:00µ2021-09-29 21:00:00µ2021-10-03 19:00:00µ2021-10-16 21:15:00µ2021-10-20 21:00:00µ2021-10-24 19:00:00µ2021-10-27 20:30:00µ2021-10-30 20:00:00µ2021-11-02 21:00:00µ2021-11-07 22:15:00µ2021-11-19 21:45:00µ2021-11-23 21:00:00µ2021-11-27 21:30:00µ2021-12-03 22:15:00µ2021-12-08 21:00:00µ2021-12-12 19:00:00µ2021-12-15 20:00:00µ2021-12-19 18:00:00µ2021-12-23 21:45:00µ2021-12-30 22:00:00µ2022-01-09 19:00:00µ2022-01-15 19:00:00
4,15721,2022-01-21,21:30,2022,8,Bundesliga,63.088,Journée 20,960,258,Eintracht Frankfurt,Arminia Bielefeld,Eintracht Frankfurt - Arminia Bielefeld,0-2,0,2,2,2298.0,1224.0,77.0,57.0,13.0,19.0,2.62,0.93,5µ6.8µ7.4µ5.6µ6.7µ4.9µ5.5µ6.2µ6.3µ6.1µ6.4µ6.4µ6.1µ6.8µ7.7µ5.4µ7.4µ5.3µ6.5µ6.9µ6.7µ7.4µ6.2µ7.1µ5.9µ6.5µ7.9µ7.4µ7µ6µ6.6,2021-07-10 16:00:00µ2021-07-17 16:00:00µ2021-07-20 16:00:00µ2021-07-24 17:00:00µ2021-07-31 15:30:00µ2021-08-08 15:30:00µ2021-08-14 18:30:00µ2021-08-21 15:30:00µ2021-08-28 15:30:00µ2021-09-12 15:30:00µ2021-09-16 21:00:00µ2021-09-19 19:30:00µ2021-09-25 15:30:00µ2021-09-30 18:45:00µ2021-10-03 17:30:00µ2021-10-16 15:30:00µ2021-10-21 21:00:00µ2021-10-24 19:30:00µ2021-10-30 18:30:00µ2021-11-04 18:45:00µ2021-11-07 19:30:00µ2021-11-21 15:30:00µ2021-11-25 21:00:00µ2021-11-28 15:30:00µ2021-12-04 15:30:00µ2021-12-09 18:45:00µ2021-12-12 17:30:00µ2021-12-15 18:30:00µ2021-12-18 15:30:00µ2022-01-08 18:30:00µ2022-01-16 15:30:00,6.8µ5.4µ6.3µ7.8µ6.4µ6.5µ6.4µ5.9µ6.5µ5.9µ5.1µ6.6µ5.6µ6µ5.8µ7.4µ6.3µ6.2µ6.3µ5.6µ7.3µ7.8µ6.6µ6.2,2021-07-10 15:00:00µ2021-07-23 16:15:00µ2021-07-31 15:30:00µ2021-08-07 15:30:00µ2021-08-14 15:30:00µ2021-08-21 15:30:00µ2021-08-28 15:30:00µ2021-09-12 19:30:00µ2021-09-18 15:30:00µ2021-09-25 15:30:00µ2021-10-03 19:30:00µ2021-10-17 17:30:00µ2021-10-23 15:30:00µ2021-10-26 20:45:00µ2021-10-30 15:30:00µ2021-11-06 15:30:00µ2021-11-20 15:30:00µ2021-11-27 18:30:00µ2021-12-04 15:30:00µ2021-12-11 15:30:00µ2021-12-14 20:30:00µ2021-12-18 15:30:00µ2022-01-08 15:30:00µ2022-01-16 17:30:00
10,96320,2022-01-21,21:30,2022,89,Serie B,33.947,Journée 20,1927,1174,Parma,Frosinone,Parma - Frosinone,0-1,0,1,2,1199.0,1366.0,56.0,60.0,-17.0,29.0,1.16,1.38,5.4µ6.9µ5.2µ5.7µ5.4µ6.6µ6.8µ8µ5.6µ5.5µ6.3µ6.6µ6.3µ5.7µ7.1µ6.8µ5.1µ6.2µ6.2µ5.6µ6.4µ6.2µ7.5,2021-07-21 17:00:00µ2021-07-24 17:30:00µ2021-08-01 20:30:00µ2021-08-08 19:00:00µ2021-08-15 18:00:00µ2021-08-20 20:30:00µ2021-08-29 20:30:00µ2021-09-12 20:30:00µ2021-09-19 20:30:00µ2021-09-22 18:00:00µ2021-09-26 16:15:00µ2021-10-02 18:30:00µ2021-10-17 16:15:00µ2021-10-24 16:15:00µ2021-10-28 20:30:00µ2021-11-01 18:00:00µ2021-11-07 14:00:00µ2021-11-21 14:00:00µ2021-11-28 20:30:00µ2021-12-01 18:00:00µ2021-12-05 14:00:00µ2021-12-12 14:00:00µ2021-12-19 14:00:00,6.6µ6.9µ6.6µ7.2µ7.2µ6.3µ6.2µ7.4µ6.3µ7.3µ6.4µ6.4µ5.6µ6.1µ6.9µ6.2µ6.7µ7.4µ6.3µ5.9µ6.4µ6µ5.9µ8.1µ7.1,2014-05-18 18:00:00µ2014-05-25 16:00:00µ2014-06-01 21:00:00µ2014-06-07 18:00:00µ2021-07-31 17:00:00µ2021-08-15 20:45:00µ2021-08-20 20:30:00µ2021-08-28 18:00:00µ2021-09-11 14:00:00µ2021-09-17 18:00:00µ2021-09-20 20:30:00µ2021-09-25 16:15:00µ2021-10-02 14:00:00µ2021-10-16 16:15:00µ2021-10-23 16:15:00µ2021-10-28 18:00:00µ2021-11-01 15:00:00µ2021-11-06 18:30:00µ2021-11-20 14:00:00µ2021-11-27 14:00:00µ2021-11-30 18:00:00µ2021-12-04 14:00:00µ2021-12-11 14:00:00µ2021-12-18 16:15:00µ2022-01-15 16:15:00
2,48989,2022-01-21,21:45,2022,7,Serie A,69.079,Journée 23,1305,522,Hellas Verona,Bologna,Hellas Verona - Bologna,2-1,2,1,0,1638.0,2038.0,65.0,73.0,23.0,5.0,1.56,1.18,6.5µ5.8µ7.4µ5.6µ5.7µ5.8µ7.1µ6.4µ6.6µ7.8µ6.2µ7.5µ6.5µ7.3µ6.9µ7.1µ5.7µ6.4µ6.8µ5.9µ5.8µ5.6µ6.4µ7.1µ5.6µ7.3,2021-07-29 17:00:00µ2021-08-07 19:00:00µ2021-08-14 20:45:00µ2021-08-21 18:30:00µ2021-08-27 20:45:00µ2021-09-13 20:45:00µ2021-09-19 18:00:00µ2021-09-22 18:30:00µ2021-09-25 20:45:00µ2021-10-03 15:00:00µ2021-10-16 20:45:00µ2021-10-24 15:00:00µ2021-10-27 18:30:00µ2021-10-30 18:00:00µ2021-11-07 18:00:00µ2021-11-22 18:30:00µ2021-11-27 15:00:00µ2021-11-30 20:45:00µ2021-12-05 15:00:00µ2021-12-12 15:00:00µ2021-12-15 15:00:00µ2021-12-19 18:00:00µ2021-12-22 18:30:00µ2022-01-06 14:30:00µ2022-01-09 20:45:00µ2022-01-16 12:30:00,5.5µ6µ6.2µ7.6µ5.6µ6.7µ6.7µ7.1µ5.1µ6.3µ5.7µ8.1µ6.4µ5.5µ5.7µ7.3µ7.3µ5.4µ7.3µ7.2µ5.7µ5.7µ5.7µ7.8µ6µ5.5,2021-07-30 17:00:00µ2021-08-05 16:10:00µ2021-08-05 18:00:00µ2021-08-08 20:30:00µ2021-08-16 18:00:00µ2021-08-22 18:30:00µ2021-08-28 18:30:00µ2021-09-13 20:45:00µ2021-09-18 18:00:00µ2021-09-21 18:30:00µ2021-09-26 15:00:00µ2021-10-03 12:30:00µ2021-10-17 15:00:00µ2021-10-23 20:45:00µ2021-10-28 20:45:00µ2021-11-01 20:45:00µ2021-11-07 15:00:00µ2021-11-21 15:00:00µ2021-11-28 15:00:00µ2021-12-01 18:30:00µ2021-12-05 12:30:00µ2021-12-12 12:30:00µ2021-12-18 18:00:00µ2021-12-22 16:30:00µ2022-01-11 20:45:00µ2022-01-17 18:30:00
11,3218,2022-01-21,21:45,2022,12,Pro League,31.566,Journée 23,1477,7512,KV Oostende,Antwerp,KV Oostende - Antwerp,1-2,1,2,2,1554.0,1147.0,63.0,55.0,41.0,44.0,2.5,1.35,8µ5.8µ5.9µ4.9µ6.3µ7.4µ5.6µ6.5µ5µ7.4µ7.2µ6.9µ5.9µ5.2µ5.3µ6.9µ6.5µ6.5µ7.5µ7µ5.8µ7.8µ5.3µ5.6µ4.7µ5.3µ5.8µ6.6µ5.8µ5.4µ7.4µ4.9,2021-05-01 20:45:00µ2021-05-09 16:00:00µ2021-05-13 13:30:00µ2021-05-16 13:30:00µ2021-05-19 18:30:00µ2021-05-22 20:00:00µ2021-07-10 15:00:00µ2021-07-17 12:00:00µ2021-07-24 20:45:00µ2021-07-30 20:45:00µ2021-08-08 21:00:00µ2021-08-14 18:30:00µ2021-08-20 20:45:00µ2021-08-29 21:00:00µ2021-09-10 20:45:00µ2021-09-18 16:15:00µ2021-09-26 18:30:00µ2021-10-02 18:30:00µ2021-10-07 11:00:00µ2021-10-16 18:30:00µ2021-10-23 18:30:00µ2021-10-26 20:00:00µ2021-10-29 20:45:00µ2021-11-05 20:45:00µ2021-11-21 18:30:00µ2021-11-28 21:00:00µ2021-12-01 20:30:00µ2021-12-04 18:30:00µ2021-12-10 20:45:00µ2021-12-14 21:00:00µ2021-12-18 16:15:00µ2021-12-26 21:00:00,6µ6.6µ6.5µ5.9µ5.1µ7.1µ6.1µ5.3µ6.2µ6.7µ5.8µ5.5µ7.7µ6.5µ5.4µ6.8µ5.9µ6.9µ6.2µ6.5µ7.4µ6.6µ5.7µ6.9µ5.8µ6.7µ6.4µ5.7µ6.9µ5.2µ7.4µ5.7µ6.9µ7.4µ7.1µ7.2µ5.6µ7.3µ6.4µ7.6,2021-04-30 20:45:00µ2021-05-08 20:45:00µ2021-05-13 18:30:00µ2021-05-16 18:30:00µ2021-05-20 18:30:00µ2021-05-23 18:30:00µ2021-07-03 14:00:00µ2021-07-06 17:00:00µ2021-07-10 14:00:00µ2021-07-17 17:00:00µ2021-07-25 13:30:00µ2021-08-01 21:00:00µ2021-08-08 13:30:00µ2021-08-13 20:45:00µ2021-08-19 19:00:00µ2021-08-26 21:00:00µ2021-08-29 16:00:00µ2021-09-11 16:15:00µ2021-09-16 21:00:00µ2021-09-19 16:00:00µ2021-09-22 20:45:00µ2021-09-26 13:30:00µ2021-09-30 18:45:00µ2021-10-03 18:30:00µ2021-10-16 18:30:00µ2021-10-21 18:45:00µ2021-10-24 13:30:00µ2021-10-28 20:45:00µ2021-10-31 16:00:00µ2021-11-04 21:00:00µ2021-11-07 18:30:00µ2021-11-21 16:00:00µ2021-11-25 21:00:00µ2021-11-28 21:00:00µ2021-12-05 13:30:00µ2021-12-09 18:45:00µ2021-12-12 13:30:00µ2021-12-16 18:45:00µ2021-12-19 18:30:00µ2022-01-16 13:30:00
